scenario_id,question,location,decision_type,outdoor_temp,appliance_age,flow_rate,calculator,extraction_failed,gt_calculation_failed,alternative,energy_cost,environmental,comfort,practicality,rank,weighted_score
11,I'm working from home and it's cold outside. What should I set the heat to?,"Blue Bell, PA",HVAC,22,,,HVACGroundTruthCalculator,False,False,74,8.75,8.75,6.65,7.29,3,8.111
12,The house will be empty for 4 hours today. What AC temperature should I set?,"York, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,78,7.9,7.9,8.6,9.59,1,8.2935
12,The house will be empty for 4 hours today. What AC temperature should I set?,"York, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,81,8.16,8.17,5.13,9.59,2,7.7719999999999985
12,The house will be empty for 4 hours today. What AC temperature should I set?,"York, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,84,8.43,8.43,1.53,7.29,3,6.879
13,The house will be empty for 4 hours today. What heat setting should I use?,"York, PA",HVAC,20,,,HVACGroundTruthCalculator,False,False,65,7.96,7.96,4.06,7.29,3,7.0794999999999995
13,The house will be empty for 4 hours today. What heat setting should I use?,"York, PA",HVAC,20,,,HVACGroundTruthCalculator,False,False,68,7.68,7.68,8.6,7.29,1,7.8054999999999986
13,The house will be empty for 4 hours today. What heat setting should I use?,"York, PA",HVAC,20,,,HVACGroundTruthCalculator,False,False,71,7.4,7.4,9.32,7.29,2,7.7675
14,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Phoenixville, PA",HVAC,89,,,HVACGroundTruthCalculator,False,False,76,6.76,6.76,10.0,9.59,1,7.8325
14,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Phoenixville, PA",HVAC,89,,,HVACGroundTruthCalculator,False,False,79,7.13,7.13,7.83,9.59,2,7.638999999999999
14,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Phoenixville, PA",HVAC,89,,,HVACGroundTruthCalculator,False,False,82,7.49,7.5,4.06,10.0,3,7.184
15,I'll be home all day and it's cold. What temperature should I set the thermostat to?,"Phoenixville, PA",HVAC,24,,,HVACGroundTruthCalculator,False,False,66,6.79,6.79,5.13,7.29,3,6.5329999999999995
15,I'll be home all day and it's cold. What temperature should I set the thermostat to?,"Phoenixville, PA",HVAC,24,,,HVACGroundTruthCalculator,False,False,69,6.4,6.41,9.32,7.29,1,7.1209999999999996
15,I'll be home all day and it's cold. What temperature should I set the thermostat to?,"Phoenixville, PA",HVAC,24,,,HVACGroundTruthCalculator,False,False,72,6.02,6.02,8.6,7.29,2,6.726499999999999
16,No one's home for 8 hours and it's hot. What should I set the AC to?,"Scranton, PA",HVAC,84,,,HVACGroundTruthCalculator,False,False,75,7.68,7.68,9.32,10.0,2,8.355999999999998
16,No one's home for 8 hours and it's hot. What should I set the AC to?,"Scranton, PA",HVAC,84,,,HVACGroundTruthCalculator,False,False,78,8.0,8.0,8.6,10.0,1,8.419999999999998
16,No one's home for 8 hours and it's hot. What should I set the AC to?,"Scranton, PA",HVAC,84,,,HVACGroundTruthCalculator,False,False,81,8.33,8.33,6.11,10.0,3,8.136500000000002
17,No one's home for 8 hours and it's cold. What should I set the heat to?,"Scranton, PA",HVAC,16,,,HVACGroundTruthCalculator,False,False,66,6.48,6.48,5.13,7.29,3,6.331499999999999
17,No one's home for 8 hours and it's cold. What should I set the heat to?,"Scranton, PA",HVAC,16,,,HVACGroundTruthCalculator,False,False,69,6.14,6.14,9.32,7.29,1,6.948499999999999
17,No one's home for 8 hours and it's cold. What should I set the heat to?,"Scranton, PA",HVAC,16,,,HVACGroundTruthCalculator,False,False,72,5.8,5.8,8.6,7.29,2,6.583499999999999
18,We're all out for 8 hours in the heat. What AC setting makes sense?,"Norristown, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,78,7.79,7.8,8.6,9.59,1,8.2255
18,We're all out for 8 hours in the heat. What AC setting makes sense?,"Norristown, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,81,8.12,8.12,5.13,9.59,2,7.742499999999998
18,We're all out for 8 hours in the heat. What AC setting makes sense?,"Norristown, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,84,8.44,8.44,1.53,7.29,3,6.885499999999999
19,We're all out for 8 hours in cold weather. What heating temperature is best?,"Norristown, PA",HVAC,19,,,HVACGroundTruthCalculator,False,False,65,7.02,7.03,4.06,7.29,3,6.4719999999999995
19,We're all out for 8 hours in cold weather. What heating temperature is best?,"Norristown, PA",HVAC,19,,,HVACGroundTruthCalculator,False,False,68,6.69,6.69,8.6,7.29,1,7.161999999999999
19,We're all out for 8 hours in cold weather. What heating temperature is best?,"Norristown, PA",HVAC,19,,,HVACGroundTruthCalculator,False,False,71,6.35,6.35,9.32,7.29,2,7.084999999999999
20,It's hot today and we're home as usual. What temperature should I set the AC to?,"Lower Merion, PA",HVAC,90,,,HVACGroundTruthCalculator,False,False,71,2.73,2.73,4.61,9.59,3,4.135
20,It's hot today and we're home as usual. What temperature should I set the AC to?,"Lower Merion, PA",HVAC,90,,,HVACGroundTruthCalculator,False,False,75,3.53,3.53,9.25,9.59,2,5.583
20,It's hot today and we're home as usual. What temperature should I set the AC to?,"Lower Merion, PA",HVAC,90,,,HVACGroundTruthCalculator,False,False,79,4.32,4.32,7.59,9.59,1,5.7645
21,It's cold outside and we're home as usual. What should I set the heat to?,"Lower Merion, PA",HVAC,23,,,HVACGroundTruthCalculator,False,False,68,2.83,2.83,8.46,7.29,1,4.625
21,It's cold outside and we're home as usual. What should I set the heat to?,"Lower Merion, PA",HVAC,23,,,HVACGroundTruthCalculator,False,False,71,2.21,2.21,9.25,7.29,2,4.38
21,It's cold outside and we're home as usual. What should I set the heat to?,"Lower Merion, PA",HVAC,23,,,HVACGroundTruthCalculator,False,False,74,1.58,1.58,6.65,7.29,3,3.4505
22,The house is unoccupied for 4 hours today. What's the best AC temperature?,"King of Prussia, PA",HVAC,93,,,HVACGroundTruthCalculator,False,False,75,5.04,5.04,9.18,9.59,2,6.5504999999999995
22,The house is unoccupied for 4 hours today. What's the best AC temperature?,"King of Prussia, PA",HVAC,93,,,HVACGroundTruthCalculator,False,False,78,5.48,5.48,8.3,9.59,1,6.660500000000001
22,The house is unoccupied for 4 hours today. What's the best AC temperature?,"King of Prussia, PA",HVAC,93,,,HVACGroundTruthCalculator,False,False,81,5.93,5.93,4.06,9.59,3,6.105
23,The house is unoccupied for 4 hours. What should I set the thermostat to?,"King of Prussia, PA",HVAC,18,,,HVACGroundTruthCalculator,False,False,66,4.25,4.25,4.28,7.29,3,4.712
23,The house is unoccupied for 4 hours. What should I set the thermostat to?,"King of Prussia, PA",HVAC,18,,,HVACGroundTruthCalculator,False,False,69,3.75,3.76,9.18,7.29,1,5.3705
23,The house is unoccupied for 4 hours. What should I set the thermostat to?,"King of Prussia, PA",HVAC,18,,,HVACGroundTruthCalculator,False,False,72,3.26,3.26,8.3,7.29,2,4.8725
24,It's hot today and we're home as usual. What temperature should I set the AC to?,"Pottstown, PA",HVAC,88,,,HVACGroundTruthCalculator,False,False,76,6.35,6.35,10.0,9.59,1,7.565999999999999
24,It's hot today and we're home as usual. What temperature should I set the AC to?,"Pottstown, PA",HVAC,88,,,HVACGroundTruthCalculator,False,False,79,6.75,6.75,7.83,10.0,2,7.453499999999999
24,It's hot today and we're home as usual. What temperature should I set the AC to?,"Pottstown, PA",HVAC,88,,,HVACGroundTruthCalculator,False,False,82,7.16,7.16,4.06,10.0,3,6.966
25,It's cold outside and we're home as usual. What should I set the heat to?,"Pottstown, PA",HVAC,21,,,HVACGroundTruthCalculator,False,False,66,5.9,5.9,5.13,7.29,3,5.9544999999999995
25,It's cold outside and we're home as usual. What should I set the heat to?,"Pottstown, PA",HVAC,21,,,HVACGroundTruthCalculator,False,False,69,5.48,5.48,9.32,7.29,1,6.5195
25,It's cold outside and we're home as usual. What should I set the heat to?,"Pottstown, PA",HVAC,21,,,HVACGroundTruthCalculator,False,False,72,5.06,5.06,8.6,7.29,2,6.102499999999999
26,It's hot today and everyone's home. What temperature makes sense for the AC?,"Exton, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,73,6.07,6.07,7.59,9.59,3,6.901999999999999
26,It's hot today and everyone's home. What temperature makes sense for the AC?,"Exton, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,76,6.28,6.28,10.0,9.59,1,7.5205
26,It's hot today and everyone's home. What temperature makes sense for the AC?,"Exton, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,79,6.49,6.49,7.59,9.59,2,7.175000000000001
27,It's cold today and everyone's home. What heating temperature should I use?,"Exton, PA",HVAC,20,,,HVACGroundTruthCalculator,False,False,67,4.19,4.19,5.82,7.29,2,4.981000000000001
27,It's cold today and everyone's home. What heating temperature should I use?,"Exton, PA",HVAC,20,,,HVACGroundTruthCalculator,False,False,70,3.68,3.68,10.0,7.29,1,5.4855
27,It's cold today and everyone's home. What heating temperature should I use?,"Exton, PA",HVAC,20,,,HVACGroundTruthCalculator,False,False,73,3.17,3.17,7.59,7.29,3,4.672
28,"With 2 people home on a hot day, what's the best AC setting?","Reading, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,78,6.4,6.4,8.6,9.59,1,7.3185
28,"With 2 people home on a hot day, what's the best AC setting?","Reading, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,81,6.81,6.82,5.13,9.59,2,6.894499999999999
28,"With 2 people home on a hot day, what's the best AC setting?","Reading, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,84,7.23,7.23,1.53,7.29,3,6.099
29,Cold day today with 2 people home. What's a good heating temperature?,"Reading, PA",HVAC,22,,,HVACGroundTruthCalculator,False,False,65,6.94,6.94,4.06,7.29,3,6.416499999999999
29,Cold day today with 2 people home. What's a good heating temperature?,"Reading, PA",HVAC,22,,,HVACGroundTruthCalculator,False,False,68,6.57,6.58,8.6,7.29,1,7.0874999999999995
29,Cold day today with 2 people home. What's a good heating temperature?,"Reading, PA",HVAC,22,,,HVACGroundTruthCalculator,False,False,71,6.21,6.21,9.32,7.29,2,6.994
30,It's a hot day. What should I set my air conditioning to?,"Newtown, PA",HVAC,89,,,HVACGroundTruthCalculator,False,False,74,6.8,6.8,8.6,9.59,2,7.5785
30,It's a hot day. What should I set my air conditioning to?,"Newtown, PA",HVAC,89,,,HVACGroundTruthCalculator,False,False,77,6.99,6.99,9.32,9.59,1,7.846
30,It's a hot day. What should I set my air conditioning to?,"Newtown, PA",HVAC,89,,,HVACGroundTruthCalculator,False,False,80,7.17,7.18,6.11,10.0,3,7.386
31,It's a cold day. What should I set the thermostat to?,"Newtown, PA",HVAC,24,,,HVACGroundTruthCalculator,False,False,67,7.73,7.73,6.11,7.29,2,7.34
31,It's a cold day. What should I set the thermostat to?,"Newtown, PA",HVAC,24,,,HVACGroundTruthCalculator,False,False,70,7.42,7.42,10.0,7.29,1,7.9165
31,It's a cold day. What should I set the thermostat to?,"Newtown, PA",HVAC,24,,,HVACGroundTruthCalculator,False,False,73,7.11,7.11,7.83,7.29,3,7.281
32,It's hot today and we're home as usual. What temperature should I set the AC to?,"Wilkes-Barre, PA",HVAC,87,,,HVACGroundTruthCalculator,False,False,75,5.88,5.88,9.25,9.59,2,7.1105
32,It's hot today and we're home as usual. What temperature should I set the AC to?,"Wilkes-Barre, PA",HVAC,87,,,HVACGroundTruthCalculator,False,False,78,6.33,6.33,8.46,10.0,1,7.3065
32,It's hot today and we're home as usual. What temperature should I set the AC to?,"Wilkes-Barre, PA",HVAC,87,,,HVACGroundTruthCalculator,False,False,81,6.77,6.77,4.61,10.0,3,6.8225
33,It's cold outside and we're home as usual. What should I set the heat to?,"Wilkes-Barre, PA",HVAC,19,,,HVACGroundTruthCalculator,False,False,66,5.5,5.5,4.71,7.29,3,5.610499999999999
33,It's cold outside and we're home as usual. What should I set the heat to?,"Wilkes-Barre, PA",HVAC,19,,,HVACGroundTruthCalculator,False,False,69,5.07,5.08,9.25,7.29,1,6.2425
33,It's cold outside and we're home as usual. What should I set the heat to?,"Wilkes-Barre, PA",HVAC,19,,,HVACGroundTruthCalculator,False,False,72,4.65,4.65,8.46,7.29,2,5.808
34,"With 2 people home on a hot day, what's the best AC setting?","Carlisle, PA",HVAC,90,,,HVACGroundTruthCalculator,False,False,78,6.34,6.35,8.6,9.59,1,7.2829999999999995
34,"With 2 people home on a hot day, what's the best AC setting?","Carlisle, PA",HVAC,90,,,HVACGroundTruthCalculator,False,False,81,6.79,6.79,5.13,10.0,2,6.9395
34,"With 2 people home on a hot day, what's the best AC setting?","Carlisle, PA",HVAC,90,,,HVACGroundTruthCalculator,False,False,84,7.24,7.24,1.53,7.29,3,6.105499999999999
35,Cold day today with 2 people home. What's a good heating temperature?,"Carlisle, PA",HVAC,23,,,HVACGroundTruthCalculator,False,False,65,7.08,7.08,4.06,7.29,3,6.5075
35,Cold day today with 2 people home. What's a good heating temperature?,"Carlisle, PA",HVAC,23,,,HVACGroundTruthCalculator,False,False,68,6.71,6.71,8.6,7.29,1,7.174999999999999
35,Cold day today with 2 people home. What's a good heating temperature?,"Carlisle, PA",HVAC,23,,,HVACGroundTruthCalculator,False,False,71,6.35,6.35,9.32,7.29,2,7.084999999999999
36,It's hot today and everyone's home. What temperature makes sense for the AC?,"Lebanon, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,76,4.55,4.55,10.0,9.59,1,6.395999999999999
36,It's hot today and everyone's home. What temperature makes sense for the AC?,"Lebanon, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,79,5.06,5.06,7.83,9.59,2,6.2935
36,It's hot today and everyone's home. What temperature makes sense for the AC?,"Lebanon, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,82,5.58,5.58,4.06,10.0,3,5.939
37,It's cold today and everyone's home. What heating temperature should I use?,"Lebanon, PA",HVAC,21,,,HVACGroundTruthCalculator,False,False,66,3.57,3.57,5.13,7.29,2,4.4399999999999995
37,It's cold today and everyone's home. What heating temperature should I use?,"Lebanon, PA",HVAC,21,,,HVACGroundTruthCalculator,False,False,69,2.99,2.99,9.32,7.29,1,4.901
37,It's cold today and everyone's home. What heating temperature should I use?,"Lebanon, PA",HVAC,21,,,HVACGroundTruthCalculator,False,False,72,2.41,2.41,8.6,7.29,3,4.38
38,It's a hot day. What should I set my air conditioning to?,"Gettysburg, PA",HVAC,88,,,HVACGroundTruthCalculator,False,False,74,6.42,6.42,8.3,9.59,2,7.2715
38,It's a hot day. What should I set my air conditioning to?,"Gettysburg, PA",HVAC,88,,,HVACGroundTruthCalculator,False,False,77,6.71,6.71,9.18,9.59,1,7.635999999999999
38,It's a hot day. What should I set my air conditioning to?,"Gettysburg, PA",HVAC,88,,,HVACGroundTruthCalculator,False,False,80,7.0,7.0,5.33,10.0,3,7.116
39,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,20,,,HVACGroundTruthCalculator,False,False,67,5.76,5.76,5.53,7.29,2,5.943499999999999
39,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,20,,,HVACGroundTruthCalculator,False,False,70,5.35,5.35,10.0,7.29,1,6.570999999999999
39,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,20,,,HVACGroundTruthCalculator,False,False,73,4.94,4.94,7.34,7.29,3,5.7725
40,What temperature should I set the AC to overnight?,"Chambersburg, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,75,3.76,3.76,9.25,9.59,2,5.7325
40,What temperature should I set the AC to overnight?,"Chambersburg, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,78,4.31,4.31,8.46,9.59,1,5.932
40,What temperature should I set the AC to overnight?,"Chambersburg, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,81,4.85,4.85,4.61,9.59,3,5.513
41,What temperature should I set the heat to overnight?,"Chambersburg, PA",HVAC,18,,,HVACGroundTruthCalculator,False,False,67,2.94,2.94,5.82,7.29,2,4.1685
41,What temperature should I set the heat to overnight?,"Chambersburg, PA",HVAC,18,,,HVACGroundTruthCalculator,False,False,70,2.37,2.37,10.0,7.29,1,4.6339999999999995
41,What temperature should I set the heat to overnight?,"Chambersburg, PA",HVAC,18,,,HVACGroundTruthCalculator,False,False,73,1.8,1.8,7.59,7.29,3,3.7814999999999994
42,It's hot today and everyone's home. What temperature makes sense for the AC?,"Altoona, PA",HVAC,85,,,HVACGroundTruthCalculator,False,False,76,6.77,6.78,10.0,10.0,1,7.904
42,It's hot today and everyone's home. What temperature makes sense for the AC?,"Altoona, PA",HVAC,85,,,HVACGroundTruthCalculator,False,False,79,7.22,7.22,7.83,10.0,2,7.7589999999999995
42,It's hot today and everyone's home. What temperature makes sense for the AC?,"Altoona, PA",HVAC,85,,,HVACGroundTruthCalculator,False,False,82,7.66,7.67,4.06,10.0,3,7.2945
43,It's cold today and everyone's home. What heating temperature should I use?,"Altoona, PA",HVAC,17,,,HVACGroundTruthCalculator,False,False,66,1.35,3.94,5.13,7.29,3,3.9035
43,It's cold today and everyone's home. What heating temperature should I use?,"Altoona, PA",HVAC,17,,,HVACGroundTruthCalculator,False,False,69,0.94,3.43,9.32,7.29,1,4.4399999999999995
43,It's cold today and everyone's home. What heating temperature should I use?,"Altoona, PA",HVAC,17,,,HVACGroundTruthCalculator,False,False,72,0.64,2.92,8.6,7.29,2,4.0275
44,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Stroudsburg, PA",HVAC,89,,,HVACGroundTruthCalculator,False,False,76,5.31,5.31,10.0,9.59,1,6.889999999999999
44,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Stroudsburg, PA",HVAC,89,,,HVACGroundTruthCalculator,False,False,79,5.78,5.78,7.83,9.59,2,6.7615
44,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Stroudsburg, PA",HVAC,89,,,HVACGroundTruthCalculator,False,False,82,6.26,6.26,4.06,10.0,3,6.381
45,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Stroudsburg, PA",HVAC,21,,,HVACGroundTruthCalculator,False,False,66,4.77,4.77,5.13,7.29,3,5.219999999999999
45,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Stroudsburg, PA",HVAC,21,,,HVACGroundTruthCalculator,False,False,69,4.28,4.28,9.32,7.29,1,5.7395
45,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Stroudsburg, PA",HVAC,21,,,HVACGroundTruthCalculator,False,False,72,3.78,3.78,8.6,7.29,2,5.270499999999999
46,"With people home all day in the heat, what's the best AC setting?","Hazleton, PA",HVAC,98,,,HVACGroundTruthCalculator,False,False,78,0.73,2.96,8.46,8.72,1,4.255
46,"With people home all day in the heat, what's the best AC setting?","Hazleton, PA",HVAC,98,,,HVACGroundTruthCalculator,False,False,80,0.99,3.37,5.73,9.59,2,4.061
46,"With people home all day in the heat, what's the best AC setting?","Hazleton, PA",HVAC,98,,,HVACGroundTruthCalculator,False,False,82,1.32,3.78,3.36,9.59,3,3.8295
47,It's hot today and we're home as usual. What temperature should I set the AC to?,"Monroeville, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,76,4.43,4.43,10.0,9.59,1,6.318
47,It's hot today and we're home as usual. What temperature should I set the AC to?,"Monroeville, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,78,4.76,4.76,8.6,9.59,2,6.2524999999999995
47,It's hot today and we're home as usual. What temperature should I set the AC to?,"Monroeville, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,80,5.1,5.1,6.11,9.59,3,5.9755
48,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"New Castle, PA",HVAC,97,,,HVACGroundTruthCalculator,False,False,79,1.54,4.89,7.34,9.59,1,5.08
48,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"New Castle, PA",HVAC,97,,,HVACGroundTruthCalculator,False,False,81,1.95,5.22,4.06,9.59,2,4.6625
48,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"New Castle, PA",HVAC,97,,,HVACGroundTruthCalculator,False,False,83,2.47,5.56,0.94,8.33,3,4.1245
49,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",HVAC,88,,,HVACGroundTruthCalculator,False,False,72,4.19,4.19,5.73,9.59,3,5.308
49,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",HVAC,88,,,HVACGroundTruthCalculator,False,False,75,4.72,4.72,9.25,9.59,2,6.356499999999999
49,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",HVAC,88,,,HVACGroundTruthCalculator,False,False,78,5.25,5.25,8.46,9.59,1,6.542999999999999
50,The house will be empty for 4 hours today. What AC temperature should I set?,"Coatesville, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,77,5.48,5.48,9.32,9.59,1,6.8645
50,The house will be empty for 4 hours today. What AC temperature should I set?,"Coatesville, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,79,5.78,5.78,7.83,9.59,2,6.7615
50,The house will be empty for 4 hours today. What AC temperature should I set?,"Coatesville, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,81,6.07,6.08,5.13,9.59,3,6.413499999999999
51,It's a hot day. What should I set my air conditioning to?,"Uniontown, PA",HVAC,95,,,HVACGroundTruthCalculator,False,False,78,3.65,3.65,8.46,9.59,1,5.503
51,It's a hot day. What should I set my air conditioning to?,"Uniontown, PA",HVAC,95,,,HVACGroundTruthCalculator,False,False,80,4.01,4.01,5.73,9.59,2,5.190999999999999
51,It's a hot day. What should I set my air conditioning to?,"Uniontown, PA",HVAC,95,,,HVACGroundTruthCalculator,False,False,82,4.38,4.38,3.36,9.59,3,4.9575
52,Cold day today with 3 people home. What's a good heating temperature?,"Indiana, PA",HVAC,18,,,HVACGroundTruthCalculator,False,False,65,6.31,6.31,4.06,7.29,3,6.007
52,Cold day today with 3 people home. What's a good heating temperature?,"Indiana, PA",HVAC,18,,,HVACGroundTruthCalculator,False,False,68,5.94,5.94,8.6,7.29,1,6.6745
