scenario_id,question,location,decision_type,outdoor_temp,appliance_age,flow_rate,alternative,energy_cost,environmental,comfort,practicality,rank,weighted_score
10,I'm working from home today and it's hot. What AC temperature should I use?,"Blue Bell, PA",HVAC,88,,,76,8.4,8.4,9.3,9.6,1,8.76
10,I'm working from home today and it's hot. What AC temperature should I use?,"Blue Bell, PA",HVAC,88,,,79,6.1,6.1,6.1,9.6,3,6.625
11,I'm working from home and it's cold outside. What should I set the heat to?,"Blue Bell, PA",HVAC,22,,,68,8.3,8.3,9.5,7.3,1,8.39
11,I'm working from home and it's cold outside. What should I set the heat to?,"Blue Bell, PA",HVAC,22,,,71,7.8,7.8,8.9,7.3,2,7.945
11,I'm working from home and it's cold outside. What should I set the heat to?,"Blue Bell, PA",HVAC,22,,,74,7.4,7.4,8.6,7.3,3,7.625
12,The house will be empty for 4 hours today. What AC temperature should I set?,"York, PA",HVAC,92,,,78,5.0,5.0,8.0,9.6,1,6.289999999999999
12,The house will be empty for 4 hours today. What AC temperature should I set?,"York, PA",HVAC,92,,,81,5.0,5.0,5.0,10.0,3,5.75
12,The house will be empty for 4 hours today. What AC temperature should I set?,"York, PA",HVAC,92,,,84,6.0,6.0,3.0,10.0,2,6.0
13,The house will be empty for 4 hours today. What heat setting should I use?,"York, PA",HVAC,20,,,65,6.0,6.0,5.5,7.3,2,6.095
13,The house will be empty for 4 hours today. What heat setting should I use?,"York, PA",HVAC,20,,,68,6.0,6.0,6.8,7.3,1,6.3549999999999995
13,The house will be empty for 4 hours today. What heat setting should I use?,"York, PA",HVAC,20,,,71,4.5,4.5,8.0,7.3,3,5.62
14,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Phoenixville, PA",HVAC,89,,,76,6.8,6.8,8.8,10.0,1,7.68
14,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Phoenixville, PA",HVAC,89,,,79,5.8,5.8,7.3,9.8,2,6.699999999999999
14,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Phoenixville, PA",HVAC,89,,,82,5.0,5.0,7.0,8.0,3,5.8500000000000005
15,I'll be home all day and it's cold. What temperature should I set the thermostat to?,"Phoenixville, PA",HVAC,24,,,66,5.6,5.6,4.3,7.3,3,5.595
15,I'll be home all day and it's cold. What temperature should I set the thermostat to?,"Phoenixville, PA",HVAC,24,,,69,6.0,6.0,9.0,8.0,1,6.8999999999999995
15,I'll be home all day and it's cold. What temperature should I set the thermostat to?,"Phoenixville, PA",HVAC,24,,,72,4.5,4.5,8.6,7.3,2,5.739999999999999
16,No one's home for 8 hours and it's hot. What should I set the AC to?,"Scranton, PA",HVAC,84,,,75,6.3,6.3,9.3,10.0,2,7.455
16,No one's home for 8 hours and it's hot. What should I set the AC to?,"Scranton, PA",HVAC,84,,,78,7.8,7.8,6.8,10.0,1,7.930000000000001
16,No one's home for 8 hours and it's hot. What should I set the AC to?,"Scranton, PA",HVAC,84,,,81,7.4,7.4,4.5,10.0,3,7.210000000000001
17,No one's home for 8 hours and it's cold. What should I set the heat to?,"Scranton, PA",HVAC,16,,,66,5.1,5.1,4.9,7.3,2,5.39
17,No one's home for 8 hours and it's cold. What should I set the heat to?,"Scranton, PA",HVAC,16,,,69,4.6,4.6,9.1,7.3,1,5.904999999999999
17,No one's home for 8 hours and it's cold. What should I set the heat to?,"Scranton, PA",HVAC,16,,,72,4.1,4.1,4.8,7.3,3,4.72
18,We're all out for 8 hours in the heat. What AC setting makes sense?,"Norristown, PA",HVAC,91,,,78,6.3,6.3,8.6,9.6,1,7.254999999999999
18,We're all out for 8 hours in the heat. What AC setting makes sense?,"Norristown, PA",HVAC,91,,,81,6.4,6.4,5.1,9.6,2,6.619999999999999
18,We're all out for 8 hours in the heat. What AC setting makes sense?,"Norristown, PA",HVAC,91,,,84,6.7,6.7,2.9,7.3,3,6.029999999999999
19,We're all out for 8 hours in cold weather. What heating temperature is best?,"Norristown, PA",HVAC,19,,,65,7.5,7.5,5.0,8.0,1,7.075
19,We're all out for 8 hours in cold weather. What heating temperature is best?,"Norristown, PA",HVAC,19,,,68,6.5,6.5,6.1,7.3,3,6.539999999999999
19,We're all out for 8 hours in cold weather. What heating temperature is best?,"Norristown, PA",HVAC,19,,,71,6.5,6.5,5.1,9.6,2,6.684999999999999
20,It's hot today and we're home as usual. What temperature should I set the AC to?,"Lower Merion, PA",HVAC,90,,,71,3.5,3.5,7.5,8.5,3,5.05
20,It's hot today and we're home as usual. What temperature should I set the AC to?,"Lower Merion, PA",HVAC,90,,,75,4.3,4.3,9.3,9.6,2,6.095000000000001
20,It's hot today and we're home as usual. What temperature should I set the AC to?,"Lower Merion, PA",HVAC,90,,,79,5.6,5.6,6.7,9.6,1,6.42
21,It's cold outside and we're home as usual. What should I set the heat to?,"Lower Merion, PA",HVAC,23,,,68,8.4,8.4,8.6,7.3,1,8.275
21,It's cold outside and we're home as usual. What should I set the heat to?,"Lower Merion, PA",HVAC,23,,,71,7.8,7.8,9.5,7.3,2,8.065000000000001
21,It's cold outside and we're home as usual. What should I set the heat to?,"Lower Merion, PA",HVAC,23,,,74,7.0,7.0,9.5,7.3,3,7.545
22,The house is unoccupied for 4 hours today. What's the best AC temperature?,"King of Prussia, PA",HVAC,93,,,75,6.5,6.5,7.5,8.5,3,7.0
22,The house is unoccupied for 4 hours today. What's the best AC temperature?,"King of Prussia, PA",HVAC,93,,,78,7.2,7.2,8.8,9.6,1,7.879999999999999
22,The house is unoccupied for 4 hours today. What's the best AC temperature?,"King of Prussia, PA",HVAC,93,,,81,7.2,7.2,6.5,9.6,2,7.42
23,The house is unoccupied for 4 hours. What should I set the thermostat to?,"King of Prussia, PA",HVAC,18,,,66,6.5,6.5,7.5,9.6,1,7.164999999999999
23,The house is unoccupied for 4 hours. What should I set the thermostat to?,"King of Prussia, PA",HVAC,18,,,69,6.3,6.3,2.9,9.6,2,6.115
23,The house is unoccupied for 4 hours. What should I set the thermostat to?,"King of Prussia, PA",HVAC,18,,,72,5.8,5.8,3.5,9.6,3,5.91
24,It's hot today and we're home as usual. What temperature should I set the AC to?,"Pottstown, PA",HVAC,88,,,76,6.5,6.5,8.8,10.0,1,7.484999999999999
24,It's hot today and we're home as usual. What temperature should I set the AC to?,"Pottstown, PA",HVAC,88,,,79,6.2,6.2,7.5,10.0,2,7.029999999999999
24,It's hot today and we're home as usual. What temperature should I set the AC to?,"Pottstown, PA",HVAC,88,,,82,5.5,5.5,6.1,10.0,3,6.295
25,It's cold outside and we're home as usual. What should I set the heat to?,"Pottstown, PA",HVAC,21,,,66,5.0,5.0,6.0,7.3,3,5.545
25,It's cold outside and we're home as usual. What should I set the heat to?,"Pottstown, PA",HVAC,21,,,69,5.2,5.2,9.3,7.3,2,6.335
25,It's cold outside and we're home as usual. What should I set the heat to?,"Pottstown, PA",HVAC,21,,,72,5.0,5.0,9.5,9.0,1,6.5
26,It's hot today and everyone's home. What temperature makes sense for the AC?,"Exton, PA",HVAC,91,,,73,4.2,4.2,9.3,9.6,2,6.029999999999999
26,It's hot today and everyone's home. What temperature makes sense for the AC?,"Exton, PA",HVAC,91,,,76,4.6,4.6,10.0,9.6,1,6.43
26,It's hot today and everyone's home. What temperature makes sense for the AC?,"Exton, PA",HVAC,91,,,79,4.8,4.8,5.5,9.6,3,5.66
27,It's cold today and everyone's home. What heating temperature should I use?,"Exton, PA",HVAC,20,,,67,5.5,5.5,8.0,7.3,2,6.27
27,It's cold today and everyone's home. What heating temperature should I use?,"Exton, PA",HVAC,20,,,70,5.7,5.7,8.5,7.3,1,6.5
27,It's cold today and everyone's home. What heating temperature should I use?,"Exton, PA",HVAC,20,,,73,5.1,5.1,8.9,7.3,3,6.1899999999999995
28,"With 2 people home on a hot day, what's the best AC setting?","Reading, PA",HVAC,92,,,78,6.1,6.1,8.6,9.6,1,7.125
28,"With 2 people home on a hot day, what's the best AC setting?","Reading, PA",HVAC,92,,,81,6.3,6.3,5.1,9.6,2,6.555
28,"With 2 people home on a hot day, what's the best AC setting?","Reading, PA",HVAC,92,,,84,6.2,6.2,1.5,7.3,3,5.424999999999999
29,Cold day today with 2 people home. What's a good heating temperature?,"Reading, PA",HVAC,22,,,65,5.5,5.5,4.1,7.3,3,5.489999999999999
29,Cold day today with 2 people home. What's a good heating temperature?,"Reading, PA",HVAC,22,,,68,5.0,5.0,8.6,7.3,2,6.0649999999999995
29,Cold day today with 2 people home. What's a good heating temperature?,"Reading, PA",HVAC,22,,,71,5.5,5.5,9.3,7.3,1,6.53
30,It's a hot day. What should I set my air conditioning to?,"Newtown, PA",HVAC,89,,,74,3.6,3.6,8.6,9.6,3,5.5
30,It's a hot day. What should I set my air conditioning to?,"Newtown, PA",HVAC,89,,,77,8.5,8.5,9.3,9.6,1,8.825
30,It's a hot day. What should I set my air conditioning to?,"Newtown, PA",HVAC,89,,,80,8.5,8.5,6.1,10.0,2,8.245
31,It's a cold day. What should I set the thermostat to?,"Newtown, PA",HVAC,24,,,67,8.5,8.5,8.9,7.3,2,8.4
31,It's a cold day. What should I set the thermostat to?,"Newtown, PA",HVAC,24,,,70,8.2,8.2,10.0,7.3,1,8.424999999999999
31,It's a cold day. What should I set the thermostat to?,"Newtown, PA",HVAC,24,,,73,7.8,7.8,9.3,7.3,3,8.025
32,It's hot today and we're home as usual. What temperature should I set the AC to?,"Wilkes-Barre, PA",HVAC,87,,,75,6.7,6.7,8.5,10.0,2,7.555
32,It's hot today and we're home as usual. What temperature should I set the AC to?,"Wilkes-Barre, PA",HVAC,87,,,78,6.8,6.8,9.2,10.0,1,7.76
32,It's hot today and we're home as usual. What temperature should I set the AC to?,"Wilkes-Barre, PA",HVAC,87,,,81,6.4,6.4,5.1,10.0,3,6.68
33,It's cold outside and we're home as usual. What should I set the heat to?,"Wilkes-Barre, PA",HVAC,19,,,66,6.0,6.0,7.5,8.0,3,6.6
33,It's cold outside and we're home as usual. What should I set the heat to?,"Wilkes-Barre, PA",HVAC,19,,,69,6.0,6.0,9.0,8.0,2,6.8999999999999995
33,It's cold outside and we're home as usual. What should I set the heat to?,"Wilkes-Barre, PA",HVAC,19,,,72,6.5,6.5,8.5,9.5,1,7.35
34,"With 2 people home on a hot day, what's the best AC setting?","Carlisle, PA",HVAC,90,,,78,5.4,5.4,8.6,9.6,1,6.67
34,"With 2 people home on a hot day, what's the best AC setting?","Carlisle, PA",HVAC,90,,,81,5.8,5.8,5.1,9.6,3,6.229999999999999
34,"With 2 people home on a hot day, what's the best AC setting?","Carlisle, PA",HVAC,90,,,84,7.5,7.5,1.5,7.3,2,6.27
35,Cold day today with 2 people home. What's a good heating temperature?,"Carlisle, PA",HVAC,23,,,65,4.5,4.5,3.5,7.3,3,4.72
35,Cold day today with 2 people home. What's a good heating temperature?,"Carlisle, PA",HVAC,23,,,68,4.5,4.5,7.8,7.3,2,5.579999999999999
35,Cold day today with 2 people home. What's a good heating temperature?,"Carlisle, PA",HVAC,23,,,71,4.1,4.1,9.3,7.3,1,5.62
36,It's hot today and everyone's home. What temperature makes sense for the AC?,"Lebanon, PA",HVAC,91,,,76,3.5,3.5,9.5,9.5,3,5.6
36,It's hot today and everyone's home. What temperature makes sense for the AC?,"Lebanon, PA",HVAC,91,,,79,4.2,4.2,8.9,9.8,2,5.9799999999999995
36,It's hot today and everyone's home. What temperature makes sense for the AC?,"Lebanon, PA",HVAC,91,,,82,5.5,5.5,6.1,10.0,1,6.295
37,It's cold today and everyone's home. What heating temperature should I use?,"Lebanon, PA",HVAC,21,,,66,5.8,5.8,8.6,7.3,1,6.584999999999999
37,It's cold today and everyone's home. What heating temperature should I use?,"Lebanon, PA",HVAC,21,,,69,5.0,5.0,9.3,7.3,2,6.205
37,It's cold today and everyone's home. What heating temperature should I use?,"Lebanon, PA",HVAC,21,,,72,5.0,5.0,9.3,7.3,3,6.205
38,It's a hot day. What should I set my air conditioning to?,"Gettysburg, PA",HVAC,88,,,74,8.2,8.2,8.5,9.6,2,8.469999999999999
38,It's a hot day. What should I set my air conditioning to?,"Gettysburg, PA",HVAC,88,,,77,8.5,8.5,9.3,9.6,1,8.825
38,It's a hot day. What should I set my air conditioning to?,"Gettysburg, PA",HVAC,88,,,80,7.6,7.6,6.7,10.0,3,7.779999999999999
39,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,20,,,67,5.5,5.5,7.8,7.3,2,6.2299999999999995
39,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,20,,,70,5.5,5.5,9.5,7.3,1,6.569999999999999
39,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,20,,,73,5.1,5.1,8.9,7.3,3,6.1899999999999995
40,What temperature should I set the AC to overnight?,"Chambersburg, PA",HVAC,92,,,75,4.5,4.5,8.8,9.8,3,6.155
40,What temperature should I set the AC to overnight?,"Chambersburg, PA",HVAC,92,,,78,5.1,5.1,8.4,10.0,2,6.494999999999999
40,What temperature should I set the AC to overnight?,"Chambersburg, PA",HVAC,92,,,81,5.8,5.8,6.5,10.0,1,6.569999999999999
41,What temperature should I set the heat to overnight?,"Chambersburg, PA",HVAC,18,,,67,4.5,4.5,7.3,7.3,3,5.4799999999999995
41,What temperature should I set the heat to overnight?,"Chambersburg, PA",HVAC,18,,,70,4.3,4.3,8.8,7.3,2,5.6499999999999995
41,What temperature should I set the heat to overnight?,"Chambersburg, PA",HVAC,18,,,73,4.7,4.7,8.0,7.3,1,5.749999999999999
42,It's hot today and everyone's home. What temperature makes sense for the AC?,"Altoona, PA",HVAC,85,,,76,6.3,6.3,7.1,9.6,2,6.955
42,It's hot today and everyone's home. What temperature makes sense for the AC?,"Altoona, PA",HVAC,85,,,79,6.3,6.3,7.5,9.6,1,7.035
42,It's hot today and everyone's home. What temperature makes sense for the AC?,"Altoona, PA",HVAC,85,,,82,6.4,6.4,5.1,9.6,3,6.619999999999999
43,It's cold today and everyone's home. What heating temperature should I use?,"Altoona, PA",HVAC,17,,,66,6.5,6.5,7.1,7.3,3,6.739999999999999
43,It's cold today and everyone's home. What heating temperature should I use?,"Altoona, PA",HVAC,17,,,69,6.3,6.3,8.6,7.3,1,6.909999999999999
43,It's cold today and everyone's home. What heating temperature should I use?,"Altoona, PA",HVAC,17,,,72,6.5,6.5,7.5,7.3,2,6.819999999999999
44,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Stroudsburg, PA",HVAC,89,,,76,5.0,5.0,9.0,9.5,3,6.475
44,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Stroudsburg, PA",HVAC,89,,,79,5.2,5.2,8.6,9.6,2,6.539999999999999
44,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Stroudsburg, PA",HVAC,89,,,82,6.2,6.2,8.0,9.8,1,7.099999999999999
45,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Stroudsburg, PA",HVAC,21,,,66,6.0,6.0,6.5,8.0,2,6.3999999999999995
45,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Stroudsburg, PA",HVAC,21,,,69,6.0,6.0,8.0,8.0,1,6.7
45,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Stroudsburg, PA",HVAC,21,,,72,5.5,5.5,7.5,8.5,3,6.35
46,"With people home all day in the heat, what's the best AC setting?","Hazleton, PA",HVAC,98,,,78,4.0,4.0,8.0,9.5,1,5.624999999999999
46,"With people home all day in the heat, what's the best AC setting?","Hazleton, PA",HVAC,98,,,80,4.0,4.0,7.5,9.5,3,5.5249999999999995
46,"With people home all day in the heat, what's the best AC setting?","Hazleton, PA",HVAC,98,,,82,4.0,4.0,8.0,9.0,2,5.549999999999999
47,It's hot today and we're home as usual. What temperature should I set the AC to?,"Monroeville, PA",HVAC,92,,,76,5.3,5.3,9.4,9.6,2,6.764999999999999
47,It's hot today and we're home as usual. What temperature should I set the AC to?,"Monroeville, PA",HVAC,92,,,78,5.5,5.5,9.0,9.5,1,6.8
47,It's hot today and we're home as usual. What temperature should I set the AC to?,"Monroeville, PA",HVAC,92,,,80,5.5,5.5,7.0,9.0,3,6.324999999999999
48,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"New Castle, PA",HVAC,97,,,79,2.0,2.0,8.5,9.6,3,4.4399999999999995
48,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"New Castle, PA",HVAC,97,,,81,3.0,3.0,8.0,9.0,1,4.8999999999999995
48,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"New Castle, PA",HVAC,97,,,83,3.0,3.0,8.0,9.0,2,4.8999999999999995
49,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",HVAC,88,,,72,4.1,4.1,5.7,8.7,3,5.109999999999999
49,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",HVAC,88,,,75,8.3,8.3,9.3,9.6,1,8.695
49,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",HVAC,88,,,78,8.2,8.2,8.8,9.6,2,8.53
50,The house will be empty for 4 hours today. What AC temperature should I set?,"Coatesville, PA",HVAC,91,,,77,6.5,6.5,8.6,9.6,3,7.385
50,The house will be empty for 4 hours today. What AC temperature should I set?,"Coatesville, PA",HVAC,91,,,79,6.5,6.5,8.8,9.6,2,7.424999999999999
50,The house will be empty for 4 hours today. What AC temperature should I set?,"Coatesville, PA",HVAC,91,,,81,8.2,8.2,6.5,9.6,1,8.069999999999999
51,It's a hot day. What should I set my air conditioning to?,"Uniontown, PA",HVAC,95,,,78,2.5,2.5,7.6,9.6,1,4.585
51,It's a hot day. What should I set my air conditioning to?,"Uniontown, PA",HVAC,95,,,80,2.0,2.0,7.6,9.6,3,4.26
51,It's a hot day. What should I set my air conditioning to?,"Uniontown, PA",HVAC,95,,,82,2.8,2.8,6.0,9.6,2,4.46
52,Cold day today with 3 people home. What's a good heating temperature?,"Indiana, PA",HVAC,18,,,65,4.2,4.2,7.5,6.5,3,5.205
52,Cold day today with 3 people home. What's a good heating temperature?,"Indiana, PA",HVAC,18,,,68,5.0,5.0,9.3,7.3,2,6.205
52,Cold day today with 3 people home. What's a good heating temperature?,"Indiana, PA",HVAC,18,,,71,6.5,6.5,7.5,8.5,1,7.0
53,It's a hot day. What should I set my air conditioning to?,"Meadville, PA",HVAC,90,,,73,8.2,8.2,7.8,9.6,2,8.329999999999998
53,It's a hot day. What should I set my air conditioning to?,"Meadville, PA",HVAC,90,,,76,8.2,8.2,9.3,9.6,1,8.629999999999999
53,It's a hot day. What should I set my air conditioning to?,"Meadville, PA",HVAC,90,,,79,4.8,4.8,5.8,10.0,3,5.78
54,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Greensburg, PA",HVAC,93,,,79,2.0,2.0,8.6,9.6,3,4.459999999999999
54,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Greensburg, PA",HVAC,93,,,81,3.0,3.0,6.1,9.6,2,4.609999999999999
54,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Greensburg, PA",HVAC,93,,,83,3.0,3.0,8.0,9.6,1,4.99
55,It's a hot day. What should I set my air conditioning to?,"DuBois, PA",HVAC,89,,,76,5.3,5.3,8.6,9.6,1,6.604999999999999
55,It's a hot day. What should I set my air conditioning to?,"DuBois, PA",HVAC,89,,,77,5.1,5.1,8.9,9.8,2,6.5649999999999995
55,It's a hot day. What should I set my air conditioning to?,"DuBois, PA",HVAC,89,,,78,5.2,5.2,8.6,9.6,3,6.539999999999999
56,The house will be empty for 4 hours today. What AC temperature should I set?,"Oil City, PA",HVAC,91,,,82,7.0,7.0,4.5,9.6,3,6.890000000000001
56,The house will be empty for 4 hours today. What AC temperature should I set?,"Oil City, PA",HVAC,91,,,76,6.5,6.5,9.0,9.6,1,7.465
56,The house will be empty for 4 hours today. What AC temperature should I set?,"Oil City, PA",HVAC,91,,,70,6.5,6.5,7.0,9.6,2,7.0649999999999995
57,Cold day today with 3 people home. What's a good heating temperature?,"Reading, PA",HVAC,20,,,65,5.3,5.3,4.5,7.3,2,5.4399999999999995
57,Cold day today with 3 people home. What's a good heating temperature?,"Reading, PA",HVAC,20,,,72,4.5,4.5,8.5,7.3,1,5.72
57,Cold day today with 3 people home. What's a good heating temperature?,"Reading, PA",HVAC,20,,,79,4.0,4.0,8.5,7.3,3,5.395
58,Someone's home all day and it's hot outside. What should I set the AC to?,"Carlisle, PA",HVAC,102,,,78,3.5,3.5,7.6,10.0,2,5.295
58,Someone's home all day and it's hot outside. What should I set the AC to?,"Carlisle, PA",HVAC,102,,,80,4.0,4.0,7.0,9.0,1,5.35
58,Someone's home all day and it's hot outside. What should I set the AC to?,"Carlisle, PA",HVAC,102,,,82,2.0,2.0,4.8,10.0,3,3.76
59,Cold day today with 4 people home. What's a good heating temperature?,"Chambersburg, PA",HVAC,5,,,66,1.0,1.0,6.0,7.5,2,2.975
59,Cold day today with 4 people home. What's a good heating temperature?,"Chambersburg, PA",HVAC,5,,,69,0.0,0.0,5.5,7.3,3,2.1950000000000003
59,Cold day today with 4 people home. What's a good heating temperature?,"Chambersburg, PA",HVAC,5,,,72,5.0,5.0,8.0,9.0,1,6.199999999999999
60,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,60,,,68,6.5,6.5,8.6,10.0,1,7.444999999999999
60,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,60,,,70,6.5,6.5,7.5,8.0,3,6.925
60,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,60,,,72,6.5,6.5,8.6,7.3,2,7.039999999999999
61,I need to dry clothes this afternoon (around 2 PM). When should I start?,"York, PA",Appliance,,0 to 10,,Dry at 2:00 PM,6.5,4.2,8.6,6.8,2,6.16
61,I need to dry clothes this afternoon (around 2 PM). When should I start?,"York, PA",Appliance,,0 to 10,,Dry at 2:00 AM,9.0,5.4,0.5,2.0,3,4.989999999999999
61,I need to dry clothes this afternoon (around 2 PM). When should I start?,"York, PA",Appliance,,0 to 10,,Dry at 9:00 PM,8.0,4.2,6.5,7.5,1,6.295
62,Dinner's done around 7 PM. What's the best time to run the dishwasher?,"Lancaster, PA",Appliance,,0 to 9,,Run dishwasher at 7:00 PM,8.6,8.1,10.0,10.0,1,8.915
62,Dinner's done around 7 PM. What's the best time to run the dishwasher?,"Lancaster, PA",Appliance,,0 to 9,,Run dishwasher at 5:00 PM,7.5,8.1,8.6,8.3,2,8.049999999999999
62,Dinner's done around 7 PM. What's the best time to run the dishwasher?,"Lancaster, PA",Appliance,,0 to 9,,Run dishwasher at 4:00 PM,7.5,8.1,2.9,3.8,3,6.234999999999999
63,I'm ready to run the dishwasher after dinner (around 8 PM). When should I start it?,"Pittsburgh, PA",Appliance,,1 to 11,,Run dishwasher at 8:00 PM,9.2,8.6,10.0,10.0,1,9.27
63,I'm ready to run the dishwasher after dinner (around 8 PM). When should I start it?,"Pittsburgh, PA",Appliance,,1 to 11,,Run dishwasher at 5:00 PM,8.6,7.8,10.0,10.0,2,8.809999999999999
63,I'm ready to run the dishwasher after dinner (around 8 PM). When should I start it?,"Pittsburgh, PA",Appliance,,1 to 11,,Run dishwasher at 1:00 AM,9.2,8.6,7.2,5.5,3,8.035
64,I want to run my dishwasher this afternoon (around 2 PM). When should I start it?,"Harrisburg, PA",Appliance,,5 to 11,,Run dishwasher at 2:00 PM,7.5,8.1,2.9,3.8,2,6.234999999999999
64,I want to run my dishwasher this afternoon (around 2 PM). When should I start it?,"Harrisburg, PA",Appliance,,5 to 11,,Run dishwasher at 10:00 PM,7.8,8.1,2.9,3.8,1,6.324999999999999
64,I want to run my dishwasher this afternoon (around 2 PM). When should I start it?,"Harrisburg, PA",Appliance,,5 to 11,,Run dishwasher at 1:00 AM,8.6,8.1,0.0,0.0,3,5.414999999999999
