scenario_id,question,location,decision_type,outdoor_temp,appliance_age,flow_rate,alternative,energy_cost,environmental,comfort,practicality,rank,weighted_score
7,We're all out for 8 hours in cold weather. What heating temperature is best?,"Allentown, PA",HVAC,21,,,69,5.8,5.8,9.5,7.5,1,6.795
7,We're all out for 8 hours in cold weather. What heating temperature is best?,"Allentown, PA",HVAC,21,,,72,4.2,4.2,8.8,7.5,3,5.615
8,The house will be empty for 12 hours today. What AC temperature should I set?,"Harrisburg, PA",HVAC,94,,,76,1.5,1.5,8.5,9.0,2,4.0249999999999995
8,The house will be empty for 12 hours today. What AC temperature should I set?,"Harrisburg, PA",HVAC,94,,,79,1.8,1.8,7.2,9.5,1,4.035
8,The house will be empty for 12 hours today. What AC temperature should I set?,"Harrisburg, PA",HVAC,94,,,82,3.2,3.2,2.8,8.8,3,3.96
9,The house will be empty for 12 hours today. What heat setting should I use?,"Harrisburg, PA",HVAC,17,,,66,0.5,0.5,6.0,8.5,1,2.8
9,The house will be empty for 12 hours today. What heat setting should I use?,"Harrisburg, PA",HVAC,17,,,69,0.5,0.5,8.0,3.0,3,2.375
9,The house will be empty for 12 hours today. What heat setting should I use?,"Harrisburg, PA",HVAC,17,,,72,0.0,0.0,8.5,5.5,2,2.5250000000000004
10,I'm working from home today and it's hot. What AC temperature should I use?,"Blue Bell, PA",HVAC,88,,,73,7.8,7.8,7.5,9.6,3,8.01
10,I'm working from home today and it's hot. What AC temperature should I use?,"Blue Bell, PA",HVAC,88,,,76,7.8,7.8,9.1,9.6,2,8.33
10,I'm working from home today and it's hot. What AC temperature should I use?,"Blue Bell, PA",HVAC,88,,,79,8.7,8.7,6.8,9.6,1,8.455
11,I'm working from home and it's cold outside. What should I set the heat to?,"Blue Bell, PA",HVAC,22,,,68,7.8,7.8,8.5,9.2,2,8.15
11,I'm working from home and it's cold outside. What should I set the heat to?,"Blue Bell, PA",HVAC,22,,,71,7.8,7.8,9.5,8.5,1,8.245000000000001
11,I'm working from home and it's cold outside. What should I set the heat to?,"Blue Bell, PA",HVAC,22,,,74,6.8,6.8,9.5,8.5,3,7.595000000000001
12,The house will be empty for 4 hours today. What AC temperature should I set?,"York, PA",HVAC,92,,,78,4.2,4.2,7.8,9.8,1,5.76
12,The house will be empty for 4 hours today. What AC temperature should I set?,"York, PA",HVAC,92,,,81,4.2,4.2,6.8,9.8,2,5.56
12,The house will be empty for 4 hours today. What AC temperature should I set?,"York, PA",HVAC,92,,,84,4.2,4.2,3.8,8.5,3,4.765000000000001
13,The house will be empty for 4 hours today. What heat setting should I use?,"York, PA",HVAC,20,,,65,3.5,3.5,6.8,7.3,3,4.7299999999999995
13,The house will be empty for 4 hours today. What heat setting should I use?,"York, PA",HVAC,20,,,68,3.5,3.5,8.0,7.3,1,4.97
13,The house will be empty for 4 hours today. What heat setting should I use?,"York, PA",HVAC,20,,,71,3.0,3.0,8.5,7.3,2,4.745
14,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Phoenixville, PA",HVAC,89,,,76,4.5,4.5,9.5,9.8,2,6.295
14,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Phoenixville, PA",HVAC,89,,,79,5.4,5.4,7.8,9.8,1,6.54
14,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Phoenixville, PA",HVAC,89,,,82,5.8,5.8,3.2,7.5,3,5.535
15,I'll be home all day and it's cold. What temperature should I set the thermostat to?,"Phoenixville, PA",HVAC,24,,,66,6.2,6.2,4.8,8.0,1,6.1899999999999995
15,I'll be home all day and it's cold. What temperature should I set the thermostat to?,"Phoenixville, PA",HVAC,24,,,69,4.8,4.8,8.9,8.5,2,6.175000000000001
15,I'll be home all day and it's cold. What temperature should I set the thermostat to?,"Phoenixville, PA",HVAC,24,,,72,4.2,4.2,9.5,8.5,3,5.904999999999999
16,No one's home for 8 hours and it's hot. What should I set the AC to?,"Scranton, PA",HVAC,84,,,75,5.1,5.1,9.5,9.8,3,6.685
16,No one's home for 8 hours and it's hot. What should I set the AC to?,"Scranton, PA",HVAC,84,,,78,6.8,6.8,8.9,10.0,1,7.7
16,No one's home for 8 hours and it's hot. What should I set the AC to?,"Scranton, PA",HVAC,84,,,81,6.8,6.8,4.2,10.0,2,6.76
17,No one's home for 8 hours and it's cold. What should I set the heat to?,"Scranton, PA",HVAC,16,,,66,5.2,5.2,4.2,7.3,2,5.3149999999999995
17,No one's home for 8 hours and it's cold. What should I set the heat to?,"Scranton, PA",HVAC,16,,,69,4.3,4.3,9.1,7.3,1,5.71
17,No one's home for 8 hours and it's cold. What should I set the heat to?,"Scranton, PA",HVAC,16,,,72,3.8,3.8,8.2,7.3,3,5.204999999999999
18,We're all out for 8 hours in the heat. What AC setting makes sense?,"Norristown, PA",HVAC,91,,,78,5.8,5.8,8.6,9.6,2,6.93
18,We're all out for 8 hours in the heat. What AC setting makes sense?,"Norristown, PA",HVAC,91,,,81,6.4,6.4,6.8,9.8,1,6.99
18,We're all out for 8 hours in the heat. What AC setting makes sense?,"Norristown, PA",HVAC,91,,,84,7.2,7.2,2.1,8.9,3,6.435
19,We're all out for 8 hours in cold weather. What heating temperature is best?,"Norristown, PA",HVAC,19,,,65,7.8,7.8,1.2,8.9,2,6.6450000000000005
19,We're all out for 8 hours in cold weather. What heating temperature is best?,"Norristown, PA",HVAC,19,,,68,6.8,6.8,8.2,9.1,1,7.425
19,We're all out for 8 hours in cold weather. What heating temperature is best?,"Norristown, PA",HVAC,19,,,71,5.8,5.8,4.2,6.5,3,5.584999999999999
20,It's hot today and we're home as usual. What temperature should I set the AC to?,"Lower Merion, PA",HVAC,90,,,71,3.8,3.8,8.2,8.9,3,5.444999999999999
20,It's hot today and we're home as usual. What temperature should I set the AC to?,"Lower Merion, PA",HVAC,90,,,75,4.3,4.3,9.8,9.6,2,6.195
20,It's hot today and we're home as usual. What temperature should I set the AC to?,"Lower Merion, PA",HVAC,90,,,79,5.2,5.2,7.8,9.8,1,6.409999999999999
21,It's cold outside and we're home as usual. What should I set the heat to?,"Lower Merion, PA",HVAC,23,,,68,7.8,7.8,8.6,7.3,2,7.885
21,It's cold outside and we're home as usual. What should I set the heat to?,"Lower Merion, PA",HVAC,23,,,71,7.8,7.8,10.0,7.3,1,8.165000000000001
21,It's cold outside and we're home as usual. What should I set the heat to?,"Lower Merion, PA",HVAC,23,,,74,3.2,3.2,10.0,7.3,3,5.175
22,The house is unoccupied for 4 hours today. What's the best AC temperature?,"King of Prussia, PA",HVAC,93,,,75,4.2,4.2,9.8,6.1,3,5.605
22,The house is unoccupied for 4 hours today. What's the best AC temperature?,"King of Prussia, PA",HVAC,93,,,78,6.2,6.2,7.8,9.8,2,7.06
22,The house is unoccupied for 4 hours today. What's the best AC temperature?,"King of Prussia, PA",HVAC,93,,,81,7.8,7.8,8.2,9.8,1,8.18
23,The house is unoccupied for 4 hours. What should I set the thermostat to?,"King of Prussia, PA",HVAC,18,,,66,6.8,6.8,7.2,8.9,1,7.195
23,The house is unoccupied for 4 hours. What should I set the thermostat to?,"King of Prussia, PA",HVAC,18,,,69,6.2,6.2,7.8,8.9,2,6.925
23,The house is unoccupied for 4 hours. What should I set the thermostat to?,"King of Prussia, PA",HVAC,18,,,72,3.2,3.2,6.8,8.1,3,4.655
24,It's hot today and we're home as usual. What temperature should I set the AC to?,"Pottstown, PA",HVAC,88,,,76,4.2,4.2,9.8,9.8,2,6.16
24,It's hot today and we're home as usual. What temperature should I set the AC to?,"Pottstown, PA",HVAC,88,,,79,6.2,6.2,6.8,9.8,1,6.859999999999999
24,It's hot today and we're home as usual. What temperature should I set the AC to?,"Pottstown, PA",HVAC,88,,,82,5.8,5.8,3.2,8.5,3,5.6850000000000005
25,It's cold outside and we're home as usual. What should I set the heat to?,"Pottstown, PA",HVAC,21,,,66,6.2,6.2,4.8,7.5,1,6.114999999999999
25,It's cold outside and we're home as usual. What should I set the heat to?,"Pottstown, PA",HVAC,21,,,69,4.2,4.2,9.1,7.3,2,5.645
25,It's cold outside and we're home as usual. What should I set the heat to?,"Pottstown, PA",HVAC,21,,,72,3.8,3.8,9.5,8.5,3,5.645
26,It's hot today and everyone's home. What temperature makes sense for the AC?,"Exton, PA",HVAC,91,,,73,2.8,2.8,6.2,8.5,3,4.335
26,It's hot today and everyone's home. What temperature makes sense for the AC?,"Exton, PA",HVAC,91,,,76,4.8,4.8,9.8,9.8,1,6.55
26,It's hot today and everyone's home. What temperature makes sense for the AC?,"Exton, PA",HVAC,91,,,79,5.2,5.2,6.8,9.6,2,6.18
27,It's cold today and everyone's home. What heating temperature should I use?,"Exton, PA",HVAC,20,,,67,6.1,6.1,7.8,7.3,1,6.62
27,It's cold today and everyone's home. What heating temperature should I use?,"Exton, PA",HVAC,20,,,70,5.5,5.5,9.0,7.3,2,6.47
27,It's cold today and everyone's home. What heating temperature should I use?,"Exton, PA",HVAC,20,,,73,4.6,4.6,7.8,7.3,3,5.645
28,"With 2 people home on a hot day, what's the best AC setting?","Reading, PA",HVAC,92,,,78,6.3,6.3,8.2,9.6,1,7.174999999999999
28,"With 2 people home on a hot day, what's the best AC setting?","Reading, PA",HVAC,92,,,81,6.8,6.8,5.8,9.6,2,7.02
28,"With 2 people home on a hot day, what's the best AC setting?","Reading, PA",HVAC,92,,,84,7.2,7.2,2.1,8.5,3,6.375
29,Cold day today with 2 people home. What's a good heating temperature?,"Reading, PA",HVAC,22,,,65,6.8,6.8,3.5,7.3,1,6.215
29,Cold day today with 2 people home. What's a good heating temperature?,"Reading, PA",HVAC,22,,,68,4.8,4.8,8.6,7.3,2,5.935
29,Cold day today with 2 people home. What's a good heating temperature?,"Reading, PA",HVAC,22,,,71,3.8,3.8,9.3,7.3,3,5.425
30,It's a hot day. What should I set my air conditioning to?,"Newtown, PA",HVAC,89,,,74,7.8,7.8,8.2,9.6,2,8.15
30,It's a hot day. What should I set my air conditioning to?,"Newtown, PA",HVAC,89,,,77,8.4,8.4,9.2,9.6,1,8.74
30,It's a hot day. What should I set my air conditioning to?,"Newtown, PA",HVAC,89,,,80,6.2,6.2,4.8,8.5,3,6.264999999999999
31,It's a cold day. What should I set the thermostat to?,"Newtown, PA",HVAC,24,,,67,6.8,6.8,7.2,8.5,2,7.135
31,It's a cold day. What should I set the thermostat to?,"Newtown, PA",HVAC,24,,,70,8.0,8.0,10.0,7.3,1,8.295
31,It's a cold day. What should I set the thermostat to?,"Newtown, PA",HVAC,24,,,73,3.8,3.8,8.8,7.3,3,5.325
32,It's hot today and we're home as usual. What temperature should I set the AC to?,"Wilkes-Barre, PA",HVAC,87,,,75,4.8,4.8,9.5,9.8,3,6.49
32,It's hot today and we're home as usual. What temperature should I set the AC to?,"Wilkes-Barre, PA",HVAC,87,,,78,6.8,6.8,8.9,10.0,1,7.7
32,It's hot today and we're home as usual. What temperature should I set the AC to?,"Wilkes-Barre, PA",HVAC,87,,,81,6.8,6.8,4.2,8.5,2,6.535
33,It's cold outside and we're home as usual. What should I set the heat to?,"Wilkes-Barre, PA",HVAC,19,,,66,4.2,4.2,3.8,8.5,3,4.765000000000001
33,It's cold outside and we're home as usual. What should I set the heat to?,"Wilkes-Barre, PA",HVAC,19,,,69,4.2,4.2,8.8,8.5,1,5.765000000000001
33,It's cold outside and we're home as usual. What should I set the heat to?,"Wilkes-Barre, PA",HVAC,19,,,72,3.8,3.8,9.5,8.5,2,5.645
34,"With 2 people home on a hot day, what's the best AC setting?","Carlisle, PA",HVAC,90,,,78,2.1,2.1,8.8,9.6,2,4.5649999999999995
34,"With 2 people home on a hot day, what's the best AC setting?","Carlisle, PA",HVAC,90,,,81,3.2,3.2,5.8,9.6,1,4.68
34,"With 2 people home on a hot day, what's the best AC setting?","Carlisle, PA",HVAC,90,,,84,4.2,4.2,2.1,7.8,3,4.32
35,Cold day today with 2 people home. What's a good heating temperature?,"Carlisle, PA",HVAC,23,,,65,6.2,6.2,3.8,7.3,1,5.884999999999999
35,Cold day today with 2 people home. What's a good heating temperature?,"Carlisle, PA",HVAC,23,,,68,4.2,4.2,8.6,7.3,2,5.545
35,Cold day today with 2 people home. What's a good heating temperature?,"Carlisle, PA",HVAC,23,,,71,3.2,3.2,9.3,7.3,3,5.035
36,It's hot today and everyone's home. What temperature makes sense for the AC?,"Lebanon, PA",HVAC,91,,,76,4.2,4.2,9.8,8.9,2,6.025
36,It's hot today and everyone's home. What temperature makes sense for the AC?,"Lebanon, PA",HVAC,91,,,79,5.1,5.1,7.8,9.8,1,6.345
36,It's hot today and everyone's home. What temperature makes sense for the AC?,"Lebanon, PA",HVAC,91,,,82,5.8,5.8,3.2,7.8,3,5.58
37,It's cold today and everyone's home. What heating temperature should I use?,"Lebanon, PA",HVAC,21,,,66,6.2,6.2,4.8,8.5,1,6.264999999999999
37,It's cold today and everyone's home. What heating temperature should I use?,"Lebanon, PA",HVAC,21,,,69,4.8,4.8,9.1,8.5,2,6.215
37,It's cold today and everyone's home. What heating temperature should I use?,"Lebanon, PA",HVAC,21,,,72,4.2,4.2,9.8,8.5,3,5.965
38,It's a hot day. What should I set my air conditioning to?,"Gettysburg, PA",HVAC,88,,,74,7.8,7.8,8.8,9.6,3,8.27
38,It's a hot day. What should I set my air conditioning to?,"Gettysburg, PA",HVAC,88,,,77,8.4,8.4,8.9,9.6,1,8.68
38,It's a hot day. What should I set my air conditioning to?,"Gettysburg, PA",HVAC,88,,,80,8.7,8.7,5.8,9.8,2,8.285
39,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,20,,,67,6.2,6.2,7.8,7.3,1,6.685
39,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,20,,,70,5.4,5.4,9.0,7.3,2,6.404999999999999
39,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,20,,,73,4.5,4.5,7.2,7.3,3,5.46
40,What temperature should I set the AC to overnight?,"Chambersburg, PA",HVAC,92,,,75,4.2,4.2,9.5,9.8,3,6.1
40,What temperature should I set the AC to overnight?,"Chambersburg, PA",HVAC,92,,,78,4.5,4.5,8.8,9.8,1,6.155
40,What temperature should I set the AC to overnight?,"Chambersburg, PA",HVAC,92,,,81,5.8,5.8,4.2,10.0,2,6.109999999999999
41,What temperature should I set the heat to overnight?,"Chambersburg, PA",HVAC,18,,,67,5.2,5.2,6.8,8.5,1,6.015000000000001
41,What temperature should I set the heat to overnight?,"Chambersburg, PA",HVAC,18,,,70,4.2,4.2,9.0,8.5,2,5.805
41,What temperature should I set the heat to overnight?,"Chambersburg, PA",HVAC,18,,,73,4.2,4.2,8.8,8.5,3,5.765000000000001
42,It's hot today and everyone's home. What temperature makes sense for the AC?,"Altoona, PA",HVAC,85,,,76,6.3,6.3,9.2,9.8,1,7.404999999999999
42,It's hot today and everyone's home. What temperature makes sense for the AC?,"Altoona, PA",HVAC,85,,,79,6.3,6.3,7.2,9.8,2,7.005
42,It's hot today and everyone's home. What temperature makes sense for the AC?,"Altoona, PA",HVAC,85,,,82,6.4,6.4,4.8,9.2,3,6.5
43,It's cold today and everyone's home. What heating temperature should I use?,"Altoona, PA",HVAC,17,,,66,7.8,7.8,1.2,7.5,3,6.4350000000000005
43,It's cold today and everyone's home. What heating temperature should I use?,"Altoona, PA",HVAC,17,,,69,6.3,6.3,8.2,7.5,2,6.859999999999999
43,It's cold today and everyone's home. What heating temperature should I use?,"Altoona, PA",HVAC,17,,,72,5.8,5.8,10.0,7.3,1,6.864999999999999
44,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Stroudsburg, PA",HVAC,89,,,76,5.8,5.8,8.2,9.8,1,6.879999999999999
44,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Stroudsburg, PA",HVAC,89,,,79,6.8,6.8,4.2,8.5,2,6.535
44,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Stroudsburg, PA",HVAC,89,,,82,6.8,6.8,2.1,7.2,3,5.92
45,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Stroudsburg, PA",HVAC,21,,,66,6.2,6.2,4.1,8.5,1,6.125
45,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Stroudsburg, PA",HVAC,21,,,69,4.2,4.2,6.8,8.5,2,5.365
45,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Stroudsburg, PA",HVAC,21,,,72,3.2,3.2,6.8,8.5,3,4.715
46,"With people home all day in the heat, what's the best AC setting?","Hazleton, PA",HVAC,98,,,78,1.8,1.8,5.2,8.5,1,3.485
46,"With people home all day in the heat, what's the best AC setting?","Hazleton, PA",HVAC,98,,,80,1.8,1.8,2.1,7.2,3,2.67
46,"With people home all day in the heat, what's the best AC setting?","Hazleton, PA",HVAC,98,,,82,2.8,2.8,2.1,7.8,2,3.4099999999999997
47,It's hot today and we're home as usual. What temperature should I set the AC to?,"Monroeville, PA",HVAC,92,,,76,3.2,3.2,9.8,9.6,3,5.48
47,It's hot today and we're home as usual. What temperature should I set the AC to?,"Monroeville, PA",HVAC,92,,,78,4.2,4.2,8.6,9.6,2,5.890000000000001
47,It's hot today and we're home as usual. What temperature should I set the AC to?,"Monroeville, PA",HVAC,92,,,80,5.8,5.8,6.1,10.0,1,6.489999999999999
48,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"New Castle, PA",HVAC,97,,,79,1.5,1.5,6.8,9.0,1,3.6849999999999996
48,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"New Castle, PA",HVAC,97,,,81,1.8,1.8,3.2,8.5,3,3.085
48,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"New Castle, PA",HVAC,97,,,83,2.8,2.8,2.5,7.5,2,3.445
49,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",HVAC,88,,,72,6.8,6.8,8.5,9.2,3,7.5
49,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",HVAC,88,,,75,7.8,7.8,9.1,9.6,2,8.33
49,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",HVAC,88,,,78,8.4,8.4,8.8,9.6,1,8.66
50,The house will be empty for 4 hours today. What AC temperature should I set?,"Coatesville, PA",HVAC,91,,,77,5.2,5.2,9.5,6.8,3,6.300000000000001
50,The house will be empty for 4 hours today. What AC temperature should I set?,"Coatesville, PA",HVAC,91,,,79,6.2,6.2,7.8,9.6,2,7.029999999999999
50,The house will be empty for 4 hours today. What AC temperature should I set?,"Coatesville, PA",HVAC,91,,,81,7.2,7.2,8.1,9.6,1,7.74
51,It's a hot day. What should I set my air conditioning to?,"Uniontown, PA",HVAC,95,,,78,2.8,2.8,6.2,9.8,1,4.53
51,It's a hot day. What should I set my air conditioning to?,"Uniontown, PA",HVAC,95,,,80,2.2,2.2,6.8,9.4,2,4.2
51,It's a hot day. What should I set my air conditioning to?,"Uniontown, PA",HVAC,95,,,82,3.2,3.2,2.8,7.5,3,3.765
52,Cold day today with 3 people home. What's a good heating temperature?,"Indiana, PA",HVAC,18,,,65,3.2,3.2,4.8,8.5,3,4.3149999999999995
52,Cold day today with 3 people home. What's a good heating temperature?,"Indiana, PA",HVAC,18,,,68,4.2,4.2,9.1,8.7,2,5.8549999999999995
52,Cold day today with 3 people home. What's a good heating temperature?,"Indiana, PA",HVAC,18,,,71,4.2,4.2,9.1,8.8,1,5.87
53,It's a hot day. What should I set my air conditioning to?,"Meadville, PA",HVAC,90,,,73,7.8,7.8,7.5,9.5,3,7.995
53,It's a hot day. What should I set my air conditioning to?,"Meadville, PA",HVAC,90,,,76,7.8,7.8,8.9,9.6,1,8.290000000000001
53,It's a hot day. What should I set my air conditioning to?,"Meadville, PA",HVAC,90,,,79,7.8,7.8,8.2,9.8,2,8.18
54,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Greensburg, PA",HVAC,93,,,79,2.8,2.8,7.2,9.6,1,4.699999999999999
54,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Greensburg, PA",HVAC,93,,,81,3.2,3.2,4.8,9.2,2,4.42
54,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Greensburg, PA",HVAC,93,,,83,3.2,3.2,2.1,8.0,3,3.7
55,It's a hot day. What should I set my air conditioning to?,"DuBois, PA",HVAC,89,,,76,5.1,5.1,9.2,9.8,1,6.624999999999999
55,It's a hot day. What should I set my air conditioning to?,"DuBois, PA",HVAC,89,,,77,5.1,5.1,8.8,9.8,2,6.544999999999999
55,It's a hot day. What should I set my air conditioning to?,"DuBois, PA",HVAC,89,,,78,5.1,5.1,8.7,9.7,3,6.51
56,The house will be empty for 4 hours today. What AC temperature should I set?,"Oil City, PA",HVAC,91,,,82,7.2,7.2,7.8,9.1,1,7.605
56,The house will be empty for 4 hours today. What AC temperature should I set?,"Oil City, PA",HVAC,91,,,76,6.2,6.2,9.8,9.6,2,7.43
56,The house will be empty for 4 hours today. What AC temperature should I set?,"Oil City, PA",HVAC,91,,,70,3.2,3.2,9.8,4.1,3,4.655
57,Cold day today with 3 people home. What's a good heating temperature?,"Reading, PA",HVAC,20,,,65,6.2,6.2,3.8,7.3,1,5.884999999999999
57,Cold day today with 3 people home. What's a good heating temperature?,"Reading, PA",HVAC,20,,,72,4.2,4.2,9.5,7.3,2,5.725
57,Cold day today with 3 people home. What's a good heating temperature?,"Reading, PA",HVAC,20,,,79,2.5,2.5,9.8,6.0,3,4.484999999999999
58,Someone's home all day and it's hot outside. What should I set the AC to?,"Carlisle, PA",HVAC,102,,,78,3.5,3.5,6.2,8.5,1,4.79
58,Someone's home all day and it's hot outside. What should I set the AC to?,"Carlisle, PA",HVAC,102,,,80,3.5,3.5,2.8,8.5,2,4.109999999999999
58,Someone's home all day and it's hot outside. What should I set the AC to?,"Carlisle, PA",HVAC,102,,,82,3.5,3.5,2.0,6.0,3,3.5749999999999997
59,Cold day today with 4 people home. What's a good heating temperature?,"Chambersburg, PA",HVAC,5,,,66,3.5,3.5,2.0,4.0,3,3.275
59,Cold day today with 4 people home. What's a good heating temperature?,"Chambersburg, PA",HVAC,5,,,69,3.5,3.5,8.5,9.0,1,5.325
59,Cold day today with 4 people home. What's a good heating temperature?,"Chambersburg, PA",HVAC,5,,,72,3.5,3.5,8.5,9.0,2,5.325
60,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,60,,,68,8.2,8.2,6.8,9.0,1,8.04
60,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,60,,,70,7.2,7.2,9.1,8.8,3,7.82
60,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,60,,,72,7.2,7.2,9.5,8.5,2,7.855
61,I need to dry clothes this afternoon (around 2 PM). When should I start?,"York, PA",Appliance,,0 to 10,,Dry at 2:00 PM,6.5,4.8,9.2,8.5,1,6.744999999999999
61,I need to dry clothes this afternoon (around 2 PM). When should I start?,"York, PA",Appliance,,0 to 10,,Dry at 2:00 AM,9.5,7.8,2.0,1.5,2,6.205
61,I need to dry clothes this afternoon (around 2 PM). When should I start?,"York, PA",Appliance,,0 to 10,,Dry at 9:00 PM,8.5,6.8,2.5,2.0,3,5.7299999999999995
62,Dinner's done around 7 PM. What's the best time to run the dishwasher?,"Lancaster, PA",Appliance,,0 to 9,,Run dishwasher at 7:00 PM,8.8,8.3,9.5,9.2,1,8.825
62,Dinner's done around 7 PM. What's the best time to run the dishwasher?,"Lancaster, PA",Appliance,,0 to 9,,Run dishwasher at 5:00 PM,7.5,8.1,8.6,8.3,2,8.049999999999999
62,Dinner's done around 7 PM. What's the best time to run the dishwasher?,"Lancaster, PA",Appliance,,0 to 9,,Run dishwasher at 4:00 PM,7.8,8.2,3.2,4.1,3,6.465
63,I'm ready to run the dishwasher after dinner (around 8 PM). When should I start it?,"Pittsburgh, PA",Appliance,,1 to 11,,Run dishwasher at 8:00 PM,9.2,8.6,10.0,10.0,1,9.27
63,I'm ready to run the dishwasher after dinner (around 8 PM). When should I start it?,"Pittsburgh, PA",Appliance,,1 to 11,,Run dishwasher at 5:00 PM,7.8,8.2,6.5,7.2,2,7.589999999999999
63,I'm ready to run the dishwasher after dinner (around 8 PM). When should I start it?,"Pittsburgh, PA",Appliance,,1 to 11,,Run dishwasher at 1:00 AM,9.1,8.4,4.8,2.1,3,6.945
64,I want to run my dishwasher this afternoon (around 2 PM). When should I start it?,"Harrisburg, PA",Appliance,,5 to 11,,Run dishwasher at 2:00 PM,7.8,8.1,2.9,3.8,1,6.324999999999999
64,I want to run my dishwasher this afternoon (around 2 PM). When should I start it?,"Harrisburg, PA",Appliance,,5 to 11,,Run dishwasher at 10:00 PM,9.1,8.1,0.0,0.0,3,5.5649999999999995
64,I want to run my dishwasher this afternoon (around 2 PM). When should I start it?,"Harrisburg, PA",Appliance,,5 to 11,,Run dishwasher at 1:00 AM,9.2,8.3,0.0,0.0,2,5.665
65,The dishwasher is full (around 1 AM). Should I run it now or delay it?,"Allentown, PA",Appliance,,0 to 9,,Run dishwasher at 1:00 AM,9.2,8.1,0.5,0.2,1,5.724999999999999
