number_id,value,where_in_paper,quoted_context,source_file,source_sheet_or_column,computing_script,model,decision_type,basis_notes,status
D9_ablation_AD_control_top1cur_deepseek_HVAC,0.3014,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_deepseek_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,deepseek,HVAC,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_control_tau_deepseek_Appliance,0.0113,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_deepseek_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,deepseek,Appliance,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function)",new
D9_ablation_AD_control_top1cur_deepseek_Appliance,0.3338,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_deepseek_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,deepseek,Appliance,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_control_tau_deepseek_Shower,0.4845,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_deepseek_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,deepseek,Shower,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function)",new
D9_ablation_AD_control_top1cur_deepseek_Shower,0.5967,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_deepseek_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,deepseek,Shower,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_no_anchors_tau_deepseek_Overall,0.1474,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_deepseek_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,deepseek,Overall,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function)",new
D9_ablation_AD_no_anchors_top1cur_deepseek_Overall,0.4705,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_deepseek_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,deepseek,Overall,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_no_anchors_tau_deepseek_HVAC,-0.1177,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_deepseek_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,deepseek,HVAC,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function); no_anchors-control diff -0.052, Wilcoxon p_Holm(12) 0.896",new
D9_ablation_AD_no_anchors_top1cur_deepseek_HVAC,0.23,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_deepseek_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,deepseek,HVAC,"Top-1 recomputed from stored pred_top1 against the CURRENT reference; no_anchors-control diff -0.071, Wilcoxon p_Holm(12) 0.0875",new
D9_ablation_AD_no_anchors_tau_deepseek_Appliance,0.3497,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_deepseek_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,deepseek,Appliance,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function); no_anchors-control diff +0.335, Wilcoxon p_Holm(12) 0.0115",new
D9_ablation_AD_no_anchors_top1cur_deepseek_Appliance,0.6395,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_deepseek_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,deepseek,Appliance,"Top-1 recomputed from stored pred_top1 against the CURRENT reference; no_anchors-control diff +0.305, Wilcoxon p_Holm(12) 0.000176",new
D9_ablation_AD_no_anchors_tau_deepseek_Shower,0.24,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_deepseek_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,deepseek,Shower,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function); no_anchors-control diff -0.244, Wilcoxon p_Holm(12) 0.000425",new
D9_ablation_AD_no_anchors_top1cur_deepseek_Shower,0.5683,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_deepseek_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,deepseek,Shower,"Top-1 recomputed from stored pred_top1 against the CURRENT reference; no_anchors-control diff -0.028, Wilcoxon p_Holm(12) 1",new
D9_ablation_AD_control_tau_gemini_Overall,0.1881,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_gemini_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,gemini,Overall,"prompt-ablation cell, 3 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function)",new
D9_ablation_AD_control_top1cur_gemini_Overall,0.3521,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_gemini_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,gemini,Overall,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_control_tau_gemini_HVAC,0.0493,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_gemini_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,gemini,HVAC,"prompt-ablation cell, 3 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function)",new
D9_ablation_AD_control_top1cur_gemini_HVAC,0.2905,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_gemini_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,gemini,HVAC,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_control_tau_gemini_Appliance,-0.0008,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_gemini_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,gemini,Appliance,"prompt-ablation cell, 3 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function)",new
D9_ablation_AD_control_top1cur_gemini_Appliance,0.2564,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_gemini_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,gemini,Appliance,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_control_tau_gemini_Shower,0.5547,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_gemini_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,gemini,Shower,"prompt-ablation cell, 3 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function)",new
D9_ablation_AD_control_top1cur_gemini_Shower,0.5278,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_gemini_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,gemini,Shower,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_no_anchors_tau_gemini_Overall,0.1262,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_gemini_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,gemini,Overall,"prompt-ablation cell, 3 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function)",new
D9_ablation_AD_no_anchors_top1cur_gemini_Overall,0.3709,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_gemini_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,gemini,Overall,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_no_anchors_tau_gemini_HVAC,-0.2298,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_gemini_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,gemini,HVAC,"prompt-ablation cell, 3 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function); no_anchors-control diff -0.279, Wilcoxon p_Holm(12) 0.000398",new
D9_ablation_AD_no_anchors_top1cur_gemini_HVAC,0.1286,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_gemini_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,gemini,HVAC,"Top-1 recomputed from stored pred_top1 against the CURRENT reference; no_anchors-control diff -0.162, Wilcoxon p_Holm(12) 0.131",new
D9_ablation_AD_no_anchors_tau_gemini_Appliance,0.0025,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_gemini_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,gemini,Appliance,"prompt-ablation cell, 3 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function); no_anchors-control diff +0.003, Wilcoxon p_Holm(12) 1",new
D9_ablation_AD_no_anchors_top1cur_gemini_Appliance,0.2769,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_gemini_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,gemini,Appliance,"Top-1 recomputed from stored pred_top1 against the CURRENT reference; no_anchors-control diff +0.021, Wilcoxon p_Holm(12) 1",new
D9_ablation_AD_no_anchors_tau_gemini_Shower,0.6757,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_gemini_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,gemini,Shower,"prompt-ablation cell, 3 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function); no_anchors-control diff +0.121, Wilcoxon p_Holm(12) 0.502",new
D9_ablation_AD_no_anchors_top1cur_gemini_Shower,0.7556,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_gemini_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,gemini,Shower,"Top-1 recomputed from stored pred_top1 against the CURRENT reference; no_anchors-control diff +0.228, Wilcoxon p_Holm(12) 0.131",new
D9_ablation_AD_control_tau_gptoss_Overall,0.0518,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_gptoss_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,gptoss,Overall,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function)",new
D9_ablation_AD_control_top1cur_gptoss_Overall,0.341,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_gptoss_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,gptoss,Overall,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_control_tau_gptoss_HVAC,0.14,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_gptoss_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,gptoss,HVAC,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function)",new
D9_ablation_AD_control_top1cur_gptoss_HVAC,0.3786,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_gptoss_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,gptoss,HVAC,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_control_tau_gptoss_Appliance,-0.1486,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_gptoss_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,gptoss,Appliance,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function)",new
D9_ablation_AD_control_top1cur_gptoss_Appliance,0.2769,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_gptoss_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,gptoss,Appliance,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_control_tau_gptoss_Shower,0.1679,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_gptoss_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,gptoss,Shower,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function)",new
D9_ablation_AD_control_top1cur_gptoss_Shower,0.3667,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_gptoss_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,gptoss,Shower,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_no_anchors_tau_gptoss_Overall,0.0993,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_gptoss_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,gptoss,Overall,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function)",new
D9_ablation_AD_no_anchors_top1cur_gptoss_Overall,0.3643,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_gptoss_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,gptoss,Overall,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_no_anchors_tau_gptoss_HVAC,0.0294,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_gptoss_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,gptoss,HVAC,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function); no_anchors-control diff -0.111, Wilcoxon p_Holm(12) 0.178",new
D9_ablation_AD_no_anchors_top1cur_gptoss_HVAC,0.3161,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_gptoss_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,gptoss,HVAC,"Top-1 recomputed from stored pred_top1 against the CURRENT reference; no_anchors-control diff -0.062, Wilcoxon p_Holm(12) 0.308",new
D9_ablation_AD_no_anchors_tau_gptoss_Appliance,-0.1461,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_gptoss_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,gptoss,Appliance,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function); no_anchors-control diff +0.003, Wilcoxon p_Holm(12) 1",new
D9_ablation_AD_no_anchors_top1cur_gptoss_Appliance,0.2323,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_gptoss_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,gptoss,Appliance,"Top-1 recomputed from stored pred_top1 against the CURRENT reference; no_anchors-control diff -0.045, Wilcoxon p_Holm(12) 0.536",new
D9_ablation_AD_no_anchors_tau_gptoss_Shower,0.4465,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_gptoss_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,gptoss,Shower,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function); no_anchors-control diff +0.279, Wilcoxon p_Holm(12) 0.000795",new
D9_ablation_AD_no_anchors_top1cur_gptoss_Shower,0.5633,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_gptoss_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,gptoss,Shower,"Top-1 recomputed from stored pred_top1 against the CURRENT reference; no_anchors-control diff +0.197, Wilcoxon p_Holm(12) 0.00758",new
D9_ablation_AD_control_tau_qwen_Overall,-0.0523,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_qwen_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,qwen,Overall,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function)",new
D9_ablation_AD_control_top1cur_qwen_Overall,0.2915,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_qwen_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,qwen,Overall,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_control_tau_qwen_HVAC,-0.0067,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_qwen_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,qwen,HVAC,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function)",new
D9_ablation_AD_control_top1cur_qwen_HVAC,0.3163,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_qwen_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,qwen,HVAC,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_control_tau_qwen_Appliance,-0.1468,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_qwen_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,qwen,Appliance,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function)",new
D9_ablation_AD_control_top1cur_qwen_Appliance,0.1822,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_qwen_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,qwen,Appliance,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_control_tau_qwen_Shower,-0.0006,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_qwen_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,qwen,Shower,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function)",new
D9_ablation_AD_control_top1cur_qwen_Shower,0.3817,not in paper,,Analysis/Prompt_Ablation/cell_control_AD_qwen_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,qwen,Shower,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_no_anchors_tau_qwen_Overall,0.0243,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_qwen_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,qwen,Overall,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function)",new
D9_ablation_AD_no_anchors_top1cur_qwen_Overall,0.3738,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_qwen_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,qwen,Overall,Top-1 recomputed from stored pred_top1 against the CURRENT reference,new
D9_ablation_AD_no_anchors_tau_qwen_HVAC,-0.021,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_qwen_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,qwen,HVAC,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function); no_anchors-control diff -0.016, Wilcoxon p_Holm(12) 1",new
D9_ablation_AD_no_anchors_top1cur_qwen_HVAC,0.3043,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_qwen_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,qwen,HVAC,"Top-1 recomputed from stored pred_top1 against the CURRENT reference; no_anchors-control diff -0.014, Wilcoxon p_Holm(12) 1",new
D9_ablation_AD_no_anchors_tau_qwen_Appliance,0.1577,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_qwen_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,qwen,Appliance,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function); no_anchors-control diff +0.306, Wilcoxon p_Holm(12) 0.0251",new
D9_ablation_AD_no_anchors_top1cur_qwen_Appliance,0.4738,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_qwen_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,qwen,Appliance,"Top-1 recomputed from stored pred_top1 against the CURRENT reference; no_anchors-control diff +0.292, Wilcoxon p_Holm(12) 0.00254",new
D9_ablation_AD_no_anchors_tau_qwen_Shower,-0.069,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_qwen_run_*.xlsx,kendall_tau,Analysis/pass5/d9_prompt_checks.py,qwen,Shower,"prompt-ablation cell, 10 runs, per-run mean then mean over runs; tau is the ablation's tau-b on continuous weighted scores (all-tied scenarios dropped), collected against the reference as it stood in Jul-Aug 2026 (old shower comfort function); no_anchors-control diff -0.064, Wilcoxon p_Holm(12) 0.626",new
D9_ablation_AD_no_anchors_top1cur_qwen_Shower,0.3467,not in paper,,Analysis/Prompt_Ablation/cell_no_anchors_AD_qwen_run_*.xlsx,pred_top1 vs current reference,Analysis/pass5/d9_prompt_checks.py,qwen,Shower,"Top-1 recomputed from stored pred_top1 against the CURRENT reference; no_anchors-control diff -0.035, Wilcoxon p_Holm(12) 0.761",new
D12a_ensemble_A_D_tau_deepseek_Overall,0.159,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.96), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.144, diff +0.015; scenario-level Wilcoxon vs run-mean p_Holm(8) 1",new
D12a_ensemble_A_D_top1_deepseek_Overall,0.4,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.96), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.367, diff +0.033; scenario-level Wilcoxon vs run-mean p_Holm(8) 1",new
D12a_ensemble_A_D_mae_deepseek_Overall,0.2079,not in paper,,Output Files <model>/<arch>_results_run_01..05.xlsx,energy_cost..practicality,Analysis/pass5/d12_analyses.py,deepseek,Overall,"criterion scores averaged over the runs in which the scenario succeeded (mean 4.96), ranked with sentinel_utils.apply_mavt_ranking, scored once; per-run mean (number of record) 0.231, diff -0.024",new
