flip_full,flip_no_clip,flip_no_tank,flip_no_budget,flip_no_round,flip_linear_core,flip_comfort_flat,flip_prac_curve_flat,flip_comfort_and_prac_flat,cross_tank,cross_budget,cross_clip,any_clip_active,tank_hit_any_true,budget_active_any,model,run,scenario_id,true_gpm,extracted_gpm,rel_error,ref_margin,ah_top1_miss,ref_top1,cf_top1,mechanism
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,1,181,4.0,3.5,-0.125,0.1419999999999999,False,4,4,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,deepseek,1,182,2.0,1.8,-0.09999999999999998,0.10200000000000009,False,6,6,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,1,184,2.0,1.8,-0.09999999999999998,0.03749999999999998,True,5,5,no_flip
True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,deepseek,1,188,2.0,1.8,-0.09999999999999998,0.008499999999999952,True,5,8,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,deepseek,1,192,2.0,1.8,-0.09999999999999998,0.0029999999999998916,True,3,8,needs_round
True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,deepseek,1,193,1.5,1.8,0.20000000000000004,0.0050000000000000044,True,10,6,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,deepseek,1,194,2.0,1.5,-0.25,0.000500000000000167,True,4,10,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,deepseek,1,195,2.0,1.8,-0.09999999999999998,0.01650000000000007,True,3,8,needs_clip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,2,141,2.5,2.1,-0.15999999999999998,0.09449999999999992,False,6,6,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,2,145,3.5,2.5,-0.2857142857142857,0.17750000000000005,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,2,146,3.5,2.5,-0.2857142857142857,0.2695,False,10,10,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,2,148,2.5,2.1,-0.15999999999999998,0.08050000000000002,False,6,6,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,2,149,3.5,2.5,-0.2857142857142857,0.14100000000000001,False,6,6,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,2,150,3.5,2.5,-0.2857142857142857,0.2134999999999999,False,7,7,no_flip
False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,deepseek,2,151,4.0,2.5,-0.375,0.0665,False,12,12,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,2,152,2.0,1.5,-0.25,0.021500000000000075,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,2,153,4.0,2.5,-0.375,0.19150000000000003,False,10,10,no_flip
False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,deepseek,2,154,2.0,1.5,-0.25,0.043500000000000094,True,3,3,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,2,156,3.0,2.0,-0.3333333333333333,0.18099999999999994,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,deepseek,2,157,2.0,1.5,-0.25,0.021500000000000075,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,deepseek,2,158,3.5,2.5,-0.2857142857142857,0.10399999999999993,False,5,5,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,2,159,3.5,2.5,-0.2857142857142857,0.09799999999999998,False,4,4,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,2,160,4.0,2.5,-0.375,0.1459999999999999,False,4,4,no_flip
True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,deepseek,2,161,2.0,1.5,-0.25,0.04799999999999982,True,3,8,joint_nonlinear (no single component necessary; linear core does not flip)
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,2,162,2.5,2.1,-0.15999999999999998,0.12350000000000005,False,4,4,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,2,163,2.0,1.5,-0.25,0.1499999999999999,False,5,5,no_flip
True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,deepseek,2,164,2.5,2.0,-0.2,0.009999999999999898,True,2,7,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,2,165,2.0,1.5,-0.25,0.08600000000000008,False,6,6,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,2,166,2.0,1.5,-0.25,0.012500000000000067,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,2,168,2.0,1.5,-0.25,0.01750000000000007,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,2,172,3.0,2.5,-0.16666666666666666,0.06750000000000012,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,2,174,2.0,1.5,-0.25,0.03649999999999998,False,8,8,no_flip
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,deepseek,2,177,2.0,1.5,-0.25,0.008499999999999952,True,5,8,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,2,178,2.5,2.0,-0.2,0.07899999999999985,False,5,5,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,2,180,3.0,2.5,-0.16666666666666666,0.11149999999999993,False,4,4,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,deepseek,2,181,4.0,2.5,-0.375,0.1419999999999999,False,4,4,no_flip
False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,deepseek,2,182,2.0,1.5,-0.25,0.10200000000000009,False,6,6,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,2,183,2.5,2.1,-0.15999999999999998,0.2859999999999999,False,7,7,no_flip
True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,deepseek,2,184,2.0,1.5,-0.25,0.03749999999999998,True,5,8,needs_tank
True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,deepseek,2,186,2.5,2.1,-0.15999999999999998,0.009999999999999898,False,6,8,needs_tank
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,2,187,2.5,2.0,-0.2,0.05900000000000005,False,8,8,no_flip
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,deepseek,2,188,2.0,1.5,-0.25,0.008499999999999952,True,5,8,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,deepseek,2,189,2.0,1.5,-0.25,0.012000000000000122,False,8,8,no_flip
True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,deepseek,2,190,2.5,2.1,-0.15999999999999998,0.010000000000000009,True,3,8,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,deepseek,2,191,2.5,2.1,-0.15999999999999998,0.0119999999999999,True,3,8,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,deepseek,2,192,2.0,1.5,-0.25,0.0029999999999998916,True,3,8,needs_round
True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,deepseek,2,194,2.0,1.5,-0.25,0.000500000000000167,True,4,10,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,deepseek,2,195,2.0,1.5,-0.25,0.01650000000000007,True,3,8,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,3,145,3.5,2.5,-0.2857142857142857,0.17750000000000005,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,3,146,3.5,2.5,-0.2857142857142857,0.2695,False,10,10,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,3,147,2.5,2.0,-0.2,0.12549999999999994,False,6,6,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,3,148,2.5,2.1,-0.15999999999999998,0.08050000000000002,False,6,6,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,3,149,3.5,2.5,-0.2857142857142857,0.14100000000000001,False,6,6,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,3,150,3.5,2.5,-0.2857142857142857,0.2134999999999999,False,7,7,no_flip
False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,deepseek,3,151,4.0,2.5,-0.375,0.0665,False,12,12,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,3,152,2.0,1.5,-0.25,0.021500000000000075,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,3,153,4.0,2.5,-0.375,0.19150000000000003,False,10,10,no_flip
False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,deepseek,3,154,2.0,1.5,-0.25,0.043500000000000094,True,3,3,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,deepseek,3,155,2.5,2.1,-0.15999999999999998,0.021500000000000075,True,3,3,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,3,156,3.0,2.5,-0.16666666666666666,0.18099999999999994,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,deepseek,3,157,2.0,1.5,-0.25,0.021500000000000075,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,deepseek,3,158,3.5,2.5,-0.2857142857142857,0.10399999999999993,False,5,5,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,3,159,3.5,2.5,-0.2857142857142857,0.09799999999999998,False,4,4,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,3,160,4.0,2.5,-0.375,0.1459999999999999,False,4,4,no_flip
True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,deepseek,3,161,2.0,1.5,-0.25,0.04799999999999982,True,3,8,joint_nonlinear (no single component necessary; linear core does not flip)
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,3,162,2.5,2.1,-0.15999999999999998,0.12350000000000005,False,4,4,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,3,163,2.0,1.5,-0.25,0.1499999999999999,False,5,5,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,3,165,2.0,1.5,-0.25,0.08600000000000008,False,6,6,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,3,166,2.0,1.5,-0.25,0.012500000000000067,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,3,168,2.0,1.5,-0.25,0.01750000000000007,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,3,172,3.0,2.5,-0.16666666666666666,0.06750000000000012,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,3,174,2.0,1.5,-0.25,0.03649999999999998,False,8,8,no_flip
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,deepseek,3,177,2.0,1.5,-0.25,0.008499999999999952,True,5,8,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,3,180,3.0,2.5,-0.16666666666666666,0.11149999999999993,False,4,4,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,deepseek,3,181,4.0,2.5,-0.375,0.1419999999999999,False,4,4,no_flip
False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,deepseek,3,182,2.0,1.5,-0.25,0.10200000000000009,False,6,6,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,3,183,2.5,2.1,-0.15999999999999998,0.2859999999999999,False,7,7,no_flip
True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,deepseek,3,184,2.0,1.5,-0.25,0.03749999999999998,True,5,8,needs_tank
True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,deepseek,3,186,2.5,2.1,-0.15999999999999998,0.009999999999999898,False,6,8,needs_tank
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,deepseek,3,188,2.0,1.5,-0.25,0.008499999999999952,True,5,8,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,deepseek,3,189,2.0,1.5,-0.25,0.012000000000000122,False,8,8,no_flip
True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,deepseek,3,192,2.0,1.5,-0.25,0.0029999999999998916,True,3,8,needs_round
True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,deepseek,3,194,2.0,1.5,-0.25,0.000500000000000167,True,4,10,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,deepseek,3,195,2.0,1.5,-0.25,0.01650000000000007,True,3,8,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,4,145,3.5,2.5,-0.2857142857142857,0.17750000000000005,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,4,146,3.5,2.5,-0.2857142857142857,0.2695,False,10,10,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,4,149,3.5,2.5,-0.2857142857142857,0.14100000000000001,False,6,6,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,4,150,3.5,2.5,-0.2857142857142857,0.2134999999999999,False,7,7,no_flip
False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,deepseek,4,151,4.0,2.5,-0.375,0.0665,False,12,12,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,4,152,2.0,1.5,-0.25,0.021500000000000075,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,4,153,4.0,2.5,-0.375,0.19150000000000003,False,10,10,no_flip
False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,deepseek,4,154,2.0,1.5,-0.25,0.043500000000000094,True,3,3,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,deepseek,4,155,2.5,2.1,-0.15999999999999998,0.021500000000000075,True,3,3,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,4,156,3.0,2.5,-0.16666666666666666,0.18099999999999994,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,deepseek,4,157,2.0,1.5,-0.25,0.021500000000000075,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,deepseek,4,158,3.5,2.5,-0.2857142857142857,0.10399999999999993,False,5,5,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,4,159,3.5,2.5,-0.2857142857142857,0.09799999999999998,False,4,4,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,4,160,4.0,2.5,-0.375,0.1459999999999999,False,4,4,no_flip
True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,deepseek,4,161,2.0,1.5,-0.25,0.04799999999999982,True,3,8,joint_nonlinear (no single component necessary; linear core does not flip)
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,4,163,2.0,1.5,-0.25,0.1499999999999999,False,5,5,no_flip
True,True,True,True,True,True,False,False,False,False,False,True,True,True,False,deepseek,4,164,2.5,2.0,-0.2,0.009999999999999898,True,2,7,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,4,165,2.0,1.5,-0.25,0.08600000000000008,False,6,6,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,4,166,2.0,1.5,-0.25,0.012500000000000067,False,8,8,no_flip
False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,deepseek,4,167,2.5,2.1,-0.15999999999999998,0.061999999999999944,False,5,5,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,4,168,2.0,1.5,-0.25,0.01750000000000007,False,8,8,no_flip
True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,deepseek,4,169,2.5,2.1,-0.15999999999999998,0.018000000000000016,False,5,8,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,4,170,2.5,2.1,-0.15999999999999998,0.06800000000000006,False,5,5,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,4,171,2.5,2.0,-0.2,0.05300000000000005,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,4,172,3.0,2.5,-0.16666666666666666,0.06750000000000012,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,4,174,2.0,1.5,-0.25,0.03649999999999998,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,4,175,2.5,2.1,-0.15999999999999998,0.05900000000000005,False,8,8,no_flip
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,deepseek,4,177,2.0,1.5,-0.25,0.008499999999999952,True,5,8,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,4,180,3.0,2.5,-0.16666666666666666,0.11149999999999993,False,4,4,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,deepseek,4,181,4.0,2.5,-0.375,0.1419999999999999,False,4,4,no_flip
False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,deepseek,4,182,2.0,1.5,-0.25,0.10200000000000009,False,6,6,no_flip
True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,deepseek,4,184,2.0,1.5,-0.25,0.03749999999999998,True,5,8,needs_tank
True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,deepseek,4,186,2.5,2.1,-0.15999999999999998,0.009999999999999898,False,6,8,needs_tank
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,deepseek,4,188,2.0,1.5,-0.25,0.008499999999999952,True,5,8,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,deepseek,4,189,2.0,1.5,-0.25,0.012000000000000122,False,8,8,no_flip
True,True,True,True,False,False,False,True,False,False,False,True,True,False,False,deepseek,4,192,2.0,1.5,-0.25,0.0029999999999998916,True,3,8,needs_round
True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,deepseek,4,194,2.0,1.5,-0.25,0.000500000000000167,True,4,10,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
True,True,True,True,True,True,False,False,False,False,False,True,True,False,False,deepseek,4,195,2.0,1.5,-0.25,0.01650000000000007,True,3,8,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,5,145,3.5,2.5,-0.2857142857142857,0.17750000000000005,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,5,146,3.5,2.5,-0.2857142857142857,0.2695,False,10,10,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,5,147,2.5,2.1,-0.15999999999999998,0.12549999999999994,False,6,6,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,5,149,3.5,2.5,-0.2857142857142857,0.14100000000000001,False,6,6,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,5,150,3.5,2.5,-0.2857142857142857,0.2134999999999999,False,7,7,no_flip
False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,deepseek,5,151,4.0,2.5,-0.375,0.0665,False,12,12,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,5,152,2.0,1.5,-0.25,0.021500000000000075,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,5,153,4.0,2.5,-0.375,0.19150000000000003,False,10,10,no_flip
False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,deepseek,5,154,2.0,1.5,-0.25,0.043500000000000094,True,3,3,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,5,156,3.0,2.5,-0.16666666666666666,0.18099999999999994,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,deepseek,5,157,2.0,1.5,-0.25,0.021500000000000075,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,deepseek,5,158,3.5,2.5,-0.2857142857142857,0.10399999999999993,False,5,5,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,5,159,3.5,2.5,-0.2857142857142857,0.09799999999999998,False,4,4,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,5,160,4.0,2.5,-0.375,0.1459999999999999,False,4,4,no_flip
True,True,True,True,True,False,False,False,False,True,False,True,True,True,False,deepseek,5,161,2.0,1.5,-0.25,0.04799999999999982,True,3,8,joint_nonlinear (no single component necessary; linear core does not flip)
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,5,162,2.5,2.1,-0.15999999999999998,0.12350000000000005,False,4,4,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,5,163,2.0,1.5,-0.25,0.1499999999999999,False,5,5,no_flip
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,5,165,2.0,1.5,-0.25,0.08600000000000008,False,6,6,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,5,166,2.0,1.5,-0.25,0.012500000000000067,False,8,8,no_flip
False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,deepseek,5,167,2.5,2.1,-0.15999999999999998,0.061999999999999944,False,5,5,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,5,168,2.0,1.5,-0.25,0.01750000000000007,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,5,172,3.0,2.5,-0.16666666666666666,0.06750000000000012,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,5,173,2.5,2.1,-0.15999999999999998,0.06099999999999983,False,8,8,no_flip
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,5,174,2.0,1.5,-0.25,0.03649999999999998,False,8,8,no_flip
True,True,True,True,True,True,False,False,False,True,False,False,False,True,False,deepseek,5,177,2.0,1.5,-0.25,0.008499999999999952,True,5,8,"tradeoff_rate (survives with clip, tank, budget, rounding all off)"
False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,deepseek,5,180,3.0,2.5,-0.16666666666666666,0.11149999999999993,False,4,4,no_flip
False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,deepseek,5,181,4.0,2.5,-0.375,0.1419999999999999,False,4,4,no_flip
False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,deepseek,5,182,2.0,1.5,-0.25,0.10200000000000009,False,6,6,no_flip
False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,deepseek,5,183,2.5,2.0,-0.2,0.2859999999999999,False,7,7,no_flip
True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,deepseek,5,184,2.0,1.5,-0.25,0.03749999999999998,True,5,8,needs_tank
True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,deepseek,5,186,2.5,2.1,-0.15999999999999998,0.009999999999999898,False,6,8,needs_tank
False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,deepseek,5,187,2.5,2.1,-0.15999999999999998,0.05900000000000005,False,8,8,no_flip
