scenario_id,question,location,square_footage,insulation,household_size,utility_budget,housing_type,outdoor_temp,house_age,alternative,energy_cost_score,environmental_score,comfort_score,practicality_score,mavt_score,rank,raw_kwh,raw_cost,raw_emissions
12,I'm out running errands all day — what AC temperature should I set?,"Harrisburg, PA",1050,Poor,5,295,Condo,94,1,76,8.69,8.61,10,9.63,9.065,1,4.43,0.84,4.61
12,I'm out running errands all day — what AC temperature should I set?,"Harrisburg, PA",1050,Poor,5,295,Condo,94,1,79,8.84,8.75,7.34,9.63,8.627,2,4.21,0.8,4.38
12,I'm out running errands all day — what AC temperature should I set?,"Harrisburg, PA",1050,Poor,5,295,Condo,94,1,82,8.99,8.9,3.83,9.63,8.0225,3,3.98,0.76,4.15
13,I'm staying home today with 1 person — what AC temperature should I set?,"Blue Bell, PA",1250,Good,1,210,Condo,88,1,73,8.42,8.41,7.83,9.63,8.48,3,4.83,0.92,4.92
13,I'm staying home today with 1 person — what AC temperature should I set?,"Blue Bell, PA",1250,Good,1,210,Condo,88,1,76,8.58,8.56,10,9.63,9.0145,1,4.6,0.87,4.69
13,I'm staying home today with 1 person — what AC temperature should I set?,"Blue Bell, PA",1250,Good,1,210,Condo,88,1,79,8.73,8.7,7.83,10,8.73,2,4.37,0.83,4.46
14,I'm popping out for a bit — what AC temperature should I set for the rowhouse?,"York, PA",1500,Poor,2,235,Rowhouse,92,4,78,7.33,7.26,8.6,9.63,7.9045,1,6.47,1.23,6.73
14,I'm popping out for a bit — what AC temperature should I set for the rowhouse?,"York, PA",1500,Poor,2,235,Rowhouse,92,4,81,7.63,7.56,6.11,9.63,7.6015,2,6.02,1.14,6.26
14,I'm popping out for a bit — what AC temperature should I set for the rowhouse?,"York, PA",1500,Poor,2,235,Rowhouse,92,4,84,7.93,7.85,2.86,7.6,6.8385,3,5.56,1.06,5.79
15,I'm stepping out for a few hours — what heat temperature should I set for the rowhouse?,"York, PA",1650,Poor,2,255,Rowhouse,20,4,65,7.19,7.12,6.11,7.6,7.011,3,6.67,1.27,6.94
15,I'm stepping out for a few hours — what heat temperature should I set for the rowhouse?,"York, PA",1650,Poor,2,255,Rowhouse,20,4,68,6.81,6.75,8.6,7.6,7.2655,1,7.24,1.37,7.53
15,I'm stepping out for a few hours — what heat temperature should I set for the rowhouse?,"York, PA",1650,Poor,2,255,Rowhouse,20,4,71,6.43,6.37,9.32,7.6,7.1625,2,7.81,1.48,8.13
16,I'm leaving for work shortly — what AC temperature should I set?,"Scranton, PA",1650,Medium,2,245,Rowhouse,84,7,75,7.76,7.68,9.32,10,8.38,2,5.83,1.11,6.07
16,I'm leaving for work shortly — what AC temperature should I set?,"Scranton, PA",1650,Medium,2,245,Rowhouse,84,7,78,8.03,7.96,8.6,10,8.415,1,5.41,1.03,5.63
16,I'm leaving for work shortly — what AC temperature should I set?,"Scranton, PA",1650,Medium,2,245,Rowhouse,84,7,81,8.31,8.23,6.11,10,8.0955,3,5,0.95,5.2
17,I'm not home today — what AC temperature should I set?,"Norristown, PA",1200,Poor,5,300,Apartment,91,9,78,7.63,7.55,8.3,9.63,8.036,1,6.02,1.14,6.27
17,I'm not home today — what AC temperature should I set?,"Norristown, PA",1200,Poor,5,300,Apartment,91,9,81,7.85,7.78,5.13,9.63,7.5485,2,5.68,1.08,5.91
17,I'm not home today — what AC temperature should I set?,"Norristown, PA",1200,Poor,5,300,Apartment,91,9,84,8.08,8,0.64,7.6,6.492,3,5.34,1.01,5.56
18,I'm home and not going out with 5 people — what AC temperature should I set?,"Lower Merion, PA",1800,Good,5,325,Rowhouse,90,10,71,5.2,5.28,5.13,9.63,5.8785,3,9.65,1.83,9.84
18,I'm home and not going out with 5 people — what AC temperature should I set?,"Lower Merion, PA",1800,Good,5,325,Rowhouse,90,10,75,5.58,5.65,9.18,9.63,6.932,1,9.09,1.73,9.26
18,I'm home and not going out with 5 people — what AC temperature should I set?,"Lower Merion, PA",1800,Good,5,325,Rowhouse,90,10,79,5.95,6.01,7.34,9.63,6.801,2,8.52,1.62,8.69
19,I'm heading out for a quick errand — what AC temperature should I set for the townhouse?,"King of Prussia, PA",2200,Medium,5,285,Townhouse,93,12,75,3.99,3.95,9.18,9.63,5.86,2,11.46,2.18,11.93
19,I'm heading out for a quick errand — what AC temperature should I set for the townhouse?,"King of Prussia, PA",2200,Medium,5,285,Townhouse,93,12,78,4.4,4.36,8.3,9.63,5.9505,1,10.85,2.06,11.29
19,I'm heading out for a quick errand — what AC temperature should I set for the townhouse?,"King of Prussia, PA",2200,Medium,5,285,Townhouse,93,12,81,4.81,4.76,5.13,9.63,5.5795,3,10.23,1.94,10.65
20,I'm out for a couple hours — what heat temperature should I set for the townhouse?,"King of Prussia, PA",2200,Medium,5,300,Townhouse,18,12,66,6.77,6.71,6.29,7.6,6.7775,2,7.3,1.39,7.6
20,I'm out for a couple hours — what heat temperature should I set for the townhouse?,"King of Prussia, PA",2200,Medium,5,300,Townhouse,18,12,69,6.33,6.27,9.18,7.6,7.0695,1,7.96,1.51,8.29
20,I'm out for a couple hours — what heat temperature should I set for the townhouse?,"King of Prussia, PA",2200,Medium,5,300,Townhouse,18,12,72,5.88,5.83,8.3,7.6,6.6045,3,8.63,1.64,8.98
21,I'm staying put today with 2 people — what heat temperature should I set?,"Reading, PA",1600,Poor,2,265,Rowhouse,22,15,65,6.11,6.17,6.11,7.6,6.3545,2,8.29,1.57,8.45
21,I'm staying put today with 2 people — what heat temperature should I set?,"Reading, PA",1600,Poor,2,265,Rowhouse,22,15,68,5.61,5.68,8.6,7.6,6.531,1,9.04,1.72,9.21
21,I'm staying put today with 2 people — what heat temperature should I set?,"Reading, PA",1600,Poor,2,265,Rowhouse,22,15,71,5.1,5.19,9.32,7.6,6.3505,3,9.79,1.86,9.98
22,"With 5 people home, what AC temperature should I set?","Wilkes-Barre, PA",1950,Medium,5,360,Single-family,87,19,75,4.08,4.2,9.18,9.63,5.9745,2,11.32,2.15,11.54
22,"With 5 people home, what AC temperature should I set?","Wilkes-Barre, PA",1950,Medium,5,360,Single-family,87,19,78,4.57,4.67,8.3,10,6.1655,1,10.59,2.01,10.8
22,"With 5 people home, what AC temperature should I set?","Wilkes-Barre, PA",1950,Medium,5,360,Single-family,87,19,81,5.05,5.14,5.13,10,5.84,3,9.87,1.87,10.06
23,"With 6 people home, what heat temperature should I set?","Wilkes-Barre, PA",1950,Medium,6,390,Single-family,19,19,66,7.07,7.1,5.92,7.6,6.93,2,6.85,1.3,6.98
23,"With 6 people home, what heat temperature should I set?","Wilkes-Barre, PA",1950,Medium,6,390,Single-family,19,19,69,6.6,6.64,9.11,7.6,7.266,1,7.55,1.43,7.7
23,"With 6 people home, what heat temperature should I set?","Wilkes-Barre, PA",1950,Medium,6,390,Single-family,19,19,72,6.14,6.19,8.15,7.6,6.7785,3,8.25,1.57,8.41
24,"With 2 people home, what AC temperature should I set?","Carlisle, PA",1650,Poor,2,240,Townhouse,90,21,78,4.32,4.43,8.6,9.63,6.011,1,10.96,2.08,11.17
24,"With 2 people home, what AC temperature should I set?","Carlisle, PA",1650,Poor,2,240,Townhouse,90,21,81,4.89,4.99,6.11,10,5.9355,2,10.11,1.92,10.3
24,"With 2 people home, what AC temperature should I set?","Carlisle, PA",1650,Poor,2,240,Townhouse,90,21,84,5.46,5.54,2.86,7.6,5.289,3,9.26,1.76,9.43
25,"With 2 people home, what heat temperature should I set?","Carlisle, PA",1650,Poor,2,255,Townhouse,23,21,65,4.39,4.5,6.11,7.6,5.254,2,10.86,2.06,11.07
25,"With 2 people home, what heat temperature should I set?","Carlisle, PA",1650,Poor,2,255,Townhouse,23,21,68,3.73,3.86,8.6,7.6,5.33,1,11.85,2.25,12.08
25,"With 2 people home, what heat temperature should I set?","Carlisle, PA",1650,Poor,2,255,Townhouse,23,21,71,2.6,3.21,9.32,7.6,4.9075,3,12.84,2.44,13.09
26,"With 3 people home, what AC temperature should I set?","Lebanon, PA",2350,Medium,3,320,Single-family,91,25,76,1.06,1.38,10,9.63,4.2455,2,15.67,2.98,15.97
26,"With 3 people home, what AC temperature should I set?","Lebanon, PA",2350,Medium,3,320,Single-family,91,25,79,1.86,2.04,7.83,9.63,4.2825,1,14.64,2.78,14.93
26,"With 3 people home, what AC temperature should I set?","Lebanon, PA",2350,Medium,3,320,Single-family,91,25,82,2.54,2.71,5.13,10,4.2365,3,13.62,2.59,13.88
27,"With 3 people home, what heat temperature should I set?","Lebanon, PA",2350,Medium,3,335,Single-family,21,25,66,3.09,3.24,7,7.6,4.601,1,12.8,2.43,13.04
27,"With 3 people home, what heat temperature should I set?","Lebanon, PA",2350,Medium,3,335,Single-family,21,25,69,2.34,2.52,9.32,7.6,4.588,2,13.92,2.64,14.19
27,"With 3 people home, what heat temperature should I set?","Lebanon, PA",2350,Medium,3,335,Single-family,21,25,72,1.59,1.79,8.6,7.6,3.9635,3,15.04,2.86,15.33
28,"With 5 people home, what AC temperature should I set?","Gettysburg, PA",1800,Good,5,360,Single-family,88,26,74,2.77,2.93,8.3,9.63,4.961,3,13.27,2.52,13.53
28,"With 5 people home, what AC temperature should I set?","Gettysburg, PA",1800,Good,5,360,Single-family,88,26,77,3.24,3.38,9.18,9.63,5.4355,1,12.58,2.39,12.83
28,"With 5 people home, what AC temperature should I set?","Gettysburg, PA",1800,Good,5,360,Single-family,88,26,80,3.7,3.83,6.29,10,5.2085,2,11.89,2.26,12.12
29,"With 2 people home, what heat temperature should I set?","Altoona, PA",1550,Poor,2,215,Apartment,17,29,66,5,5.09,7,7.6,5.8215,1,9.94,1.89,10.13
29,"With 2 people home, what heat temperature should I set?","Altoona, PA",1550,Poor,2,215,Apartment,17,29,69,3.85,4.57,9.32,7.6,5.7585,2,10.75,2.04,10.95
29,"With 2 people home, what heat temperature should I set?","Altoona, PA",1550,Poor,2,215,Apartment,17,29,72,2.76,4.05,8.6,7.6,5.1055,3,11.55,2.19,11.78
30,We're heading to bed soon — what heat temperature should I set overnight?,"Stroudsburg, PA",2050,Medium,3,295,Single-family,21,102,66,3.26,3.75,7,7.6,4.8305,1,12.54,2.38,12.24
30,We're heading to bed soon — what heat temperature should I set overnight?,"Stroudsburg, PA",2050,Medium,3,295,Single-family,21,102,69,2.51,3.05,9.32,7.6,4.8245,2,13.67,2.6,13.34
30,We're heading to bed soon — what heat temperature should I set overnight?,"Stroudsburg, PA",2050,Medium,3,295,Single-family,21,102,72,1.51,2.36,8.6,7.6,4.139,3,14.79,2.81,14.44
31,I'm working from home today with 4 people — what AC temperature should I set?,"Hazleton, PA",2200,Poor,4,360,Single-family,98,40,78,0,0,8.46,8.86,3.021,1,26.92,5.12,27.44
31,I'm working from home today with 4 people — what AC temperature should I set?,"Hazleton, PA",2200,Poor,4,360,Single-family,98,40,80,0,0,6.65,9.63,2.7745,2,25.62,4.87,26.11
31,I'm working from home today with 4 people — what AC temperature should I set?,"Hazleton, PA",2200,Poor,4,360,Single-family,98,40,82,0,0,4.5,9.63,2.3445,3,24.31,4.62,24.78
32,"With 3 people home, what AC temperature should I set?","Monroeville, PA",2000,Medium,3,270,Condo,92,25,76,3.24,3.38,10,9.63,5.5995,1,12.58,2.39,12.83
32,"With 3 people home, what AC temperature should I set?","Monroeville, PA",2000,Medium,3,270,Condo,92,25,78,3.54,3.67,8.6,9.63,5.511,2,12.13,2.31,12.37
32,"With 3 people home, what AC temperature should I set?","Monroeville, PA",2000,Medium,3,270,Condo,92,25,80,3.84,3.96,7,9.63,5.3825,3,11.68,2.22,11.91
33,I'm home all day with 5 people — what AC temperature should I set?,"New Castle, PA",2400,Poor,5,415,Single-family,97,35,79,0,0,7.34,9.63,2.9125,1,25,4.75,25.49
33,I'm home all day with 5 people — what AC temperature should I set?,"New Castle, PA",2400,Poor,5,415,Single-family,97,35,81,0,0,5.13,9.63,2.4705,2,23.74,4.51,24.2
33,I'm home all day with 5 people — what AC temperature should I set?,"New Castle, PA",2400,Poor,5,415,Single-family,97,35,83,0,0,2.35,8.51,1.7465,3,22.48,4.27,22.91
34,I'm running out for a short while — what AC temperature should I set for the townhouse?,"Coatesville, PA",1850,Medium,3,240,Townhouse,91,20,77,5,4.95,9.32,9.63,6.541,1,9.95,1.89,10.36
34,I'm running out for a short while — what AC temperature should I set for the townhouse?,"Coatesville, PA",1850,Medium,3,240,Townhouse,91,20,79,5.26,5.21,7.83,9.63,6.412,2,9.56,1.82,9.95
34,I'm running out for a short while — what AC temperature should I set for the townhouse?,"Coatesville, PA",1850,Medium,3,240,Townhouse,91,20,81,5.52,5.47,6.11,9.63,6.237,3,9.16,1.74,9.54
35,"With 3 people home, what heat temperature should I set?","Indiana, PA",1900,Medium,3,235,Apartment,18,60,65,5.49,5.57,6.11,7.6,5.9585,2,9.21,1.75,9.39
35,"With 3 people home, what heat temperature should I set?","Indiana, PA",1900,Medium,3,235,Apartment,18,60,68,4.89,4.98,8.6,7.6,6.07,1,10.11,1.92,10.31
35,"With 3 people home, what heat temperature should I set?","Indiana, PA",1900,Medium,3,235,Apartment,18,60,71,4.27,4.4,9.32,7.6,5.825,3,11.01,2.09,11.23
36,"With 3 people home, what AC temperature should I set?","DuBois, PA",1950,Medium,3,305,Single-family,89,18,76,4.56,4.66,10,9.63,6.4435,1,10.61,2.02,10.81
36,"With 3 people home, what AC temperature should I set?","DuBois, PA",1950,Medium,3,305,Single-family,89,18,77,4.71,4.81,9.32,9.63,6.405,2,10.38,1.97,10.58
36,"With 3 people home, what AC temperature should I set?","DuBois, PA",1950,Medium,3,305,Single-family,89,18,78,4.87,4.96,8.6,9.63,6.3615,3,10.15,1.93,10.35
37,I'm gone for a few hours — what AC temperature should I set for the townhouse?,"Oil City, PA",2100,Good,4,300,Townhouse,91,10,82,6.26,6.2,4.5,10,6.448,2,8.07,1.53,8.4
37,I'm gone for a few hours — what AC temperature should I set for the townhouse?,"Oil City, PA",2100,Good,4,300,Townhouse,91,10,76,5.65,5.6,10,9.63,7.0995,1,8.97,1.7,9.34
37,I'm gone for a few hours — what AC temperature should I set for the townhouse?,"Oil City, PA",2100,Good,4,300,Townhouse,91,10,70,5.05,5,4.5,8.16,5.389,3,9.88,1.88,10.28
38,"With 3 people home, what heat temperature should I set?","Reading, PA",2000,Medium,3,340,Single-family,20,18,65,6.06,6.12,6.11,7.6,6.322,1,8.36,1.59,8.52
38,"With 3 people home, what heat temperature should I set?","Reading, PA",2000,Medium,3,340,Single-family,20,18,72,4.85,4.94,8.6,7.6,6.044,2,10.17,1.93,10.37
38,"With 3 people home, what heat temperature should I set?","Reading, PA",2000,Medium,3,340,Single-family,20,18,79,3.64,3.77,1.53,6.03,3.622,3,11.99,2.28,12.22
39,I'm not going anywhere with 3 people — what AC temperature should I set?,"Carlisle, PA",2000,Poor,3,305,Single-family,102,28,78,0,0,8.6,8.86,3.049,1,21.24,4.03,21.65
39,I'm not going anywhere with 3 people — what AC temperature should I set?,"Carlisle, PA",2000,Poor,3,305,Single-family,102,28,80,0,0,7,8.86,2.729,2,20.29,3.85,20.68
39,I'm not going anywhere with 3 people — what AC temperature should I set?,"Carlisle, PA",2000,Poor,3,305,Single-family,102,28,82,0,0,5.13,8.86,2.355,3,19.34,3.68,19.72
40,We're just getting in for the night — what heat temperature should I set overnight?,"Quakertown, PA",1900,Good,3,280,Single-family,22,11,70,9.08,9.15,10,7.6,9.0665,1,3.85,0.73,3.75
40,We're just getting in for the night — what heat temperature should I set overnight?,"Quakertown, PA",1900,Good,3,280,Single-family,22,11,65,9.5,9.54,6.11,7.6,8.551,2,3.23,0.61,3.15
40,We're just getting in for the night — what heat temperature should I set overnight?,"Quakertown, PA",1900,Good,3,280,Single-family,22,11,60,9.91,9.92,0,3.75,7.0075,3,2.61,0.5,2.55
41,I'm out of the house all day — what AC temperature should I set?,"West Mifflin, PA",2300,Poor,4,360,Single-family,94,30,79,2.25,2.23,7.59,9.63,4.418,1,14.06,2.67,14.64
41,I'm out of the house all day — what AC temperature should I set?,"West Mifflin, PA",2300,Poor,4,360,Single-family,94,30,81,2.72,2.7,5.63,9.63,4.3315,2,13.35,2.54,13.9
41,I'm out of the house all day — what AC temperature should I set?,"West Mifflin, PA",2300,Poor,4,360,Single-family,94,30,83,3.2,3.17,3.23,8.51,3.992,3,12.64,2.4,13.16
42,We're done for the day — what heat temperature should I set overnight?,"Wilkes-Barre, PA",1900,Good,2,290,Single-family,17,9,65,9.11,9.18,6.11,7.6,8.308,3,3.8,0.72,3.71
42,We're done for the day — what heat temperature should I set overnight?,"Wilkes-Barre, PA",1900,Good,2,290,Single-family,17,9,68,8.88,8.97,8.6,7.6,8.6635,2,4.15,0.79,4.05
42,We're done for the day — what heat temperature should I set overnight?,"Wilkes-Barre, PA",1900,Good,2,290,Single-family,17,9,70,8.73,8.82,10,7.6,8.846,1,4.38,0.83,4.27
43,I'm popping out for a bit — what AC temperature should I set for the single-family?,"Levittown, PA",1700,Medium,3,330,Single-family,89,32,78,3.83,3.8,8.6,9.63,5.6435,1,11.69,2.22,12.17
43,I'm popping out for a bit — what AC temperature should I set for the single-family?,"Levittown, PA",1700,Medium,3,330,Single-family,89,32,80,4.19,4.15,7,10,5.6095,2,11.16,2.12,11.62
43,I'm popping out for a bit — what AC temperature should I set for the single-family?,"Levittown, PA",1700,Medium,3,330,Single-family,89,32,82,4.54,4.5,5.13,10,5.463,3,10.63,2.02,11.07
44,I'm away for the day — what heat temperature should I set?,"Stroudsburg, PA",3000,Poor,5,375,Single-family,15,28,60,0,0,0,3.75,0.5625,3,19.65,3.73,20.45
44,I'm away for the day — what heat temperature should I set?,"Stroudsburg, PA",3000,Poor,5,375,Single-family,15,28,63,0,0,2.35,7.6,1.61,2,21.24,4.04,22.11
44,I'm away for the day — what heat temperature should I set?,"Stroudsburg, PA",3000,Poor,5,375,Single-family,15,28,67,0,0,7.34,7.6,2.608,1,23.37,4.44,24.33
45,"With 3 people home, what AC temperature should I set?","Allentown, PA",1900,Medium,3,290,Single-family,78,15,73,5.92,5.98,7.83,10,6.935,3,8.58,1.63,8.74
45,"With 3 people home, what AC temperature should I set?","Allentown, PA",1900,Medium,3,290,Single-family,78,15,76,6.4,6.44,10,10,7.674,1,7.86,1.49,8.01
45,"With 3 people home, what AC temperature should I set?","Allentown, PA",1900,Medium,3,290,Single-family,78,15,79,6.88,6.91,7.83,10,7.5485,2,7.14,1.36,7.28
46,"With 5 people home, what AC temperature should I set?","Harrisburg, PA",2500,Medium,5,360,Single-family,82,10,74,4.11,4.22,8.3,10,5.87,3,11.28,2.14,11.5
46,"With 5 people home, what AC temperature should I set?","Harrisburg, PA",2500,Medium,5,360,Single-family,82,10,78,4.85,4.94,8.3,10,6.344,1,10.17,1.93,10.37
46,"With 5 people home, what AC temperature should I set?","Harrisburg, PA",2500,Medium,5,360,Single-family,82,10,80,5.22,5.3,6.29,10,6.179,2,9.62,1.83,9.8
47,I'm sticking around the house with 2 people — what AC temperature should I set?,"West Chester, PA",1400,Good,2,220,Condo,79,8,73,8.12,8.11,7.83,10,8.3405,3,5.29,1,5.39
47,I'm sticking around the house with 2 people — what AC temperature should I set?,"West Chester, PA",1400,Good,2,220,Condo,79,8,77,8.37,8.35,9.32,10,8.7975,1,4.91,0.93,5.01
47,I'm sticking around the house with 2 people — what AC temperature should I set?,"West Chester, PA",1400,Good,2,220,Condo,79,8,80,8.56,8.54,7,10,8.457,2,4.63,0.88,4.72
48,"With 4 people home, what heat temperature should I set?","Lancaster, PA",2200,Good,4,355,Single-family,48,20,66,10,10,6.65,9.63,9.2745,3,0.47,0.09,0.48
48,"With 4 people home, what heat temperature should I set?","Lancaster, PA",2200,Good,4,355,Single-family,48,20,69,10,10,9.25,8.86,9.679,1,1.15,0.22,1.17
48,"With 4 people home, what heat temperature should I set?","Lancaster, PA",2200,Good,4,355,Single-family,48,20,72,10,10,8.46,8.86,9.521,2,1.83,0.35,1.86
49,I'm planning to stay in all day with 2 people — what heat temperature should I set?,"Pittsburgh, PA",1800,Medium,2,220,Townhouse,42,30,65,9.73,9.67,6.11,8.86,8.8545,2,2.88,0.55,2.93
49,I'm planning to stay in all day with 2 people — what heat temperature should I set?,"Pittsburgh, PA",1800,Medium,2,220,Townhouse,42,30,68,9.21,9.17,8.6,8.86,9.0215,1,3.66,0.7,3.73
49,I'm planning to stay in all day with 2 people — what heat temperature should I set?,"Pittsburgh, PA",1800,Medium,2,220,Townhouse,42,30,72,8.51,8.49,8.6,8.86,8.5735,3,4.7,0.89,4.79
50,"With 4 people home, what heat temperature should I set?","Scranton, PA",1700,Medium,4,265,Rowhouse,40,22,66,10,10,6.65,8.86,9.159,2,1.9,0.36,1.93
50,"With 4 people home, what heat temperature should I set?","Scranton, PA",1700,Medium,4,265,Rowhouse,40,22,70,9.84,9.78,10,8.86,9.704,1,2.72,0.52,2.77
50,"With 4 people home, what heat temperature should I set?","Scranton, PA",1700,Medium,4,265,Rowhouse,40,22,74,9.29,9.25,6.65,8.86,8.6835,3,3.54,0.67,3.6
