scenario_id,question,location,decision_type,outdoor_temp,appliance_age,flow_rate,calculator,extraction_failed,gt_calculation_failed,alternative,energy_cost,environmental,comfort,practicality,rank,weighted_score
15,I'll be home all day and it's cold. What temperature should I set the thermostat to?,"Phoenixville, PA",HVAC,24,,,HVACGroundTruthCalculator,False,False,72,6.11,6.11,8.6,7.29,2,6.784999999999999
16,No one's home for 8 hours and it's hot. What should I set the AC to?,"Scranton, PA",HVAC,84,,,HVACGroundTruthCalculator,False,False,75,7.68,7.68,9.32,10.0,2,8.355999999999998
16,No one's home for 8 hours and it's hot. What should I set the AC to?,"Scranton, PA",HVAC,84,,,HVACGroundTruthCalculator,False,False,78,8.0,8.0,8.6,10.0,1,8.419999999999998
16,No one's home for 8 hours and it's hot. What should I set the AC to?,"Scranton, PA",HVAC,84,,,HVACGroundTruthCalculator,False,False,81,8.33,8.33,6.11,10.0,3,8.136500000000002
17,No one's home for 8 hours and it's cold. What should I set the heat to?,"Scranton, PA",HVAC,16,,,HVACGroundTruthCalculator,False,False,66,6.48,6.48,5.13,7.29,3,6.331499999999999
17,No one's home for 8 hours and it's cold. What should I set the heat to?,"Scranton, PA",HVAC,16,,,HVACGroundTruthCalculator,False,False,69,6.14,6.14,9.32,7.29,1,6.948499999999999
17,No one's home for 8 hours and it's cold. What should I set the heat to?,"Scranton, PA",HVAC,16,,,HVACGroundTruthCalculator,False,False,72,5.8,5.8,8.6,7.29,2,6.583499999999999
18,We're all out for 8 hours in the heat. What AC setting makes sense?,"Norristown, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,78,7.92,7.92,8.6,9.59,1,8.3065
18,We're all out for 8 hours in the heat. What AC setting makes sense?,"Norristown, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,81,8.22,8.22,5.13,9.59,2,7.807499999999999
18,We're all out for 8 hours in the heat. What AC setting makes sense?,"Norristown, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,84,8.51,8.51,1.53,7.29,3,6.930999999999999
19,We're all out for 8 hours in cold weather. What heating temperature is best?,"Norristown, PA",HVAC,19,,,HVACGroundTruthCalculator,False,False,65,7.02,7.03,4.06,7.29,3,6.4719999999999995
19,We're all out for 8 hours in cold weather. What heating temperature is best?,"Norristown, PA",HVAC,19,,,HVACGroundTruthCalculator,False,False,68,6.69,6.69,8.6,7.29,1,7.161999999999999
19,We're all out for 8 hours in cold weather. What heating temperature is best?,"Norristown, PA",HVAC,19,,,HVACGroundTruthCalculator,False,False,71,6.35,6.35,9.32,7.29,2,7.084999999999999
20,It's hot today and we're home as usual. What temperature should I set the AC to?,"Lower Merion, PA",HVAC,90,,,HVACGroundTruthCalculator,False,False,71,4.06,4.06,4.61,9.59,3,4.999499999999999
20,It's hot today and we're home as usual. What temperature should I set the AC to?,"Lower Merion, PA",HVAC,90,,,HVACGroundTruthCalculator,False,False,75,4.59,4.6,9.25,9.59,2,6.275499999999999
20,It's hot today and we're home as usual. What temperature should I set the AC to?,"Lower Merion, PA",HVAC,90,,,HVACGroundTruthCalculator,False,False,79,5.13,5.13,7.59,9.59,1,6.291
21,It's cold outside and we're home as usual. What should I set the heat to?,"Lower Merion, PA",HVAC,23,,,HVACGroundTruthCalculator,False,False,68,5.88,5.88,8.46,7.29,1,6.6075
21,It's cold outside and we're home as usual. What should I set the heat to?,"Lower Merion, PA",HVAC,23,,,HVACGroundTruthCalculator,False,False,71,5.46,5.46,9.25,7.29,2,6.492499999999999
21,It's cold outside and we're home as usual. What should I set the heat to?,"Lower Merion, PA",HVAC,23,,,HVACGroundTruthCalculator,False,False,74,5.04,5.04,6.65,7.29,3,5.6995
22,The house is unoccupied for 4 hours today. What's the best AC temperature?,"King of Prussia, PA",HVAC,93,,,HVACGroundTruthCalculator,False,False,75,5.04,5.04,9.18,9.59,2,6.5504999999999995
22,The house is unoccupied for 4 hours today. What's the best AC temperature?,"King of Prussia, PA",HVAC,93,,,HVACGroundTruthCalculator,False,False,78,5.48,5.48,8.3,9.59,1,6.660500000000001
22,The house is unoccupied for 4 hours today. What's the best AC temperature?,"King of Prussia, PA",HVAC,93,,,HVACGroundTruthCalculator,False,False,81,5.93,5.93,4.06,9.59,3,6.105
23,The house is unoccupied for 4 hours. What should I set the thermostat to?,"King of Prussia, PA",HVAC,18,,,HVACGroundTruthCalculator,False,False,66,4.3,4.3,4.28,7.29,3,4.7444999999999995
23,The house is unoccupied for 4 hours. What should I set the thermostat to?,"King of Prussia, PA",HVAC,18,,,HVACGroundTruthCalculator,False,False,69,3.8,3.8,9.18,7.29,1,5.3995
23,The house is unoccupied for 4 hours. What should I set the thermostat to?,"King of Prussia, PA",HVAC,18,,,HVACGroundTruthCalculator,False,False,72,3.31,3.31,8.3,7.29,2,4.905
24,It's hot today and we're home as usual. What temperature should I set the AC to?,"Pottstown, PA",HVAC,88,,,HVACGroundTruthCalculator,False,False,76,6.73,6.73,10.0,9.59,1,7.813000000000001
24,It's hot today and we're home as usual. What temperature should I set the AC to?,"Pottstown, PA",HVAC,88,,,HVACGroundTruthCalculator,False,False,79,7.1,7.1,7.83,10.0,2,7.681
24,It's hot today and we're home as usual. What temperature should I set the AC to?,"Pottstown, PA",HVAC,88,,,HVACGroundTruthCalculator,False,False,82,7.48,7.48,4.06,10.0,3,7.174
25,It's cold outside and we're home as usual. What should I set the heat to?,"Pottstown, PA",HVAC,21,,,HVACGroundTruthCalculator,False,False,66,5.9,5.9,5.13,7.29,3,5.9544999999999995
25,It's cold outside and we're home as usual. What should I set the heat to?,"Pottstown, PA",HVAC,21,,,HVACGroundTruthCalculator,False,False,69,5.48,5.48,9.32,7.29,1,6.5195
25,It's cold outside and we're home as usual. What should I set the heat to?,"Pottstown, PA",HVAC,21,,,HVACGroundTruthCalculator,False,False,72,5.06,5.06,8.6,7.29,2,6.102499999999999
26,It's hot today and everyone's home. What temperature makes sense for the AC?,"Exton, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,73,5.33,5.33,7.59,9.59,3,6.420999999999999
26,It's hot today and everyone's home. What temperature makes sense for the AC?,"Exton, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,76,5.66,5.66,10.0,9.59,1,7.1175
26,It's hot today and everyone's home. What temperature makes sense for the AC?,"Exton, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,79,6.0,6.0,7.59,9.59,2,6.856499999999999
27,It's cold today and everyone's home. What heating temperature should I use?,"Exton, PA",HVAC,20,,,HVACGroundTruthCalculator,False,False,67,6.71,6.71,5.82,7.29,2,6.618999999999999
27,It's cold today and everyone's home. What heating temperature should I use?,"Exton, PA",HVAC,20,,,HVACGroundTruthCalculator,False,False,70,6.36,6.36,10.0,7.29,1,7.2275
27,It's cold today and everyone's home. What heating temperature should I use?,"Exton, PA",HVAC,20,,,HVACGroundTruthCalculator,False,False,73,6.01,6.02,7.59,7.29,3,6.5215
28,"With 2 people home on a hot day, what's the best AC setting?","Reading, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,78,6.4,6.4,8.6,9.59,1,7.3185
28,"With 2 people home on a hot day, what's the best AC setting?","Reading, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,81,6.81,6.82,5.13,9.59,2,6.894499999999999
28,"With 2 people home on a hot day, what's the best AC setting?","Reading, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,84,7.23,7.23,1.53,7.29,3,6.099
29,Cold day today with 2 people home. What's a good heating temperature?,"Reading, PA",HVAC,22,,,HVACGroundTruthCalculator,False,False,65,4.73,5.36,4.06,7.29,3,5.2005
29,Cold day today with 2 people home. What's a good heating temperature?,"Reading, PA",HVAC,22,,,HVACGroundTruthCalculator,False,False,68,3.52,4.88,8.6,7.29,1,5.5775
29,Cold day today with 2 people home. What's a good heating temperature?,"Reading, PA",HVAC,22,,,HVACGroundTruthCalculator,False,False,71,2.47,4.4,9.32,7.29,2,5.2385
30,It's a hot day. What should I set my air conditioning to?,"Newtown, PA",HVAC,89,,,HVACGroundTruthCalculator,False,False,74,6.25,6.25,8.6,9.59,2,7.221
30,It's a hot day. What should I set my air conditioning to?,"Newtown, PA",HVAC,89,,,HVACGroundTruthCalculator,False,False,77,6.55,6.55,9.32,9.59,1,7.5600000000000005
30,It's a hot day. What should I set my air conditioning to?,"Newtown, PA",HVAC,89,,,HVACGroundTruthCalculator,False,False,80,6.85,6.85,6.11,10.0,3,7.174499999999999
31,It's a cold day. What should I set the thermostat to?,"Newtown, PA",HVAC,24,,,HVACGroundTruthCalculator,False,False,67,7.43,7.43,6.11,7.29,2,7.145
31,It's a cold day. What should I set the thermostat to?,"Newtown, PA",HVAC,24,,,HVACGroundTruthCalculator,False,False,70,7.1,7.1,10.0,7.29,1,7.7085
31,It's a cold day. What should I set the thermostat to?,"Newtown, PA",HVAC,24,,,HVACGroundTruthCalculator,False,False,73,6.76,6.76,7.83,7.29,3,7.0535
32,It's hot today and we're home as usual. What temperature should I set the AC to?,"Wilkes-Barre, PA",HVAC,87,,,HVACGroundTruthCalculator,False,False,75,5.88,5.88,9.25,9.59,2,7.1105
32,It's hot today and we're home as usual. What temperature should I set the AC to?,"Wilkes-Barre, PA",HVAC,87,,,HVACGroundTruthCalculator,False,False,78,6.33,6.33,8.46,10.0,1,7.3065
32,It's hot today and we're home as usual. What temperature should I set the AC to?,"Wilkes-Barre, PA",HVAC,87,,,HVACGroundTruthCalculator,False,False,81,6.77,6.77,4.61,10.0,3,6.8225
33,It's cold outside and we're home as usual. What should I set the heat to?,"Wilkes-Barre, PA",HVAC,19,,,HVACGroundTruthCalculator,False,False,66,5.03,5.03,4.71,7.29,3,5.305
33,It's cold outside and we're home as usual. What should I set the heat to?,"Wilkes-Barre, PA",HVAC,19,,,HVACGroundTruthCalculator,False,False,69,4.57,4.57,9.25,7.29,1,5.914
33,It's cold outside and we're home as usual. What should I set the heat to?,"Wilkes-Barre, PA",HVAC,19,,,HVACGroundTruthCalculator,False,False,72,4.11,4.11,8.46,7.29,2,5.457
34,"With 2 people home on a hot day, what's the best AC setting?","Carlisle, PA",HVAC,90,,,HVACGroundTruthCalculator,False,False,78,6.34,6.35,8.6,9.59,1,7.2829999999999995
34,"With 2 people home on a hot day, what's the best AC setting?","Carlisle, PA",HVAC,90,,,HVACGroundTruthCalculator,False,False,81,6.79,6.79,5.13,10.0,2,6.9395
34,"With 2 people home on a hot day, what's the best AC setting?","Carlisle, PA",HVAC,90,,,HVACGroundTruthCalculator,False,False,84,7.24,7.24,1.53,7.29,3,6.105499999999999
35,Cold day today with 2 people home. What's a good heating temperature?,"Carlisle, PA",HVAC,23,,,HVACGroundTruthCalculator,False,False,65,5.72,5.72,4.06,7.29,3,5.6235
35,Cold day today with 2 people home. What's a good heating temperature?,"Carlisle, PA",HVAC,23,,,HVACGroundTruthCalculator,False,False,68,4.75,5.26,8.6,7.29,1,6.0794999999999995
35,Cold day today with 2 people home. What's a good heating temperature?,"Carlisle, PA",HVAC,23,,,HVACGroundTruthCalculator,False,False,71,3.59,4.79,9.32,7.29,2,5.710999999999999
36,It's hot today and everyone's home. What temperature makes sense for the AC?,"Lebanon, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,76,5.18,5.18,10.0,9.59,1,6.8054999999999986
36,It's hot today and everyone's home. What temperature makes sense for the AC?,"Lebanon, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,79,5.64,5.65,7.83,9.59,2,6.6739999999999995
36,It's hot today and everyone's home. What temperature makes sense for the AC?,"Lebanon, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,82,6.11,6.11,4.06,10.0,3,6.2835
37,It's cold today and everyone's home. What heating temperature should I use?,"Lebanon, PA",HVAC,21,,,HVACGroundTruthCalculator,False,False,66,3.57,3.57,5.13,7.29,2,4.4399999999999995
37,It's cold today and everyone's home. What heating temperature should I use?,"Lebanon, PA",HVAC,21,,,HVACGroundTruthCalculator,False,False,69,2.99,2.99,9.32,7.29,1,4.901
37,It's cold today and everyone's home. What heating temperature should I use?,"Lebanon, PA",HVAC,21,,,HVACGroundTruthCalculator,False,False,72,2.41,2.41,8.6,7.29,3,4.38
38,It's a hot day. What should I set my air conditioning to?,"Gettysburg, PA",HVAC,88,,,HVACGroundTruthCalculator,False,False,74,6.73,6.74,8.3,9.59,2,7.4765
38,It's a hot day. What should I set my air conditioning to?,"Gettysburg, PA",HVAC,88,,,HVACGroundTruthCalculator,False,False,77,7.01,7.01,9.18,9.59,1,7.8309999999999995
38,It's a hot day. What should I set my air conditioning to?,"Gettysburg, PA",HVAC,88,,,HVACGroundTruthCalculator,False,False,80,7.28,7.28,5.33,10.0,3,7.298
39,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,20,,,HVACGroundTruthCalculator,False,False,67,7.9,7.9,5.53,7.29,3,7.334499999999999
39,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,20,,,HVACGroundTruthCalculator,False,False,70,7.62,7.62,10.0,7.29,1,8.0465
39,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",HVAC,20,,,HVACGroundTruthCalculator,False,False,73,7.34,7.35,7.34,7.29,2,7.335999999999999
40,What temperature should I set the AC to overnight?,"Chambersburg, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,75,4.05,4.05,9.25,9.59,2,5.920999999999999
40,What temperature should I set the AC to overnight?,"Chambersburg, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,78,4.58,4.58,8.46,9.59,1,6.1075
40,What temperature should I set the AC to overnight?,"Chambersburg, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,81,5.1,5.11,4.61,9.59,3,5.679
41,What temperature should I set the heat to overnight?,"Chambersburg, PA",HVAC,18,,,HVACGroundTruthCalculator,False,False,67,2.27,2.27,5.82,7.29,2,3.7329999999999997
41,What temperature should I set the heat to overnight?,"Chambersburg, PA",HVAC,18,,,HVACGroundTruthCalculator,False,False,70,1.66,1.66,10.0,7.29,1,4.172499999999999
41,What temperature should I set the heat to overnight?,"Chambersburg, PA",HVAC,18,,,HVACGroundTruthCalculator,False,False,73,1.04,1.04,7.59,7.29,3,3.2874999999999996
42,It's hot today and everyone's home. What temperature makes sense for the AC?,"Altoona, PA",HVAC,85,,,HVACGroundTruthCalculator,False,False,76,7.22,7.22,10.0,10.0,1,8.193
42,It's hot today and everyone's home. What temperature makes sense for the AC?,"Altoona, PA",HVAC,85,,,HVACGroundTruthCalculator,False,False,79,7.62,7.62,7.83,10.0,2,8.018999999999998
42,It's hot today and everyone's home. What temperature makes sense for the AC?,"Altoona, PA",HVAC,85,,,HVACGroundTruthCalculator,False,False,82,8.03,8.03,4.06,10.0,3,7.5315
43,It's cold today and everyone's home. What heating temperature should I use?,"Altoona, PA",HVAC,17,,,HVACGroundTruthCalculator,False,False,66,0.55,2.74,5.13,7.29,3,3.2435
43,It's cold today and everyone's home. What heating temperature should I use?,"Altoona, PA",HVAC,17,,,HVACGroundTruthCalculator,False,False,69,0.33,2.14,9.32,7.29,1,3.8055000000000003
43,It's cold today and everyone's home. What heating temperature should I use?,"Altoona, PA",HVAC,17,,,HVACGroundTruthCalculator,False,False,72,0.18,1.54,8.6,7.29,2,3.4064999999999994
44,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Stroudsburg, PA",HVAC,89,,,HVACGroundTruthCalculator,False,False,76,5.31,5.31,10.0,9.59,1,6.889999999999999
44,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Stroudsburg, PA",HVAC,89,,,HVACGroundTruthCalculator,False,False,79,5.78,5.78,7.83,9.59,2,6.7615
44,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Stroudsburg, PA",HVAC,89,,,HVACGroundTruthCalculator,False,False,82,6.26,6.26,4.06,10.0,3,6.381
45,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Stroudsburg, PA",HVAC,21,,,HVACGroundTruthCalculator,False,False,66,5.14,5.14,5.13,7.29,3,5.460499999999999
45,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Stroudsburg, PA",HVAC,21,,,HVACGroundTruthCalculator,False,False,69,4.67,4.67,9.32,7.29,1,5.992999999999999
45,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Stroudsburg, PA",HVAC,21,,,HVACGroundTruthCalculator,False,False,72,4.2,4.2,8.6,7.29,2,5.5435
46,"With people home all day in the heat, what's the best AC setting?","Hazleton, PA",HVAC,98,,,HVACGroundTruthCalculator,False,False,78,0.73,2.96,8.46,8.72,1,4.255
46,"With people home all day in the heat, what's the best AC setting?","Hazleton, PA",HVAC,98,,,HVACGroundTruthCalculator,False,False,80,0.99,3.37,5.73,9.59,2,4.061
46,"With people home all day in the heat, what's the best AC setting?","Hazleton, PA",HVAC,98,,,HVACGroundTruthCalculator,False,False,82,1.32,3.78,3.36,9.59,3,3.8295
47,It's hot today and we're home as usual. What temperature should I set the AC to?,"Monroeville, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,76,5.11,5.11,10.0,9.59,1,6.76
47,It's hot today and we're home as usual. What temperature should I set the AC to?,"Monroeville, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,78,5.41,5.41,8.6,9.59,2,6.674999999999999
47,It's hot today and we're home as usual. What temperature should I set the AC to?,"Monroeville, PA",HVAC,92,,,HVACGroundTruthCalculator,False,False,80,5.71,5.72,6.11,9.59,3,6.375500000000001
48,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"New Castle, PA",HVAC,97,,,HVACGroundTruthCalculator,False,False,79,1.05,4.37,7.34,9.59,1,4.7509999999999994
48,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"New Castle, PA",HVAC,97,,,HVACGroundTruthCalculator,False,False,81,1.37,4.73,4.06,9.59,2,4.317
48,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"New Castle, PA",HVAC,97,,,HVACGroundTruthCalculator,False,False,83,1.78,5.09,0.94,8.33,3,3.753
49,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",HVAC,88,,,HVACGroundTruthCalculator,False,False,72,5.28,5.28,5.73,9.59,3,6.016500000000001
49,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",HVAC,88,,,HVACGroundTruthCalculator,False,False,75,5.63,5.63,9.25,9.59,2,6.947999999999999
49,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",HVAC,88,,,HVACGroundTruthCalculator,False,False,78,5.98,5.98,8.46,9.59,1,7.0175
50,The house will be empty for 4 hours today. What AC temperature should I set?,"Coatesville, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,77,6.01,6.01,9.32,9.59,1,7.209
50,The house will be empty for 4 hours today. What AC temperature should I set?,"Coatesville, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,79,6.28,6.28,7.83,9.59,2,7.086499999999999
50,The house will be empty for 4 hours today. What AC temperature should I set?,"Coatesville, PA",HVAC,91,,,HVACGroundTruthCalculator,False,False,81,6.56,6.56,5.13,9.59,3,6.728499999999999
51,It's a hot day. What should I set my air conditioning to?,"Uniontown, PA",HVAC,95,,,HVACGroundTruthCalculator,False,False,78,4.15,4.16,8.46,9.59,1,5.8315
51,It's a hot day. What should I set my air conditioning to?,"Uniontown, PA",HVAC,95,,,HVACGroundTruthCalculator,False,False,80,4.53,4.53,5.73,9.59,2,5.529
51,It's a hot day. What should I set my air conditioning to?,"Uniontown, PA",HVAC,95,,,HVACGroundTruthCalculator,False,False,82,4.91,4.91,3.36,9.59,3,5.302
52,Cold day today with 3 people home. What's a good heating temperature?,"Indiana, PA",HVAC,18,,,HVACGroundTruthCalculator,False,False,65,6.31,6.31,4.06,7.29,3,6.007
