scenario_id,decision_type,question,location,outdoor_temp,alternative,energy_cost,environmental,comfort,practicality,rank,weighted_score
49,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",88,72,7.0,6.0,8.0,9.0,1,7.149999999999999
49,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",88,75,6.0,6.0,7.0,8.0,2,6.5
49,HVAC,It's hot today and we're home as usual. What temperature should I set the AC to?,"Butler, PA",88,78,5.0,6.0,7.0,8.0,3,6.2
50,HVAC,The house will be empty for 4 hours today. What AC temperature should I set?,"Coatesville, PA",91,77,6.0,5.0,7.0,8.0,2,6.15
50,HVAC,The house will be empty for 4 hours today. What AC temperature should I set?,"Coatesville, PA",91,79,6.0,6.0,7.0,8.0,1,6.5
50,HVAC,The house will be empty for 4 hours today. What AC temperature should I set?,"Coatesville, PA",91,81,3.0,4.0,7.0,8.0,3,4.9
51,HVAC,It's a hot day. What should I set my air conditioning to?,"Uniontown, PA",95,78,6.0,5.0,8.0,7.0,1,6.2
51,HVAC,It's a hot day. What should I set my air conditioning to?,"Uniontown, PA",95,80,4.0,4.0,7.0,6.0,3,4.9
51,HVAC,It's a hot day. What should I set my air conditioning to?,"Uniontown, PA",95,82,5.0,5.0,5.0,5.0,2,5.0
52,HVAC,Cold day today with 3 people home. What's a good heating temperature?,"Indiana, PA",18,65,7.0,6.0,8.0,9.0,2,7.149999999999999
52,HVAC,Cold day today with 3 people home. What's a good heating temperature?,"Indiana, PA",18,68,7.0,6.0,8.0,9.0,1,7.149999999999999
52,HVAC,Cold day today with 3 people home. What's a good heating temperature?,"Indiana, PA",18,71,6.0,7.0,5.0,8.0,3,6.45
53,HVAC,It's a hot day. What should I set my air conditioning to?,"Meadville, PA",90,73,6.0,5.0,8.0,7.0,3,6.2
53,HVAC,It's a hot day. What should I set my air conditioning to?,"Meadville, PA",90,76,5.0,6.0,8.0,7.0,1,6.249999999999999
53,HVAC,It's a hot day. What should I set my air conditioning to?,"Meadville, PA",90,79,6.0,5.0,8.0,7.0,2,6.2
54,HVAC,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Greensburg, PA",93,79,4.0,4.0,7.0,6.0,2,4.9
54,HVAC,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Greensburg, PA",93,81,3.0,4.0,7.0,6.0,3,4.6
54,HVAC,I'll be home all day working and it's hot outside. What AC temperature makes sense?,"Greensburg, PA",93,83,5.0,4.0,7.0,6.0,1,5.199999999999999
55,HVAC,It's a hot day. What should I set my air conditioning to?,"DuBois, PA",89,76,4.0,5.0,7.0,8.0,3,5.550000000000001
55,HVAC,It's a hot day. What should I set my air conditioning to?,"DuBois, PA",89,77,5.0,6.0,7.0,8.0,2,6.2
55,HVAC,It's a hot day. What should I set my air conditioning to?,"DuBois, PA",89,78,6.0,6.0,8.0,7.0,1,6.55
56,HVAC,The house will be empty for 4 hours today. What AC temperature should I set?,"Oil City, PA",91,82,6.0,7.0,5.0,8.0,1,6.45
56,HVAC,The house will be empty for 4 hours today. What AC temperature should I set?,"Oil City, PA",91,76,4.0,5.0,6.0,7.0,2,5.2
56,HVAC,The house will be empty for 4 hours today. What AC temperature should I set?,"Oil City, PA",91,70,5.0,5.0,5.0,5.0,3,5.0
57,HVAC,Cold day today with 3 people home. What's a good heating temperature?,"Reading, PA",20,65,7.0,6.0,5.0,8.0,1,6.3999999999999995
57,HVAC,Cold day today with 3 people home. What's a good heating temperature?,"Reading, PA",20,72,5.0,6.0,7.0,8.0,3,6.2
57,HVAC,Cold day today with 3 people home. What's a good heating temperature?,"Reading, PA",20,79,5.0,6.0,7.0,8.0,2,6.2
58,HVAC,Someone's home all day and it's hot outside. What should I set the AC to?,"Carlisle, PA",102,78,4.0,5.0,7.0,6.0,1,5.25
58,HVAC,Someone's home all day and it's hot outside. What should I set the AC to?,"Carlisle, PA",102,80,3.0,4.0,8.0,7.0,2,4.95
58,HVAC,Someone's home all day and it's hot outside. What should I set the AC to?,"Carlisle, PA",102,82,3.0,4.0,7.0,6.0,3,4.6
59,HVAC,Cold day today with 4 people home. What's a good heating temperature?,"Chambersburg, PA",5,66,3.0,3.0,7.0,6.0,2,4.25
59,HVAC,Cold day today with 4 people home. What's a good heating temperature?,"Chambersburg, PA",5,69,3.0,3.0,7.0,5.0,3,4.1
59,HVAC,Cold day today with 4 people home. What's a good heating temperature?,"Chambersburg, PA",5,72,5.0,6.0,7.0,8.0,1,6.2
60,HVAC,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",60,68,7.0,6.0,8.0,9.0,2,7.149999999999999
60,HVAC,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",60,70,4.0,5.0,7.0,6.0,3,5.25
60,HVAC,It's a cold day. What should I set the thermostat to?,"Gettysburg, PA",60,72,7.0,6.0,8.0,9.0,1,7.149999999999999
61,Appliance,I need to dry clothes this afternoon (around 2 PM). When should I start?,"York, PA",,Dry at 2:00 PM,5.0,6.0,8.0,7.0,3,6.249999999999999
61,Appliance,I need to dry clothes this afternoon (around 2 PM). When should I start?,"York, PA",,Dry at 2:00 AM,9.0,8.0,2.0,3.0,2,6.3500000000000005
61,Appliance,I need to dry clothes this afternoon (around 2 PM). When should I start?,"York, PA",,Dry at 9:00 PM,8.0,7.0,6.0,5.0,1,6.8
62,Appliance,Dinner's done around 7 PM. What's the best time to run the dishwasher?,"Lancaster, PA",,Run dishwasher at 7:00 PM,5.0,5.0,8.0,7.0,3,5.8999999999999995
62,Appliance,Dinner's done around 7 PM. What's the best time to run the dishwasher?,"Lancaster, PA",,Run dishwasher at 5:00 PM,6.0,5.0,8.0,7.0,2,6.2
62,Appliance,Dinner's done around 7 PM. What's the best time to run the dishwasher?,"Lancaster, PA",,Run dishwasher at 4:00 PM,6.0,5.0,8.0,7.0,1,6.2
63,Appliance,I'm ready to run the dishwasher after dinner (around 8 PM). When should I start it?,"Pittsburgh, PA",,Run dishwasher at 8:00 PM,7.0,6.0,8.0,9.0,2,7.149999999999999
63,Appliance,I'm ready to run the dishwasher after dinner (around 8 PM). When should I start it?,"Pittsburgh, PA",,Run dishwasher at 5:00 PM,6.0,5.0,8.0,9.0,3,6.5
63,Appliance,I'm ready to run the dishwasher after dinner (around 8 PM). When should I start it?,"Pittsburgh, PA",,Run dishwasher at 1:00 AM,9.0,8.0,6.0,7.0,1,7.75
64,Appliance,I want to run my dishwasher this afternoon (around 2 PM). When should I start it?,"Harrisburg, PA",,Run dishwasher at 2:00 PM,5.0,5.0,5.0,5.0,3,5.0
64,Appliance,I want to run my dishwasher this afternoon (around 2 PM). When should I start it?,"Harrisburg, PA",,Run dishwasher at 10:00 PM,8.0,7.0,6.0,8.0,2,7.25
64,Appliance,I want to run my dishwasher this afternoon (around 2 PM). When should I start it?,"Harrisburg, PA",,Run dishwasher at 1:00 AM,8.0,7.0,6.0,9.0,1,7.3999999999999995
65,Appliance,The dishwasher is full (around 1 AM). Should I run it now or delay it?,"Allentown, PA",,Run dishwasher at 1:00 AM,8.0,7.0,6.0,9.0,1,7.3999999999999995
65,Appliance,The dishwasher is full (around 1 AM). Should I run it now or delay it?,"Allentown, PA",,Run dishwasher at 3:00 PM,5.0,6.0,7.0,8.0,3,6.2
65,Appliance,The dishwasher is full (around 1 AM). Should I run it now or delay it?,"Allentown, PA",,Run dishwasher at 11:00 PM,8.0,7.0,6.0,7.0,2,7.1
66,Appliance,I'm finally getting to laundry (around 1 AM). When should I start the washer?,"Philadelphia, PA",,Wash at 1:00 AM,9.0,8.0,6.0,5.0,1,7.45
66,Appliance,I'm finally getting to laundry (around 1 AM). When should I start the washer?,"Philadelphia, PA",,Wash at 7:00 PM,6.0,5.0,8.0,7.0,3,6.2
66,Appliance,I'm finally getting to laundry (around 1 AM). When should I start the washer?,"Philadelphia, PA",,Wash at 3:00 PM,6.0,5.0,8.0,7.0,2,6.2
