scenario_id,description,location,utility_budget,appliance,appliance_age_type,housing_type,occupants,kwh_per_cycle,alternative,energy_cost_score,environmental_score,comfort_score,practicality_score,mavt_score,rank,raw_cost,raw_emissions
6,I just finished dinner around 8 PM. When should I run my dishwasher?,"Bethlehem, PA",150,dishwasher,2,Townhouse,4,1.55,8:00 PM,8.75,5.97,10.0,10.0,8.2145,1,0.155,1.614
6,I just finished dinner around 8 PM. When should I run my dishwasher?,"Bethlehem, PA",150,dishwasher,2,Townhouse,4,1.55,4:00 PM,8.19,5.97,8.02,6.91,7.187,3,0.217,1.614
6,I just finished dinner around 8 PM. When should I run my dishwasher?,"Bethlehem, PA",150,dishwasher,2,Townhouse,4,1.55,5:00 PM,8.19,5.97,8.46,7.65,7.386,2,0.217,1.614
7,Planning to clean up from lunch around 2 PM. When's the best time for the dishwasher?,"Reading, PA",120,dishwasher,10,Townhouse,4,1.55,2:00 PM,8.19,5.97,10.0,10.0,8.0465,1,0.217,1.614
7,Planning to clean up from lunch around 2 PM. When's the best time for the dishwasher?,"Reading, PA",120,dishwasher,10,Townhouse,4,1.55,3:00 PM,8.19,5.97,9.51,9.2,7.8285,2,0.217,1.614
7,Planning to clean up from lunch around 2 PM. When's the best time for the dishwasher?,"Reading, PA",120,dishwasher,10,Townhouse,4,1.55,7:00 PM,8.75,5.97,7.56,6.37,7.1819999999999995,3,0.155,1.614
8,I want to run my dishwasher this afternoon (around 2 PM). When should I start it?,"York, PA",200,dishwasher,7,Townhouse,4,1.4,2:00 PM,7.36,6.43,10.0,10.0,7.9585,1,0.308,1.457
8,I want to run my dishwasher this afternoon (around 2 PM). When should I start it?,"York, PA",200,dishwasher,7,Townhouse,4,1.4,3:00 PM,7.36,6.43,9.51,9.2,7.7405,2,0.308,1.457
8,I want to run my dishwasher this afternoon (around 2 PM). When should I start it?,"York, PA",200,dishwasher,7,Townhouse,4,1.4,11:00 PM,9.14,6.7,5.73,2.89,6.666499999999999,3,0.112,1.366
9,Planning to clean up from lunch around 2 PM. When's the best time for the dishwasher?,"Philadelphia, PA",175,dishwasher,6,Townhouse,3,1.4,2:00 PM,6.09,6.43,10.0,10.0,7.5775,1,0.448,1.457
9,Planning to clean up from lunch around 2 PM. When's the best time for the dishwasher?,"Philadelphia, PA",175,dishwasher,6,Townhouse,3,1.4,10:00 PM,9.19,6.43,6.17,3.44,6.757499999999999,3,0.1064,1.457
9,Planning to clean up from lunch around 2 PM. When's the best time for the dishwasher?,"Philadelphia, PA",175,dishwasher,6,Townhouse,3,1.4,9:00 PM,9.19,6.43,6.6,5.22,7.1105,2,0.1064,1.457
35,When should I do dishes today?,"Williamsport, PA",265,dishwasher,2,Single-family,4,0.98,8:00 PM,9.27,7.72,10.0,10.0,8.983,1,0.098,1.02
35,When should I do dishes today?,"Williamsport, PA",265,dishwasher,2,Single-family,4,0.98,11:00 PM,9.27,7.9,8.46,6.74,8.248999999999999,2,0.098,0.956
35,When should I do dishes today?,"Williamsport, PA",265,dishwasher,2,Single-family,4,0.98,2:00 AM,9.27,7.9,7.09,3.6,7.504,3,0.098,0.956
36,When should I do dishes today?,"McKeesport, PA",340,dishwasher,10,Apartment,2,1.55,7:00 PM,8.22,5.97,5.13,4.64,6.2775,3,0.2131,1.614
36,When should I do dishes today?,"McKeesport, PA",340,dishwasher,10,Apartment,2,1.55,10:00 PM,8.22,5.97,6.29,3.63,6.3580000000000005,2,0.2131,1.614
36,When should I do dishes today?,"McKeesport, PA",340,dishwasher,10,Apartment,2,1.55,12:00 AM,8.22,6.27,7.0,3.48,6.5825000000000005,1,0.2131,1.513
37,When should I do laundry today?,"Altoona, PA",210,washer,2,Apartment,2,0.22,7:00 AM,10.0,10.0,9.55,9.25,9.7975,1,0.0158,0.229
37,When should I do laundry today?,"Altoona, PA",210,washer,2,Apartment,2,0.22,10:00 AM,10.0,10.0,9.09,8.45,9.5855,2,0.0158,0.229
37,When should I do laundry today?,"Altoona, PA",210,washer,2,Apartment,2,0.22,1:00 PM,10.0,10.0,7.83,6.69,9.069500000000001,3,0.0158,0.229
38,When should I do laundry today?,"Chester, PA",295,washer,6,Townhouse,4,0.38,8:00 AM,9.89,9.55,9.49,9.17,9.583,1,0.0289,0.396
38,When should I do laundry today?,"Chester, PA",295,washer,6,Townhouse,4,0.38,11:00 AM,9.89,9.55,7.91,6.78,8.9085,2,0.0289,0.396
38,When should I do laundry today?,"Chester, PA",295,washer,6,Townhouse,4,0.38,3:00 PM,9.05,9.55,5.92,4.64,7.937500000000001,3,0.1216,0.396
39,When should I do laundry today?,"Easton, PA",175,washer,10,Single-family,3,0.45,7:00 AM,9.83,9.34,9.49,9.17,9.4915,1,0.036,0.468
39,When should I do laundry today?,"Easton, PA",175,washer,10,Single-family,3,0.45,10:00 AM,9.83,9.34,8.95,8.29,9.251499999999998,2,0.036,0.468
39,When should I do laundry today?,"Easton, PA",175,washer,10,Single-family,3,0.45,2:00 PM,9.26,9.34,6.92,5.61,8.2725,3,0.099,0.468
40,When should I do laundry today?,"Lebanon, PA",385,washer,2,Single-family,5,0.28,8:00 AM,9.9,9.86,9.43,9.1,9.671999999999999,1,0.028,0.291
40,When should I do laundry today?,"Lebanon, PA",385,washer,2,Single-family,5,0.28,12:00 PM,9.9,9.86,8.18,7.32,9.155,2,0.028,0.291
40,When should I do laundry today?,"Lebanon, PA",385,washer,2,Single-family,5,0.28,4:00 PM,9.8,9.86,5.81,4.64,8.249,3,0.0392,0.291
41,When should I run my dryer after washing clothes?,"Johnstown, PA",260,dryer,6,Townhouse,3,2.8,9:00 AM,8.33,2.14,9.46,9.15,6.512500000000001,1,0.2016,2.915
41,When should I run my dryer after washing clothes?,"Johnstown, PA",260,dryer,6,Townhouse,3,2.8,12:00 PM,8.33,2.14,8.9,8.23,6.2625,2,0.2016,2.915
41,When should I run my dryer after washing clothes?,"Johnstown, PA",260,dryer,6,Townhouse,3,2.8,4:00 PM,5.46,2.14,6.74,5.4,4.545,3,0.518,2.915
42,When should I run my dryer after washing clothes?,"Hazleton, PA",320,dryer,2,Single-family,4,1.2,9:00 AM,9.07,7.04,10.0,10.0,8.685,1,0.12,1.249
42,When should I run my dryer after washing clothes?,"Hazleton, PA",320,dryer,2,Single-family,4,1.2,1:00 PM,9.07,7.04,7.81,6.66,7.746,2,0.12,1.249
42,When should I run my dryer after washing clothes?,"Hazleton, PA",320,dryer,2,Single-family,4,1.2,5:00 PM,8.63,7.04,5.92,4.31,6.8835,3,0.168,1.249
43,When should I run my dryer after washing clothes?,"Scranton, PA",195,dryer,10,Apartment,2,3.5,9:00 AM,6.98,0.0,10.0,10.0,5.593999999999999,1,0.35,3.643
43,When should I run my dryer after washing clothes?,"Scranton, PA",195,dryer,10,Apartment,2,3.5,12:00 PM,6.98,0.0,8.6,7.82,4.987,2,0.35,3.643
43,When should I run my dryer after washing clothes?,"Scranton, PA",195,dryer,10,Apartment,2,3.5,3:00 PM,5.71,0.0,7.43,6.21,4.1305,3,0.49,3.643
69,My laundry is ready to dry (around 11 AM). Should I run the dryer now or wait?,"Easton, PA",190,dryer,6,Single-family,3,2.5,11:00 AM,8.34,3.06,10.0,10.0,7.0729999999999995,1,0.2,2.603
69,My laundry is ready to dry (around 11 AM). Should I run the dryer now or wait?,"Easton, PA",190,dryer,6,Single-family,3,2.5,3:00 PM,5.17,3.06,7.81,6.66,5.183,2,0.55,2.603
69,My laundry is ready to dry (around 11 AM). Should I run the dryer now or wait?,"Easton, PA",190,dryer,6,Single-family,3,2.5,12:00 AM,8.34,3.54,2.86,1.51,4.539499999999999,3,0.2,2.44
70,I have time to do laundry this morning (around 10 AM). When should I start?,"Chambersburg, PA",165,washing_machine,4,Apartment,2,0.32,10:00 AM,9.92,9.74,10.0,10.0,9.885,1,0.0256,0.333
70,I have time to do laundry this morning (around 10 AM). When should I start?,"Chambersburg, PA",165,washing_machine,4,Apartment,2,0.32,4:00 PM,9.52,9.74,7.43,6.21,8.6825,2,0.0704,0.333
70,I have time to do laundry this morning (around 10 AM). When should I start?,"Chambersburg, PA",165,washing_machine,4,Apartment,2,0.32,10:00 PM,9.92,9.74,1.53,2.2,7.021,3,0.0256,0.333
71,I need to dry clothes this afternoon (around 2 PM). When should I start?,"McKeesport, PA",220,dryer,7,Townhouse,4,2.6,2:00 PM,6.91,2.76,10.0,10.0,6.539,1,0.3575,2.707
71,I need to dry clothes this afternoon (around 2 PM). When should I start?,"McKeesport, PA",220,dryer,7,Townhouse,4,2.6,9:00 AM,6.91,2.76,7.29,6.04,5.403,2,0.3575,2.707
71,I need to dry clothes this afternoon (around 2 PM). When should I start?,"McKeesport, PA",220,dryer,7,Townhouse,4,2.6,10:00 PM,6.91,2.76,3.36,3.11,4.1775,3,0.3575,2.707
72,Dinner's done around 8 PM. What's the best time to run the dishwasher?,"Pittsburgh, PA",160,dishwasher,3,Single-family,5,1.1,8:00 PM,8.78,7.35,10.0,10.0,8.7065,1,0.1513,1.145
72,Dinner's done around 8 PM. What's the best time to run the dishwasher?,"Pittsburgh, PA",160,dishwasher,3,Single-family,5,1.1,9:00 AM,8.78,7.35,4.08,4.64,6.7185,3,0.1513,1.145
72,Dinner's done around 8 PM. What's the best time to run the dishwasher?,"Pittsburgh, PA",160,dishwasher,3,Single-family,5,1.1,11:00 PM,8.78,7.56,8.32,6.57,7.929499999999999,2,0.1513,1.074
73,I have time to do a quick load of laundry this afternoon (around 3 PM). When should I start?,"Philadelphia, PA",140,washing_machine,1,Apartment,1,0.15,3:00 PM,9.72,10.0,10.0,10.0,9.916,1,0.048,0.156
73,I have time to do a quick load of laundry this afternoon (around 3 PM). When should I start?,"Philadelphia, PA",140,washing_machine,1,Apartment,1,0.15,9:00 AM,10.0,10.0,7.43,6.21,8.9175,2,0.0114,0.156
73,I have time to do a quick load of laundry this afternoon (around 3 PM). When should I start?,"Philadelphia, PA",140,washing_machine,1,Apartment,1,0.15,11:00 PM,10.0,10.0,3.59,4.08,7.83,3,0.0114,0.146
74,Planning to run the dishwasher around 6 PM. Is that a good time?,"Harrisburg, PA",200,dishwasher,10,Single-family,6,1.7,6:00 PM,8.61,5.51,10.0,10.0,8.0115,1,0.17,1.77
74,Planning to run the dishwasher around 6 PM. Is that a good time?,"Harrisburg, PA",200,dishwasher,10,Single-family,6,1.7,9:00 AM,8.61,5.51,5.21,4.64,6.249499999999999,3,0.17,1.77
74,Planning to run the dishwasher around 6 PM. Is that a good time?,"Harrisburg, PA",200,dishwasher,10,Single-family,6,1.7,10:00 PM,8.61,5.51,7.83,5.71,6.933999999999999,2,0.17,1.77
75,It's late (around midnight) and I need to dry laundry. Should I start now or wait?,"Pittsburgh, PA",180,dryer,5,Apartment,3,2.5,12:00 AM,7.04,3.54,7.83,8.45,6.1845,1,0.3438,2.44
75,It's late (around midnight) and I need to dry laundry. Should I start now or wait?,"Pittsburgh, PA",180,dryer,5,Apartment,3,2.5,9:00 AM,7.04,3.06,5.53,3.87,4.8694999999999995,2,0.3438,2.603
75,It's late (around midnight) and I need to dry laundry. Should I start now or wait?,"Pittsburgh, PA",180,dryer,5,Apartment,3,2.5,2:00 PM,7.04,3.06,5.13,3.42,4.7219999999999995,3,0.3438,2.603
76,Planning to run the washing machine around 11 PM. Is that okay or should I wait?,"Altoona, PA",155,washing_machine,6,Apartment,4,0.42,11:00 PM,9.88,9.51,7.83,9.25,9.245999999999999,1,0.0302,0.41
76,Planning to run the washing machine around 11 PM. Is that okay or should I wait?,"Altoona, PA",155,washing_machine,6,Apartment,4,0.42,10:00 AM,9.88,9.43,4.71,2.95,7.649,3,0.0302,0.437
76,Planning to run the washing machine around 11 PM. Is that okay or should I wait?,"Altoona, PA",155,washing_machine,6,Apartment,4,0.42,3:00 PM,9.45,9.43,5.92,4.64,8.0155,2,0.0777,0.437
77,I want to run the dishwasher at 5 AM before work. Should I wait?,"King of Prussia, PA",165,dishwasher,4,Single-family,3,1.2,5:00 AM,9.33,7.27,10.0,8.45,8.610999999999999,1,0.0912,1.171
77,I want to run the dishwasher at 5 AM before work. Should I wait?,"King of Prussia, PA",165,dishwasher,4,Single-family,3,1.2,9:00 AM,9.33,7.04,8.02,6.91,7.9035,2,0.0912,1.249
77,I want to run the dishwasher at 5 AM before work. Should I wait?,"King of Prussia, PA",165,dishwasher,4,Single-family,3,1.2,7:00 PM,9.33,7.04,5.26,4.64,7.010999999999999,3,0.0912,1.249
78,My laundry is ready to dry around 4 PM. Should I start now or wait?,"Bethlehem, PA",195,dryer,8,Townhouse,4,2.8,4:00 PM,6.6,2.14,10.0,10.0,6.228999999999999,1,0.392,2.915
78,My laundry is ready to dry around 4 PM. Should I start now or wait?,"Bethlehem, PA",195,dryer,8,Townhouse,4,2.8,6:00 PM,7.62,2.14,8.9,8.23,6.0495,2,0.28,2.915
78,My laundry is ready to dry around 4 PM. Should I start now or wait?,"Bethlehem, PA",195,dryer,8,Townhouse,4,2.8,10:00 PM,7.62,2.14,4.39,4.31,4.5595,3,0.28,2.915
79,The dishwasher is ready in Greensburg around 3 PM. Should I run it now or delay?,"Greensburg, PA",180,dishwasher,6,Townhouse,3,1.05,3:00 PM,8.58,7.5,10.0,10.0,8.699,1,0.1733,1.093
79,The dishwasher is ready in Greensburg around 3 PM. Should I run it now or delay?,"Greensburg, PA",180,dishwasher,6,Townhouse,3,1.05,9:00 PM,9.52,7.5,7.09,5.81,7.7705,2,0.0704,1.093
79,The dishwasher is ready in Greensburg around 3 PM. Should I run it now or delay?,"Greensburg, PA",180,dishwasher,6,Townhouse,3,1.05,11:00 PM,9.52,7.7,6.17,3.44,7.301,3,0.0704,1.025
