scenario_id,question,location,square_footage,insulation,household_size,utility_budget,housing_type,outdoor_temp,house_age,alternative,energy_cost_score,environmental_score,comfort_score,practicality_score,mavt_score,rank,raw_kwh,raw_cost,raw_emissions
14,"With 2 people home on a hot day, what's the best AC setting?","Bethlehem, PA",1400,Good,2,$200 ,Rowhouse,89,23,82,6.75,6.78,5.13,10.0,6.9239999999999995,3,7.34,1.39,7.48
75,We're all out for 8 hours in the heat. What AC setting makes sense?,"Pottstown, PA",2100,Medium,3,$270 ,Single-family,98,22,77,2.87,2.98,9.32,8.86,5.0969999999999995,2,12.93,2.46,13.46
75,We're all out for 8 hours in the heat. What AC setting makes sense?,"Pottstown, PA",2100,Medium,3,$270 ,Single-family,98,22,80,3.54,3.51,7.0,9.63,5.135,1,12.12,2.3,12.62
75,We're all out for 8 hours in the heat. What AC setting makes sense?,"Pottstown, PA",2100,Medium,3,$270 ,Single-family,98,22,83,4.08,4.04,4.06,8.51,4.7265,3,11.32,2.15,11.79
76,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Quakertown, PA",1900,Good,3,$240 ,Single-family,22,11,70,8.47,8.58,10.0,7.6,8.684,1,4.76,0.9,4.65
76,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Quakertown, PA",1900,Good,3,$240 ,Single-family,22,11,65,8.95,9.03,6.11,7.6,8.2075,2,4.05,0.77,3.95
76,I'm setting the thermostat for bedtime. What heating temperature is best for sleeping?,"Quakertown, PA",1900,Good,3,$240 ,Single-family,22,11,60,9.43,9.47,0.0,3.75,6.7059999999999995,3,3.33,0.63,3.25
77,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Phoenixville, PA",1750,Medium,2,$250 ,Townhouse,92,14,78,6.62,6.87,8.6,9.63,7.555,1,7.52,1.43,7.34
77,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Phoenixville, PA",1750,Medium,2,$250 ,Townhouse,92,14,81,6.99,7.21,6.11,9.63,7.287000000000001,2,6.97,1.32,6.8
77,I'm setting the thermostat for bedtime. What AC temperature is best for sleeping?,"Phoenixville, PA",1750,Medium,2,$250 ,Townhouse,92,14,84,7.36,7.55,2.86,7.6,6.5625,3,6.42,1.22,6.27
78,We're all out for 12 hours in the heat. What AC setting makes sense?,"West Mifflin, PA",2300,Poor,4,$165 ,Single-family,94,30,79,0.28,2.23,7.59,9.63,3.827,1,14.06,2.67,14.64
78,We're all out for 12 hours in the heat. What AC setting makes sense?,"West Mifflin, PA",2300,Poor,4,$165 ,Single-family,94,30,81,0.43,2.7,5.63,9.63,3.6445000000000003,2,13.35,2.54,13.9
78,We're all out for 12 hours in the heat. What AC setting makes sense?,"West Mifflin, PA",2300,Poor,4,$165 ,Single-family,94,30,83,0.63,3.17,3.23,8.51,3.221,3,12.64,2.4,13.16
79,I'm working from home today and it's hot. What AC temperature should I use?,"Cheltenham, PA",2000,Good,3,$450 ,Single-family,88,4,73,5.96,6.02,7.83,9.63,6.9055,3,8.51,1.62,8.68
79,I'm working from home today and it's hot. What AC temperature should I use?,"Cheltenham, PA",2000,Good,3,$450 ,Single-family,88,4,75,6.18,6.24,9.32,9.63,7.346499999999999,2,8.18,1.55,8.33
79,I'm working from home today and it's hot. What AC temperature should I use?,"Cheltenham, PA",2000,Good,3,$450 ,Single-family,88,4,77,6.41,6.46,9.32,9.63,7.4925,1,7.84,1.49,7.99
80,It's a mild spring day but the house feels chilly. What should I set the heat to?,"Norristown, PA",1600,Medium,3,$260 ,Single-family,60,14,68,10.0,10.0,8.6,10.0,9.72,2,0.0,0.0,0.0
80,It's a mild spring day but the house feels chilly. What should I set the heat to?,"Norristown, PA",1600,Medium,3,$260 ,Single-family,60,14,71,10.0,10.0,9.32,9.63,9.8085,1,0.0,0.0,0.0
80,It's a mild spring day but the house feels chilly. What should I set the heat to?,"Norristown, PA",1600,Medium,3,$260 ,Single-family,60,14,74,10.0,10.0,7.0,9.63,9.3445,3,0.35,0.07,0.36
81,I'm setting the thermostat for bedtime on a cold night. What heating temperature is best?,"Wilkes-Barre, PA",1900,Good,2,$230 ,Single-family,17,9,65,8.54,8.65,6.11,7.6,7.951499999999999,3,4.65,0.88,4.54
81,I'm setting the thermostat for bedtime on a cold night. What heating temperature is best?,"Wilkes-Barre, PA",1900,Good,2,$230 ,Single-family,17,9,68,8.27,8.4,8.6,7.6,8.280999999999999,2,5.05,0.96,4.93
81,I'm setting the thermostat for bedtime on a cold night. What heating temperature is best?,"Wilkes-Barre, PA",1900,Good,2,$230 ,Single-family,17,9,70,8.1,8.24,10.0,7.6,8.454,1,5.32,1.01,5.19
83,It's a scorching day and we're all home. What AC setting balances comfort and cost with our older system?,"Easton, PA",2200,Poor,4,$165 ,Townhouse,97,35,76,0.0,0.0,10.0,8.86,3.3289999999999997,1,24.87,4.73,25.35
83,It's a scorching day and we're all home. What AC setting balances comfort and cost with our older system?,"Easton, PA",2200,Poor,4,$165 ,Townhouse,97,35,78,0.0,0.0,8.46,9.63,3.1365000000000003,2,23.78,4.52,24.24
83,It's a scorching day and we're all home. What AC setting balances comfort and cost with our older system?,"Easton, PA",2200,Poor,4,$165 ,Townhouse,97,35,80,0.0,0.0,6.65,9.63,2.7745,3,22.7,4.31,23.14
84,We're leaving for 12 hours on a very cold day. How far should I set back the heat?,"Stroudsburg, PA",3000,Poor,5,$350 ,Single-family,15,28,60,0.81,0.81,0.0,3.75,1.089,3,16.21,3.08,16.87
84,We're leaving for 12 hours on a very cold day. How far should I set back the heat?,"Stroudsburg, PA",3000,Poor,5,$350 ,Single-family,15,28,63,0.0,0.0,2.35,7.6,1.6099999999999999,2,17.58,3.34,18.3
84,We're leaving for 12 hours on a very cold day. How far should I set back the heat?,"Stroudsburg, PA",3000,Poor,5,$350 ,Single-family,15,28,67,0.0,0.0,7.34,7.6,2.6079999999999997,1,19.4,3.69,20.19
116,It's a warm day but nothing too bad. What should I set the AC to?,"Chambersburg, PA",1750,Medium,2,$210 ,Rowhouse,81,17,74,6.07,6.12,8.6,10.0,7.183,3,8.35,1.59,8.52
116,It's a warm day but nothing too bad. What should I set the AC to?,"Chambersburg, PA",1750,Medium,2,$210 ,Rowhouse,81,17,77,6.56,6.6,9.32,10.0,7.6419999999999995,1,7.62,1.45,7.77
116,It's a warm day but nothing too bad. What should I set the AC to?,"Chambersburg, PA",1750,Medium,2,$210 ,Rowhouse,81,17,80,7.05,7.07,7.0,10.0,7.4895,2,6.89,1.31,7.02
117,It's just slightly warm today and we're home. What AC temperature makes sense?,"Stroudsburg, PA",2300,Good,3,$310 ,Single-family,77,22,73,5.35,5.43,7.83,10.0,6.5714999999999995,3,9.42,1.79,9.6
117,It's just slightly warm today and we're home. What AC temperature makes sense?,"Stroudsburg, PA",2300,Good,3,$310 ,Single-family,77,22,77,6.0,6.06,9.32,10.0,7.284999999999999,1,8.45,1.6,8.61
117,It's just slightly warm today and we're home. What AC temperature makes sense?,"Stroudsburg, PA",2300,Good,3,$310 ,Single-family,77,22,80,6.49,6.53,7.0,10.0,7.1325,2,7.72,1.47,7.87
118,It's a mild autumn evening and the house feels cool. What should I set the heat to?,"Carlisle, PA",1950,Medium,3,$245 ,Single-family,50,28,66,10.0,10.0,7.0,9.63,9.3445,2,1.45,0.28,1.48
118,It's a mild autumn evening and the house feels cool. What should I set the heat to?,"Carlisle, PA",1950,Medium,3,$245 ,Single-family,50,28,69,10.0,10.0,9.32,9.63,9.8085,1,2.35,0.45,2.4
118,It's a mild autumn evening and the house feels cool. What should I set the heat to?,"Carlisle, PA",1950,Medium,3,$245 ,Single-family,50,28,73,9.28,9.23,7.83,8.86,8.9095,3,3.56,0.68,3.62
119,The house will be empty for 8 hours on a cool spring day. What heat setting should I use?,"Lebanon, PA",2000,Poor,2,$195 ,Apartment,44,32,65,9.07,8.98,6.11,8.86,8.415000000000001,2,3.86,0.73,4.02
119,The house will be empty for 8 hours on a cool spring day. What heat setting should I use?,"Lebanon, PA",2000,Poor,2,$195 ,Apartment,44,32,68,8.44,8.35,8.6,8.86,8.503499999999999,1,4.81,0.91,5.01
119,The house will be empty for 8 hours on a cool spring day. What heat setting should I use?,"Lebanon, PA",2000,Poor,2,$195 ,Apartment,44,32,71,7.8,7.72,9.32,8.86,8.235,3,5.76,1.09,6.0
120,We're all home on a hot day and debating how cold to keep it. What AC temperature should I set?,"Norristown, PA",2050,Poor,4,$215 ,Single-family,94,24,70,0.0,0.23,4.5,8.16,2.2045,3,17.45,3.31,17.78
120,We're all home on a hot day and debating how cold to keep it. What AC temperature should I set?,"Norristown, PA",2050,Poor,4,$215 ,Single-family,94,24,75,0.28,1.38,9.25,9.63,3.8615,2,15.67,2.98,15.98
120,We're all home on a hot day and debating how cold to keep it. What AC temperature should I set?,"Norristown, PA",2050,Poor,4,$215 ,Single-family,94,24,80,0.86,2.53,6.65,9.63,3.918,1,13.9,2.64,14.17
121,It's a very cold day and I want to find the best heating setting. What temperature should I use?,"DuBois, PA",1850,Good,2,$230 ,Single-family,10,33,63,5.63,5.7,4.06,7.6,5.635999999999999,2,9.01,1.71,9.18
121,It's a very cold day and I want to find the best heating setting. What temperature should I use?,"DuBois, PA",1850,Good,2,$230 ,Single-family,10,33,68,4.87,4.96,8.6,7.6,6.0569999999999995,1,10.15,1.93,10.34
121,It's a very cold day and I want to find the best heating setting. What temperature should I use?,"DuBois, PA",1850,Good,2,$230 ,Single-family,10,33,75,3.11,3.93,6.11,7.6,4.6705,3,11.74,2.23,11.96
122,We're all out for 8 hours in extreme heat. Should I leave the AC running or just turn it off?,"Coatesville, PA",1650,Medium,2,$200 ,Townhouse,98,26,80,3.86,4.74,7.0,9.63,5.6615,3,10.26,1.95,10.69
122,We're all out for 8 hours in extreme heat. Should I leave the AC running or just turn it off?,"Coatesville, PA",1650,Medium,2,$200 ,Townhouse,98,26,Off (85),10.0,10.0,1.53,5.94,7.697,1,0.0,0.0,0.0
122,We're all out for 8 hours in extreme heat. Should I leave the AC running or just turn it off?,"Coatesville, PA",1650,Medium,2,$200 ,Townhouse,98,26,Off,10.0,10.0,0.0,1.51,6.7265,2,0.0,0.0,0.0
123,We're leaving for 12 hours on a freezing day. What should I do with the heat?,"Williamsport, PA",2300,Poor,3,$260 ,Single-family,8,40,58,0.91,1.66,0.0,1.51,1.0805,3,14.92,2.84,15.53
123,We're leaving for 12 hours on a freezing day. What should I do with the heat?,"Williamsport, PA",2300,Poor,3,$260 ,Single-family,8,40,63,0.17,0.45,4.06,7.6,2.1605,2,16.75,3.18,17.43
123,We're leaving for 12 hours on a freezing day. What should I do with the heat?,"Williamsport, PA",2300,Poor,3,$260 ,Single-family,8,40,Off (50),10.0,10.0,0.0,1.51,6.7265,1,0.0,0.0,0.0
124,I'm heading to bed on a hot summer night. What's the best AC temperature for sleeping?,"Pottstown, PA",1600,Poor,3,$185 ,Rowhouse,86,28,72,5.41,6.02,7.0,9.63,6.5745000000000005,3,8.88,1.69,8.67
124,I'm heading to bed on a hot summer night. What's the best AC temperature for sleeping?,"Pottstown, PA",1600,Poor,3,$185 ,Rowhouse,86,28,75,6.16,6.44,9.32,9.63,7.410500000000001,2,8.21,1.56,8.01
124,I'm heading to bed on a hot summer night. What's the best AC temperature for sleeping?,"Pottstown, PA",1600,Poor,3,$185 ,Rowhouse,86,28,78,6.61,6.86,8.6,10.0,7.604,1,7.54,1.43,7.36
125,It's a cold night and I'm setting the heat before bed. What temperature is best for sleeping?,"Oil City, PA",2050,Medium,2,$240 ,Single-family,16,30,65,5.66,5.98,6.11,7.6,6.153,3,8.95,1.7,8.74
125,It's a cold night and I'm setting the heat before bed. What temperature is best for sleeping?,"Oil City, PA",2050,Medium,2,$240 ,Single-family,16,30,68,5.21,5.55,8.6,7.6,6.365499999999999,1,9.64,1.83,9.41
125,It's a cold night and I'm setting the heat before bed. What temperature is best for sleeping?,"Oil City, PA",2050,Medium,2,$240 ,Single-family,16,30,71,4.75,5.13,9.32,7.6,6.2245,2,10.32,1.96,10.08
127,We just installed a new high-efficiency AC and it's a warm day. What temperature is ideal?,"Phoenixville, PA",2350,Good,4,$420 ,Single-family,88,2,72,5.52,5.59,6.65,9.63,6.3870000000000005,3,9.17,1.74,9.35
127,We just installed a new high-efficiency AC and it's a warm day. What temperature is ideal?,"Phoenixville, PA",2350,Good,4,$420 ,Single-family,88,2,76,5.99,6.05,10.0,9.63,7.359,1,8.47,1.61,8.63
127,We just installed a new high-efficiency AC and it's a warm day. What temperature is ideal?,"Phoenixville, PA",2350,Good,4,$420 ,Single-family,88,2,79,6.35,6.39,7.59,10.0,7.1594999999999995,2,7.94,1.51,8.09
128,"On a mild spring day, what thermostat setting keeps the house comfortable without wasting energy?","Blue Bell, PA",1600,Medium,3,$240 ,Condo,68,15,68,10.0,10.0,8.6,10.0,9.72,3,0.0,0.0,0.0
128,"On a mild spring day, what thermostat setting keeps the house comfortable without wasting energy?","Blue Bell, PA",1600,Medium,3,$240 ,Condo,68,15,70,10.0,10.0,10.0,10.0,10.0,1,0.0,0.0,0.0
128,"On a mild spring day, what thermostat setting keeps the house comfortable without wasting energy?","Blue Bell, PA",1600,Medium,3,$240 ,Condo,68,15,72,10.0,10.0,8.6,10.0,9.72,2,0.0,0.0,0.0
129,It's a mild early evening. What indoor temperature should I use to stay comfortable?,"West Chester, PA",2100,Good,4,$300 ,Single-family,72,10,68,10.0,10.0,8.46,10.0,9.692,2,0.0,0.0,0.0
129,It's a mild early evening. What indoor temperature should I use to stay comfortable?,"West Chester, PA",2100,Good,4,$300 ,Single-family,72,10,70,10.0,10.0,10.0,10.0,10.0,1,0.0,0.0,0.0
129,It's a mild early evening. What indoor temperature should I use to stay comfortable?,"West Chester, PA",2100,Good,4,$300 ,Single-family,72,10,73,10.0,10.0,7.59,10.0,9.518,3,0.0,0.0,0.0
