file,line,type,value,section,subsection,float_label,in_float,context
main,105,decimal,0.9056,,,,no,"\addplot[mark=diamond*, colorQwen] coordinates {(1,-0.0309) (2,0.2308) (3,0.9056)};"
main,106,decimal,-0.2,,,,no,"\nextgroupplot[ylabel={}, ymin=-0.2, ymax=0.99,"
main,106,decimal,0.99,,,,no,"\nextgroupplot[ylabel={}, ymin=-0.2, ymax=0.99,"
main,108,decimal,0.6333,,,,no,"\addplot[mark=*, colorGemini]   coordinates {(1,0.6333) (2,0.7655) (3,0.8222)};"
main,108,decimal,0.7655,,,,no,"\addplot[mark=*, colorGemini]   coordinates {(1,0.6333) (2,0.7655) (3,0.8222)};"
main,108,decimal,0.8222,,,,no,"\addplot[mark=*, colorGemini]   coordinates {(1,0.6333) (2,0.7655) (3,0.8222)};"
main,109,decimal,0.5576,,,,no,"\addplot[mark=square*, colorDeepSeek] coordinates {(1,0.5576) (2,0.5645) (3,0.7867)};"
main,109,decimal,0.5645,,,,no,"\addplot[mark=square*, colorDeepSeek] coordinates {(1,0.5576) (2,0.5645) (3,0.7867)};"
main,109,decimal,0.7867,,,,no,"\addplot[mark=square*, colorDeepSeek] coordinates {(1,0.5576) (2,0.5645) (3,0.7867)};"
main,110,decimal,0.1333,,,,no,"\addplot[mark=triangle*, colorGPTOSS] coordinates {(1,0.1333) (2,0.6222) (3,0.7845)};"
main,110,decimal,0.6222,,,,no,"\addplot[mark=triangle*, colorGPTOSS] coordinates {(1,0.1333) (2,0.6222) (3,0.7845)};"
main,110,decimal,0.7845,,,,no,"\addplot[mark=triangle*, colorGPTOSS] coordinates {(1,0.1333) (2,0.6222) (3,0.7845)};"
main,111,decimal,0.0689,,,,no,"\addplot[mark=diamond*, colorQwen] coordinates {(1,0.0689) (2,0.2355) (3,0.8511)};"
main,111,decimal,0.2355,,,,no,"\addplot[mark=diamond*, colorQwen] coordinates {(1,0.0689) (2,0.2355) (3,0.8511)};"
main,111,decimal,0.8511,,,,no,"\addplot[mark=diamond*, colorQwen] coordinates {(1,0.0689) (2,0.2355) (3,0.8511)};"
main,112,integer,110,,,,no,"\nextgroupplot[ylabel={Top-1 (\%)}, ymin=0, ymax=110,"
main,114,decimal,25.4,,,,no,"\addplot[mark=*, colorGemini]   coordinates {(1,25.4) (2,15.3) (3,96.6)};"
main,114,decimal,15.3,,,,no,"\addplot[mark=*, colorGemini]   coordinates {(1,25.4) (2,15.3) (3,96.6)};"
main,114,decimal,96.6,,,,no,"\addplot[mark=*, colorGemini]   coordinates {(1,25.4) (2,15.3) (3,96.6)};"
main,115,decimal,19.8,,,,no,"\addplot[mark=square*, colorDeepSeek] coordinates {(1,19.8) (2,32.9) (3,92.0)};"
main,115,decimal,32.9,,,,no,"\addplot[mark=square*, colorDeepSeek] coordinates {(1,19.8) (2,32.9) (3,92.0)};"
main,115,decimal,92.0,,,,no,"\addplot[mark=square*, colorDeepSeek] coordinates {(1,19.8) (2,32.9) (3,92.0)};"
main,116,decimal,39.7,,,,no,"\addplot[mark=triangle*, colorGPTOSS] coordinates {(1,39.7) (2,46.9) (3,94.0)};"
main,116,decimal,46.9,,,,no,"\addplot[mark=triangle*, colorGPTOSS] coordinates {(1,39.7) (2,46.9) (3,94.0)};"
main,116,decimal,94.0,,,,no,"\addplot[mark=triangle*, colorGPTOSS] coordinates {(1,39.7) (2,46.9) (3,94.0)};"
main,117,decimal,32.7,,,,no,"\addplot[mark=diamond*, colorQwen] coordinates {(1,32.7) (2,41.1) (3,87.4)};"
main,117,decimal,41.1,,,,no,"\addplot[mark=diamond*, colorQwen] coordinates {(1,32.7) (2,41.1) (3,87.4)};"
main,117,decimal,87.4,,,,no,"\addplot[mark=diamond*, colorQwen] coordinates {(1,32.7) (2,41.1) (3,87.4)};"
main,118,integer,110,,,,no,"\nextgroupplot[ylabel={}, ymin=0, ymax=110,"
main,120,decimal,24.9,,,,no,"\addplot[mark=*, colorGemini]   coordinates {(1,24.9) (2,56.3) (3,96.9)};"
main,120,decimal,56.3,,,,no,"\addplot[mark=*, colorGemini]   coordinates {(1,24.9) (2,56.3) (3,96.9)};"
main,120,decimal,96.9,,,,no,"\addplot[mark=*, colorGemini]   coordinates {(1,24.9) (2,56.3) (3,96.9)};"
main,121,decimal,31.7,,,,no,"\addplot[mark=square*, colorDeepSeek] coordinates {(1,31.7) (2,70.2) (3,98.5)};"
main,121,decimal,70.2,,,,no,"\addplot[mark=square*, colorDeepSeek] coordinates {(1,31.7) (2,70.2) (3,98.5)};"
main,121,decimal,98.5,,,,no,"\addplot[mark=square*, colorDeepSeek] coordinates {(1,31.7) (2,70.2) (3,98.5)};"
main,122,decimal,26.8,,,,no,"\addplot[mark=triangle*, colorGPTOSS] coordinates {(1,26.8) (2,30.5) (3,98.8)};"
main,122,decimal,30.5,,,,no,"\addplot[mark=triangle*, colorGPTOSS] coordinates {(1,26.8) (2,30.5) (3,98.8)};"
main,122,decimal,98.8,,,,no,"\addplot[mark=triangle*, colorGPTOSS] coordinates {(1,26.8) (2,30.5) (3,98.8)};"
main,123,decimal,23.1,,,,no,"\addplot[mark=diamond*, colorQwen] coordinates {(1,23.1) (2,52.0) (3,92.9)};"
main,123,decimal,52.0,,,,no,"\addplot[mark=diamond*, colorQwen] coordinates {(1,23.1) (2,52.0) (3,92.9)};"
main,123,decimal,92.9,,,,no,"\addplot[mark=diamond*, colorQwen] coordinates {(1,23.1) (2,52.0) (3,92.9)};"
main,124,integer,110,,,,no,"\nextgroupplot[ylabel={}, ymin=0, ymax=110,"
main,126,decimal,61.0,,,,no,"\addplot[mark=*, colorGemini]   coordinates {(1,61.0) (2,75.5) (3,85.0)};"
main,126,decimal,75.5,,,,no,"\addplot[mark=*, colorGemini]   coordinates {(1,61.0) (2,75.5) (3,85.0)};"
main,126,decimal,85.0,,,,no,"\addplot[mark=*, colorGemini]   coordinates {(1,61.0) (2,75.5) (3,85.0)};"
main,127,decimal,61.9,,,,no,"\addplot[mark=square*, colorDeepSeek] coordinates {(1,61.9) (2,62.7) (3,81.0)};"
main,127,decimal,62.7,,,,no,"\addplot[mark=square*, colorDeepSeek] coordinates {(1,61.9) (2,62.7) (3,81.0)};"
main,127,decimal,81.0,,,,no,"\addplot[mark=square*, colorDeepSeek] coordinates {(1,61.9) (2,62.7) (3,81.0)};"
main,128,decimal,33.0,,,,no,"\addplot[mark=triangle*, colorGPTOSS] coordinates {(1,33.0) (2,68.3) (3,82.0)};"
main,128,decimal,68.3,,,,no,"\addplot[mark=triangle*, colorGPTOSS] coordinates {(1,33.0) (2,68.3) (3,82.0)};"
main,128,decimal,82.0,,,,no,"\addplot[mark=triangle*, colorGPTOSS] coordinates {(1,33.0) (2,68.3) (3,82.0)};"
main,129,decimal,34.3,,,,no,"\addplot[mark=diamond*, colorQwen] coordinates {(1,34.3) (2,48.3) (3,89.0)};"
main,129,decimal,48.3,,,,no,"\addplot[mark=diamond*, colorQwen] coordinates {(1,34.3) (2,48.3) (3,89.0)};"
main,129,decimal,89.0,,,,no,"\addplot[mark=diamond*, colorQwen] coordinates {(1,34.3) (2,48.3) (3,89.0)};"
main,141,integer,30,,,,no,"xticklabel style={rotate=30, anchor=east, font=\small, align=center},"
main,142,decimal,0.35,,,,no,"enlarge x limits=0.35,"
main,145,decimal,-0.05,,,,no,"ymin=-0.05, ymax=0.55,"
main,145,decimal,0.55,,,,no,"ymin=-0.05, ymax=0.55,"
main,146,decimal,0.5,,,,no,"legend style={font=\small, at={(0.5,1.05)}, anchor=south, legend columns=4},"
main,146,decimal,1.05,,,,no,"legend style={font=\small, at={(0.5,1.05)}, anchor=south, legend columns=4},"
main,149,integer,30,,,,no,"grid style={gray!30},"
main,153,decimal,0.391,,,,no,"(No hidden params,0.391)"
main,154,decimal,0.489,,,,no,"(Shipped $k{=}1$,0.489)"
main,155,decimal,0.346,,,,no,"(Alt embedding,0.346)"
main,156,decimal,0.182,,,,no,"(Retrieval $k=1$,0.182)"
main,157,decimal,0.342,,,,no,"(Retrieval $k=5$,0.342)"
main,158,decimal,0.063,,,,no,"(Random exemplars,0.063)"
main,159,decimal,0.073,,,,no,"(No scores,0.073)"
main,162,decimal,0.437,,,,no,"(No hidden params,0.437)"
main,163,decimal,0.387,,,,no,"(Shipped $k{=}1$,0.387)"
main,164,decimal,0.517,,,,no,"(Alt embedding,0.517)"
main,165,decimal,0.377,,,,no,"(Retrieval $k=1$,0.377)"
main,166,decimal,0.431,,,,no,"(Retrieval $k=5$,0.431)"
main,167,decimal,0.177,,,,no,"(Random exemplars,0.177)"
main,168,decimal,0.204,,,,no,"(No scores,0.204)"
main,171,decimal,0.175,,,,no,"(No hidden params,0.175)"
main,172,decimal,0.187,,,,no,"(Shipped $k{=}1$,0.187)"
main,173,decimal,0.227,,,,no,"(Alt embedding,0.227)"
main,174,decimal,0.237,,,,no,"(Retrieval $k=1$,0.237)"
main,175,decimal,0.112,,,,no,"(Retrieval $k=5$,0.112)"
main,176,decimal,0.022,,,,no,"(Random exemplars,0.022)"
main,177,decimal,0.061,,,,no,"(No scores,0.061)"
main,180,decimal,0.273,,,,no,"(No hidden params,0.273)"
main,181,decimal,0.154,,,,no,"(Shipped $k{=}1$,0.154)"
main,182,decimal,0.165,,,,no,"(Alt embedding,0.165)"
main,183,decimal,0.306,,,,no,"(Retrieval $k=1$,0.306)"
main,184,decimal,0.234,,,,no,"(Retrieval $k=5$,0.234)"
main,185,decimal,0.276,,,,no,"(Random exemplars,0.276)"
main,186,decimal,0.071,,,,no,"(No scores,0.071)"
main,188,integer,60,,,,no,"\addplot[dashed, gray!60, sharp plot, update limits=false] coordinates {"
main,202,decimal,1.0,,,,no,"xtick={1.0,1.2,1.5,2.0},"
main,202,decimal,1.2,,,,no,"xtick={1.0,1.2,1.5,2.0},"
main,202,decimal,1.5,,,,no,"xtick={1.0,1.2,1.5,2.0},"
main,202,decimal,2.0,,,,no,"xtick={1.0,1.2,1.5,2.0},"
main,203,decimal,1.0,,,,no,"ymin=0, ymax=1.0,"
main,205,integer,30,,,,no,"grid style={gray!30},"
main,207,decimal,0.5,,,,no,"legend style={font=\small, at={(0.5,1.05)}, anchor=south, legend columns=3},"
main,207,decimal,1.05,,,,no,"legend style={font=\small, at={(0.5,1.05)}, anchor=south, legend columns=3},"
main,211,decimal,1.0,,,,no,"\addplot[mark=*, color=colorPure] coordinates {(1.0,0.1788) (1.2,0.1795) (1.5,0.1761) (2.0,0.1767)};"
main,211,decimal,0.1788,,,,no,"\addplot[mark=*, color=colorPure] coordinates {(1.0,0.1788) (1.2,0.1795) (1.5,0.1761) (2.0,0.1767)};"
main,211,decimal,1.2,,,,no,"\addplot[mark=*, color=colorPure] coordinates {(1.0,0.1788) (1.2,0.1795) (1.5,0.1761) (2.0,0.1767)};"
main,211,decimal,0.1795,,,,no,"\addplot[mark=*, color=colorPure] coordinates {(1.0,0.1788) (1.2,0.1795) (1.5,0.1761) (2.0,0.1767)};"
main,211,decimal,1.5,,,,no,"\addplot[mark=*, color=colorPure] coordinates {(1.0,0.1788) (1.2,0.1795) (1.5,0.1761) (2.0,0.1767)};"
main,211,decimal,0.1761,,,,no,"\addplot[mark=*, color=colorPure] coordinates {(1.0,0.1788) (1.2,0.1795) (1.5,0.1761) (2.0,0.1767)};"
main,211,decimal,2.0,,,,no,"\addplot[mark=*, color=colorPure] coordinates {(1.0,0.1788) (1.2,0.1795) (1.5,0.1761) (2.0,0.1767)};"
main,211,decimal,0.1767,,,,no,"\addplot[mark=*, color=colorPure] coordinates {(1.0,0.1788) (1.2,0.1795) (1.5,0.1761) (2.0,0.1767)};"
main,212,decimal,1.0,,,,no,"\addplot[mark=square*, color=colorRAG] coordinates {(1.0,0.2935) (1.2,0.3082) (1.5,0.3047) (2.0,0.3012)};"
main,212,decimal,0.2935,,,,no,"\addplot[mark=square*, color=colorRAG] coordinates {(1.0,0.2935) (1.2,0.3082) (1.5,0.3047) (2.0,0.3012)};"
main,212,decimal,1.2,,,,no,"\addplot[mark=square*, color=colorRAG] coordinates {(1.0,0.2935) (1.2,0.3082) (1.5,0.3047) (2.0,0.3012)};"
main,212,decimal,0.3082,,,,no,"\addplot[mark=square*, color=colorRAG] coordinates {(1.0,0.2935) (1.2,0.3082) (1.5,0.3047) (2.0,0.3012)};"
main,212,decimal,1.5,,,,no,"\addplot[mark=square*, color=colorRAG] coordinates {(1.0,0.2935) (1.2,0.3082) (1.5,0.3047) (2.0,0.3012)};"
main,212,decimal,0.3047,,,,no,"\addplot[mark=square*, color=colorRAG] coordinates {(1.0,0.2935) (1.2,0.3082) (1.5,0.3047) (2.0,0.3012)};"
main,212,decimal,2.0,,,,no,"\addplot[mark=square*, color=colorRAG] coordinates {(1.0,0.2935) (1.2,0.3082) (1.5,0.3047) (2.0,0.3012)};"
main,212,decimal,0.3012,,,,no,"\addplot[mark=square*, color=colorRAG] coordinates {(1.0,0.2935) (1.2,0.3082) (1.5,0.3047) (2.0,0.3012)};"
main,213,decimal,1.0,,,,no,"\addplot[mark=triangle*, color=colorLLMParameterizedReferenceScoring] coordinates {(1.0,0.9097) (1.2,0.9268) (1.5,0.9234) (2.0,0.9131)};"
main,213,decimal,0.9097,,,,no,"\addplot[mark=triangle*, color=colorLLMParameterizedReferenceScoring] coordinates {(1.0,0.9097) (1.2,0.9268) (1.5,0.9234) (2.0,0.9131)};"
main,213,decimal,1.2,,,,no,"\addplot[mark=triangle*, color=colorLLMParameterizedReferenceScoring] coordinates {(1.0,0.9097) (1.2,0.9268) (1.5,0.9234) (2.0,0.9131)};"
main,213,decimal,0.9268,,,,no,"\addplot[mark=triangle*, color=colorLLMParameterizedReferenceScoring] coordinates {(1.0,0.9097) (1.2,0.9268) (1.5,0.9234) (2.0,0.9131)};"
main,213,decimal,1.5,,,,no,"\addplot[mark=triangle*, color=colorLLMParameterizedReferenceScoring] coordinates {(1.0,0.9097) (1.2,0.9268) (1.5,0.9234) (2.0,0.9131)};"
main,213,decimal,0.9234,,,,no,"\addplot[mark=triangle*, color=colorLLMParameterizedReferenceScoring] coordinates {(1.0,0.9097) (1.2,0.9268) (1.5,0.9234) (2.0,0.9131)};"
main,213,decimal,2.0,,,,no,"\addplot[mark=triangle*, color=colorLLMParameterizedReferenceScoring] coordinates {(1.0,0.9097) (1.2,0.9268) (1.5,0.9234) (2.0,0.9131)};"
